"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo";"icaa_id";"titulo_icaa";"distribuidora_nacional_icaa";"distribuidor_internacional_icaa";"fecha_estreno_ficha";"tipo_icaa";"genero_icaa";"tags_icaa";"genero_final";"genero_fuente";"nacionalidad_paises_icaa";"directores_icaa";"guionistas_icaa";"subvenciones_icaa";"subvenciones_total";"empresas_productoras_icaa";"clave_grupo"
"Vida en una gota, La";"Independent";"26/11/2024";855.0;285;2024;"";"Vida en una gota";"La";23624.0;"LA VIDA EN UNA GOTA";"DAVINIA BURGOS NARVÁEZ (02F537)";"";"26/11/2024";"Cine - Documental";"Documental";"[""Documental"", ""Salud""]";"Documental";"ficha_genero";"España (100.0%)";"[""Pedro Lendínez""]";"[""Pedro Lendínez""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""PEDRO JESÚS LENDÍNEZ DE HARO (01F59820)"", ""porcentaje_empresa"": 80.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ELENA DE URDA ORTEGA (01F59831)"", ""porcentaje_empresa"": 10.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""XAVIER SOLER BORREGO (01F59832)"", ""porcentaje_empresa"": 10.0}]";"23624"
"As bestas";"A Contracorriente";"11/11/2022";854.0;285;2024;"";"As bestas";"";41420.0;"AS BESTAS";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"LATIDO CONSORCIO EXPORTACIÓN DE CINE ESPAÑOL, S.L. (07J152)";"20/10/2022";"Cine - Ficción";"Thriller";"[""Thriller"", ""Thriller psicológico"", ""Suspense""]";"Thriller";"ficha_genero";"España (80.0%); Francia (20.0%)";"[""Rodrigo Sorogoyen""]";"[""Rodrigo Sorogoyen"", ""Isabel Peña""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""CRONOS ENTERTAINMENT, A.I.E. (01J5288)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ARCADIA MOTION PICTURES, S.L. (01J2883)"", ""porcentaje_empresa"": 0.63}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""CABALLO FILMS, S.L. (01J4729)"", ""porcentaje_empresa"": 0.37}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 20.0, ""empresa"": ""LE PACTE"", ""porcentaje_empresa"": null}]";"41420"
"Rebeladas";"Independent";"04/04/2024";844.0;152;2024;"";"Rebeladas";"";18118.0;"REBELADAS";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"04/04/2024";"Cine - Documental";"Documental";"[""Documental""]";"Documental";"ficha_genero";"España (45.0%); México (55.0%)";"[""Tabatta Salinas"", ""Andrea Gautier""]";"[""Andrea Gautier"", ""Tabatta Salinas"", ""Alba Pino García""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 32735.04}]";32735.04;"[{""pais"": ""MÉXICO"", ""porcentaje_pais"": 55.0, ""empresa"": ""PERRO ROJO FILMS S.A. DE C.V."", ""porcentaje_empresa"": null}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 45.0, ""empresa"": ""SMIZ & PIXEL, S.L. (01J3341)"", ""porcentaje_empresa"": 100.0}]";"18118"
"Sobre todo de noche";"Atalante";"01/12/2023";837.0;166;2024;"";"Sobre todo de noche";"";93420.0;"SOBRE TODO DE NOCHE";"L´ATALANTE CINEMA, S.L.U. (02J1424)";"";"28/11/2023";"Cine - Ficción";"Negro";"[""Drama"", ""Suspense"", ""Cine negro"", ""Ópera prima""]";"Negro";"ficha_genero";"España (70.0%); Francia (15.0%); Portugal (15.0%)";"[""Víctor Iriarte""]";"[""Isa Campo"", ""Andrea Queralt"", ""Víctor Iriarte""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 493610.0}]";493610.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""REESCRITURA, A.I.E. (01J8346)"", ""porcentaje_empresa"": 89.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""INICIA FILMS, S.L. (01J3569)"", ""porcentaje_empresa"": 10.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""LA TERMITA FILMS, S.L. (01J5306)"", ""porcentaje_empresa"": 0.26}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""VICTOR IRIARTE OÑATE (01F1913)"", ""porcentaje_empresa"": 0.25}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""ATEKALEUN, S.L. (01J7425)"", ""porcentaje_empresa"": 0.25}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""CSC FILMS, S.L. (01J6805)"", ""porcentaje_empresa"": 0.24}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 15.0, ""empresa"": ""4 A 4 PRODUCTIONS - FINANCIERA"", ""porcentaje_empresa"": null}, {""pais"": ""PORTUGAL"", ""porcentaje_pais"": 15.0, ""empresa"": ""UKBAR FILMES"", ""porcentaje_empresa"": null}]";"93420"
"Lengua de las mariposas, La (1999) (re)";"Independent";"16/03/2024";833.0;154;2024;1999.0;"Lengua de las mariposas";"La";41298.0;"LENGUA DE LAS MARIPOSAS, LA";"WARNER SOGEFILMS, A.I.E. (02J570); AVALON DISTRIBUCION AUDIOVISUAL, S.L. (02J784)";"";"14/09/1999";"Cine - Ficción";"Drama";"";"Drama";"ficha_genero";"España (100.0%)";"[""Cuerda, José Luis.""]";"[""Azcona, Rafael.""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LAS PRODUCCIONES DEL ESCORPION, SL (01J1389)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SOCIEDAD GENERAL DE CINE, S.A (01J1568)"", ""porcentaje_empresa"": 50.0}]";"41298"
"Llamada, La";"DeAPlaneta";"29/09/2017";832.0;137;2024;"";"Llamada";"La";164816.0;"LA LLAMADA";"DEA PLANETA, S.L. (02J610)";"FILM FACTORY ENTERTAINMENT, S.L. (02J961)";"29/09/2017";"Cine - Ficción";"Musical";"[""Comedia"", ""Musical""]";"Musical";"ficha_genero";"España (100.0%)";"[""Javier Calvo"", ""Javier Ambrossi""]";"[""Javier Calvo"", ""Javier Ambrossi""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 506176.62}]";506176.62;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LO HACEMOS Y YA VEMOS, AIE (01J6324)"", ""porcentaje_empresa"": 98.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""APACHE FILMS,S.L. (01J2597)"", ""porcentaje_empresa"": 1.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SÁBADO PELICULAS, S.L. (01J5094)"", ""porcentaje_empresa"": 1.0}]";"164816"
"Una casa en el pueblo";"Digital 104";"18/10/2024";818.0;142;2024;"";"Una casa en el pueblo";"";130523.0;"UNA CASA EN EL PUEBLO";"DIGITAL 104, S.L. (02J1156)";"";"18/10/2024";"Cine - Documental";"Docuficción";"[""Documental"", ""Docu-ficción""]";"Docuficción";"ficha_genero";"España (100.0%)";"[""Domingo J. González""]";"[""Domingo J. González"", ""Elena De Vera""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DIGITAL 104, S.L. (01J5842)"", ""porcentaje_empresa"": 100.0}]";"130523"
"Sueños y pan";"Mubox.Studio";"25/07/2023";817.0;272;2024;"";"Sueños y pan";"";162723.0;"SUEÑOS Y PAN";"MUBOX.STUDIO (02J1478)";"";"17/11/2023";"Cine - Ficción";"Drama social";"[""Drama"", ""Social"", ""Juventud"", ""Cine quinqui""]";"Drama social";"ficha_genero";"España (100.0%)";"[""Luis (Soto) Muñoz""]";"[""Luis Muñoz Cubillo""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MUBOX.STUDIO, S.L. (01J8849)"", ""porcentaje_empresa"": 100.0}]";"162723"
"Mamacruz";"Filmax";"27/10/2023";789.0;201;2024;"";"Mamacruz";"";60220.0;"MAMACRUZ";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"26/10/2023";"Cine - Ficción";"Comedia";"[""Comedia"", ""Drama"", ""Dramedia""]";"Comedia";"ficha_genero";"España (80.0%); Venezuela (20.0%)";"[""Patricia Ortega""]";"[""José Ortuño"", ""Patricia Ortega""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 700000.0}]";700000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""MAMACRUZ, A.I.E. (01J7823)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""LA CLAQUETA PC, S.L. (01J3513)"", ""porcentaje_empresa"": 0.65}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""PECADO FILMS, S.L. (01J4164)"", ""porcentaje_empresa"": 0.3}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""LA CRUDA REALIDAD, S.L. (01J4999)"", ""porcentaje_empresa"": 0.05}, {""pais"": ""VENEZUELA"", ""porcentaje_pais"": 20.0, ""empresa"": ""MANDRAGORA FILMS"", ""porcentaje_empresa"": null}]";"60220"
"Bidasoa 2018-2023";"Barton";"20/10/2023";782.0;137;2024;"";"Bidasoa 2018-2023";"";17623.0;"BIDASOA 2018-2023";"BARTON FILMS, S.L. (02J537)";"";"19/10/2023";"Cine - Documental";"Documental";"[""Documental"", ""Migración"", ""Partes de Animación""]";"Documental";"ficha_genero";"España (100.0%)";"[""Fermín Muguruza""]";"[""Fermín Muguruza""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TALKA RECORDS, S.L. (01J5215)"", ""porcentaje_empresa"": 100.0}]";"17623"
"Kostaldetik gertuko istorioak";"Independent";"02/08/2024";775.0;124;2024;"";"Kostaldetik gertuko istorioak";"";75824.0;"KOSTALDETIK GERTUKO ISTORIOAK";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"02/08/2024";"Cine - Documental";"Documental";"[""Documental""]";"Documental";"ficha_genero";"España (100.0%)";"[""Imanol Sistiaga""]";"[""Imanol Sistiaga""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IMANOL SISTIAGA IPARRAGUIRRE (01F59950)"", ""porcentaje_empresa"": 100.0}]";"75824"
"Five Days to Dance";"Planeta Med";"21/11/2014";763.0;214;2024;"";"Five Days to Dance";"";120414.0;"FIVE DAYS TO DANCE";"PLANETA MED, S.L. (02J754)";"";"06/11/2014";"Cine - Documental";"Documental";"";"Documental";"ficha_genero";"España (100.0%)";"[""Molés, Rafa"", ""Andreu, Pepe""]";"[""Rafael Moles Vilar"", ""Jose Andreu Ibarra""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SUICA PRODUCTIONS, S.L. (01J5767)"", ""porcentaje_empresa"": 80.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""REC GRABAKETA ESTUDIOA, S.L. (01J3333)"", ""porcentaje_empresa"": 20.0}]";"120414"
"¿Quien quiere casarse con un astronauta?";"Independent";"22/11/2024";762.0;177;2024;"";"¿Quien quiere casarse con un astronauta?";"";22820.0;"¿QUIÉN QUIERE CASARSE CON UN ASTRONAUTA?";"ALFA PICTURES, S.L.U. (02J1017)";"";"16/07/2025";"Cine - Ficción";"Ficción";"[""Comedia"", ""Romance"", ""LGTBIQ+""]";"Ficción";"ficha_genero";"España (60.0%); Argentina (20.0%); Uruguay (20.0%)";"[""David Matamoros Manteca""]";"[""David Matamoros"", ""Mónica Cambra Domínguez"", ""Ariadna Fortuny Cardona"", ""Claudia Garcia De Dios"", ""Clara Hernández Bosch"", ""Lucía Herrera Pérez"", ""Xènia Puiggrós Ferrer""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 796205.18}]";796205.18;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 60.0, ""empresa"": ""MR. MIYAGI FILMS, S.L. (01J4567)"", ""porcentaje_empresa"": 100.0}, {""pais"": ""ARGENTINA"", ""porcentaje_pais"": 20.0, ""empresa"": ""SOMBRACINE SRL"", ""porcentaje_empresa"": null}, {""pais"": ""URUGUAY"", ""porcentaje_pais"": 20.0, ""empresa"": ""MOTHER SUPERIOR"", ""porcentaje_empresa"": null}]";"22820"
"Codon es un maquina";"Independent";"09/12/2023";758.0;120;2024;"";"Codon es un maquina";"";223123.0;"CODÓN ES UN MÁQUINA";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"15/12/2023";"Cine - Ficción";"Comedia";"[""Comedia""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Norberto Ramos Del Val""]";"[""Norberto Ramos Del Val"", ""Ángel Codón"", ""Paco Fox""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""NORBERTO RAMOS DEL VAL (01F1202)"", ""porcentaje_empresa"": 100.0}]";"223123"
"Respira, mama";"Independent";"07/06/2024";751.0;152;2024;"";"Respira, mama";"";59021.0;"RESPIRA MAMA";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"20/11/2024";"Cine - Documental";"Documental";"";"Documental";"ficha_genero";"España (100.0%)";"[""Meri Collazos Solá""]";"[""Joan López Lloret"", ""Meri Collazos Solá""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""OCEANIKA ESTUDIOS DE CINE, S.L. (01J6230)"", ""porcentaje_empresa"": 82.57}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CORPORACIO CATALANA DE MITJANS AUDIOVISUALS, S.A. (01J11289)"", ""porcentaje_empresa"": 17.43}]";"59021"
"Al margen";"The Other Side Films";"20/11/2024";746.0;171;2024;"";"Al margen";"";189924.0;"AL MARGEN";"THE OTHER SIDE FILMS, S.L. (02J1046)";"";"19/11/2024";"Cine - Documental";"Documental";"[""Documental""]";"Documental";"ficha_genero";"España (100.0%)";"[""Eduardo Casanova""]";"[""Eduardo Casanova""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""THE OTHER SIDE FILMS, S.L. (01J5283)"", ""porcentaje_empresa"": 60.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CILANTRO FILMS, S.L. (01J7473)"", ""porcentaje_empresa"": 10.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""GAMERA STUDIOS, S.L.U. (01J9186)"", ""porcentaje_empresa"": 10.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EDUARDO REINA VALDEHITA (01F59675)"", ""porcentaje_empresa"": 10.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ANTONIO ABELEDO, S.L. (01J10665)"", ""porcentaje_empresa"": 10.0}]";"189924"
"Pecera, La";"Sideral";"26/05/2023";729.0;137;2024;"";"Pecera";"La";48419.0;"LA PECERA";"SIDERAL CINEMA, S.L. (02J1462)";"";"24/05/2023";"Cine - Ficción";"Drama";"[""Drama"", ""Ópera prima""]";"Drama";"ficha_genero";"España (20.0%); Puerto Rico (80.0%)";"[""Glorimar Marrero Sánchez""]";"[""Glorimar Marrero Sánchez""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 66842.0}]";66842.0;"[{""pais"": ""PUERTO RICO"", ""porcentaje_pais"": 80.0, ""empresa"": ""CANICA LLC"", ""porcentaje_empresa"": null}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 20.0, ""empresa"": ""SOLITA FILMS, S.L. (01J2916)"", ""porcentaje_empresa"": 85.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 20.0, ""empresa"": ""AUNA PRODUCCIONES, S.L.U. (01J8369)"", ""porcentaje_empresa"": 15.0}]";"48419"
"Cine, registro vivo de nuestra memoria";"Independent";"12/08/2022";720.0;235;2024;"";"Cine, registro vivo de nuestra memoria";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Cine, registro vivo de nuestra memoria||12/08/2022"
"A Esmorga";"Via Lactea";"21/11/2014";717.0;120;2024;"";"A Esmorga";"";71511.0;"A ESMORGA";"VIA LACTEA FILMES S.L. (01J1647)";"";"21/11/2014";"Cine - Ficción";"Drama";"";"Drama";"ficha_genero";"España (100.0%)";"[""Vilar, Ignacio""]";"[""Carlos Asorey"", ""Ignacio Vilar""]";"[{""concepto"": ""Ayudas a la Amortización de Largometrajes - General"", ""importe"": 43215.14}, {""concepto"": ""Ayudas sobre Proyecto de Largometrajes"", ""importe"": 209000.0}]";252215.14;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""VIA LACTEA FILMES S.L. (01J1647)"", ""porcentaje_empresa"": 100.0}]";"71511"
"Amigos hasta la muerte";"A Contracorriente";"22/09/2023";683.0;232;2024;"";"Amigos hasta la muerte";"";140922.0;"AMIGOS HASTA LA MUERTE";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"";"09/06/2023";"Cine - Ficción";"Comedia";"[""Comedia"", ""Drama"", ""Romance"", ""Basado en una obra de teatro""]";"Comedia";"ficha_genero";"España (70.0%); México (30.0%)";"[""Javier Veiga""]";"[""Javier Veiga""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""MEDIO LIMON PRODUCCIONES, S.L. (01J6626)"", ""porcentaje_empresa"": 71.42}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""UNDODEZ, S.L.U. (01J8954)"", ""porcentaje_empresa"": 28.58}, {""pais"": ""MÉXICO"", ""porcentaje_pais"": 30.0, ""empresa"": ""ONÍRICA PRODUCCIONES S.A. DE C.V. - FINANCIERA"", ""porcentaje_empresa"": null}]";"140922"
"Tiempo de silencio (1986) (re)";"Independent";"20/02/2024";674.0;197;2024;1986.0;"Tiempo de silencio";"";9285.0;"TIEMPO DE SILENCIO";"WARNER ESPAÑOLA, S.A. (02J27)";"";"10/05/1990";"Cine - Ficción";"Drama";"";"Drama";"ficha_genero";"España (100.0%)";"[""Aranda, Vicente""]";"[""Aranda, Vicente Rabinat, Antonio""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LOLA 2002,S.L. (01J516)"", ""porcentaje_empresa"": 90.0}]";"9285"
"Red Horn";"Independent";"26/04/2024";659.0;85;2024;"";"Red Horn";"";188523.0;"RED HORN";"MOON ENTERTAINMENT, S.L. (02J1531)";"";"26/04/2024";"Cine - Ficción";"Fantasía";"[""Fantasía"", ""Musical"", ""Thriller""]";"Fantasía";"ficha_genero";"España (100.0%)";"[""Alberto Adsuara""]";"[""Alberto Adsuara""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SAMUEL NAVARRO VOZMEDIANO (01F59707)"", ""porcentaje_empresa"": 100.0}]";"188523"
"Cancion perdida";"Independent";"06/05/2023";647.0;98;2024;"";"Cancion perdida";"";80907.0;"CANCIÓN PERDIDA";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"06/05/2023";"Cine - Documental";"Documental";"[""Memoria histórica"", ""Documental""]";"Documental";"ficha_genero";"España (100.0%)";"[""Nacho Sirera""]";"[""Nacho Sirera"", ""Manel Barriere Figueroa""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IGNACIO SIRERA SERRANO (01F2032)"", ""porcentaje_empresa"": 100.0}]";"80907"
"Literato";"Independent";"24/11/2023";645.0;140;2024;"";"Literato";"";51623.0;"LITERATO";"MEDULA PRODUCCIONES,S.L.N.E. (01J2877)";"";"23/11/2023";"Cine - Ficción";"Comedia";"[""Comedia""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Carlos Navarro""]";"[""Maxi Rodríguez""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MEDULA PRODUCCIONES,S.L.N.E. (01J2877)"", ""porcentaje_empresa"": 100.0}]";"51623"
"Carbon";"Bteam Pictures";"29/12/2023";644.0;134;2024;"";"Carbon";"";28823.0;"CARBÓN";"BTEAM PICTURES, S.L. (02J1137)";"";"29/12/2023";"Cine - Ficción";"Comedia - drama";"[""Comedia"", ""Drama""]";"Comedia - drama";"ficha_genero";"España (10.0%); Rumanía (20.0%); Moldavia (70.0%)";"[""Ion Bors""]";"[""Mariana Starciuc""]";"";0.0;"[{""pais"": ""MOLDAVIA"", ""porcentaje_pais"": 70.0, ""empresa"": ""SRL DAX TANDEM"", ""porcentaje_empresa"": null}, {""pais"": ""MOLDAVIA"", ""porcentaje_pais"": 70.0, ""empresa"": ""KANTORA FILM PRODUCTION S.R.L."", ""porcentaje_empresa"": null}, {""pais"": ""MOLDAVIA"", ""porcentaje_pais"": 70.0, ""empresa"": ""PASCARU PRODUCTION S.R.L."", ""porcentaje_empresa"": null}, {""pais"": ""MOLDAVIA"", ""porcentaje_pais"": 70.0, ""empresa"": ""BADEAMIC S.R.L."", ""porcentaje_empresa"": null}, {""pais"": ""RUMANÍA"", ""porcentaje_pais"": 20.0, ""empresa"": ""MAYA FILMS STUDIO S.R.L"", ""porcentaje_empresa"": null}, {""pais"": ""RUMANÍA"", ""porcentaje_pais"": 20.0, ""empresa"": ""YOUBESC AYA S.R.L."", ""porcentaje_empresa"": null}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 10.0, ""empresa"": ""NEPHILIM PRODUCCIONES, S.L. (01J2290)"", ""porcentaje_empresa"": 100.0}]";"28823"
"Fugida, La";"Independent";"15/05/2024";633.0;119;2024;"";"Fugida";"La";61324.0;"LA FUGIDA";"CORPORACIÓ CATALANA DE MITJANS AUDIOVISUALS, S.A. (98J4957)";"";"15/05/2024";"Cine - Documental";"Drama";"[""Documental"", ""Drama"", ""Abusos a menores"", ""Abusos sexuales""]";"Drama";"ficha_genero";"España (100.0%)";"[""Josep Morell Feixa"", ""Marc Martínez Serrado"", ""Guillem Sánchez Marín""]";"[""Josep Morell Feixa"", ""Guillem Sánchez Marín""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CORPORACIÓ CATALANA DE MITJANS AUDIOVISUALS, S.A. (98J4957)"", ""porcentaje_empresa"": 86.01}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""PRENSA IBÉRICA STUDIO, S.A.U. (01J10297)"", ""porcentaje_empresa"": 8.23}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""OTTOKAR EDITORA AUDIOVISUAL, S.L. (01J6211)"", ""porcentaje_empresa"": 5.76}]";"61324"
"Equipo Cronica. Arte de trinchera";"Independent";"04/05/2024";630.0;459;2024;"";"Equipo Cronica. Arte de trinchera";"";140423.0;"EQUIPO CRÓNICA. ARTE DE TRINCHERA";"VERSION DIGITAL, S.L. (02J1240)";"";"28/02/2025";"Cine - Documental";"Documental biográfico";"[""Documental"", ""Arte"", ""Biografía""]";"Documental biográfico";"ficha_genero";"España (100.0%)";"[""Rafa Sesa"", ""Felipe Villaplana""]";"[""Carlos López Olano""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 81636.16}]";81636.16;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ESTRELA AUDIOVISUAL, S.L.U. (01J3580)"", ""porcentaje_empresa"": 36.66}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ZOOTROPO STUDIO S.L. (01J8783)"", ""porcentaje_empresa"": 36.66}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DACSA PRODUCCIONS, S.L. (01J2392)"", ""porcentaje_empresa"": 16.68}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CORPORACIÓN RADIO TELEVISIÓN ESPAÑOLA, S.M.E. (01J9756)"", ""porcentaje_empresa"": 10.0}]";"140423"
"Orrit, Los";"Independent";"25/05/2023";630.0;90;2024;"";"Orrit";"Los";63523.0;"ELS ORRIT";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"20/10/2023";"Cine - Documental";"Documental social";"[""Documental"", ""Social""]";"Documental social";"ficha_genero";"España (100.0%)";"[""Ferran Ureña""]";"[""Ferran Ureña""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""RUMBO MEDIA, S.L. (01J7438)"", ""porcentaje_empresa"": 100.0}]";"63523"
"Quien puede matar a un niño (1976) (re)";"Independent";"13/06/2022";628.0;112;2024;1976.0;"Quien puede matar a un niño";"";17375.0;"QUIEN PUEDE MATAR A UN NIÑO?";"SONY PICTURES RELEASING DE ESPAÑA, S.A. (02J471)";"";"10/10/1997";"Cine - Ficción";"";"";"Cine - Ficción";"ficha_tipo";"España (100.0%)";"[""Ibáñez Serrador, Narciso.""]";"[""Ibañez Serrador, Narciso Peñafiel, Luis""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""PENTA FILMS, SL (01J354)"", ""porcentaje_empresa"": 100.0}]";"17375"
"Revolucion Bitcoin";"New Frecuency";"22/07/2024";622.0;94;2024;"";"Revolucion Bitcoin";"";123624.0;"REVOLUCIÓN BITCOIN";"NEW FREQUENCY, S.L. (02J1097)";"";"";"Cine - Documental";"Documental";"";"Documental";"ficha_genero";"Sin determinar (100.0%)";"[""Juan Pablo Mejía Caicedo""]";"[""Jorge Bartolomé""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""PRODUCCIONES ROMARME, S.L. (01J10462)"", ""porcentaje_empresa"": 100.0}]";"123624"
