"pelicula_id_temp";"distribuidora_id";"fuente"
959;4;"ficha_icaa"
960;261;"ficha_icaa"
961;6;"ficha_icaa"
962;60;"ficha_icaa"
963;369;"ficha_icaa"
964;370;"ficha_icaa"
965;370;"ficha_icaa"
966;401;"ficha_icaa"
967;4;"ficha_icaa"
968;372;"ficha_icaa"
969;429;"ficha_icaa"
970;83;"ficha_icaa"
971;373;"sin_dato"
972;373;"sin_dato"
973;261;"ficha_icaa"
974;17;"ficha_icaa"
975;121;"ficha_icaa"
976;238;"ficha_icaa"
977;403;"ficha_icaa"
978;368;"pdf_heuristica"
979;277;"ficha_icaa"
980;261;"ficha_icaa"
981;64;"ficha_icaa"
982;327;"ficha_icaa"
982;282;"ficha_icaa"
983;224;"ficha_icaa"
984;424;"ficha_icaa"
985;373;"sin_dato"
986;373;"sin_dato"
987;135;"ficha_icaa"
988;373;"sin_dato"
989;320;"ficha_icaa"
990;4;"ficha_icaa"
991;288;"ficha_icaa"
992;369;"ficha_icaa"
993;60;"ficha_icaa"
994;315;"ficha_icaa"
995;373;"sin_dato"
996;287;"ficha_icaa"
997;373;"sin_dato"
998;62;"ficha_icaa"
999;75;"ficha_icaa"
1000;169;"ficha_icaa"
1000;387;"ficha_icaa"
1001;453;"ficha_icaa"
1002;427;"ficha_icaa"
1003;72;"ficha_icaa"
1004;373;"sin_dato"
1005;388;"ficha_icaa"
1005;434;"ficha_icaa"
1006;402;"ficha_icaa"
1007;388;"ficha_icaa"
1008;410;"ficha_icaa"
1009;373;"sin_dato"
1010;450;"ficha_icaa"
1011;373;"sin_dato"
1012;69;"ficha_icaa"
1013;64;"ficha_icaa"
1014;410;"ficha_icaa"
1015;373;"sin_dato"
1016;370;"ficha_icaa"
1017;261;"ficha_icaa"
1018;373;"sin_dato"
1019;369;"ficha_icaa"
1020;104;"ficha_icaa"
1021;373;"sin_dato"
1022;426;"ficha_icaa"
1023;104;"ficha_icaa"
1024;69;"ficha_icaa"
1025;374;"pdf_heuristica"
1026;4;"ficha_icaa"
1027;181;"ficha_icaa"
1028;4;"ficha_icaa"
1029;188;"ficha_icaa"
1030;26;"ficha_icaa"
1031;208;"ficha_icaa"
1032;373;"sin_dato"
1033;83;"ficha_icaa"
1034;328;"pdf_heuristica"
1035;373;"sin_dato"
1036;417;"ficha_icaa"
1037;246;"ficha_icaa"
1038;161;"ficha_icaa"
1039;388;"ficha_icaa"
1039;434;"ficha_icaa"
1040;373;"sin_dato"
1041;238;"ficha_icaa"
1042;380;"ficha_icaa"
1042;210;"ficha_icaa"
1043;106;"ficha_icaa"
1044;345;"ficha_icaa"
1045;373;"sin_dato"
1046;434;"ficha_icaa"
1047;373;"sin_dato"
1048;11;"ficha_icaa"
1049;216;"ficha_icaa"
1050;373;"sin_dato"
1051;377;"ficha_icaa"
1051;106;"ficha_icaa"
1052;441;"ficha_icaa"
1053;143;"ficha_icaa"
1054;369;"ficha_icaa"
1055;219;"ficha_icaa"
1056;309;"ficha_icaa"
1057;83;"ficha_icaa"
1058;369;"ficha_icaa"
1059;298;"ficha_icaa"
1059;8;"ficha_icaa"
1060;73;"ficha_icaa"
1061;232;"ficha_icaa"
1061;144;"ficha_icaa"
1062;373;"sin_dato"
1063;373;"sin_dato"
1064;279;"ficha_icaa"
1065;336;"pdf_heuristica"
1066;8;"ficha_icaa"
1067;72;"ficha_icaa"
1068;348;"ficha_icaa"
1069;103;"ficha_icaa"
1070;393;"pdf_heuristica"
1071;370;"ficha_icaa"
1072;103;"ficha_icaa"
1073;422;"ficha_icaa"
1074;373;"sin_dato"
1075;8;"ficha_icaa"
1076;135;"ficha_icaa"
1077;106;"ficha_icaa"
1078;62;"ficha_icaa"
1079;373;"sin_dato"
1080;83;"ficha_icaa"
1081;106;"ficha_icaa"
1082;218;"ficha_icaa"
1082;438;"ficha_icaa"
1083;287;"ficha_icaa"
1084;373;"sin_dato"
1085;8;"ficha_icaa"
1086;4;"ficha_icaa"
1087;72;"ficha_icaa"
1088;167;"ficha_icaa"
1089;300;"ficha_icaa"
1090;51;"ficha_icaa"
1091;67;"ficha_icaa"
1092;373;"sin_dato"
1093;268;"ficha_icaa"
1094;422;"ficha_icaa"
1095;208;"ficha_icaa"
1095;8;"ficha_icaa"
1096;373;"sin_dato"
1097;373;"sin_dato"
1098;282;"ficha_icaa"
1099;103;"ficha_icaa"
1100;441;"ficha_icaa"
1101;370;"ficha_icaa"
1102;4;"ficha_icaa"
1103;59;"ficha_icaa"
1104;32;"ficha_icaa"
1104;338;"ficha_icaa"
1104;146;"ficha_icaa"
1105;26;"ficha_icaa"
1106;83;"ficha_icaa"
1107;62;"ficha_icaa"
1108;32;"ficha_icaa"
1108;434;"ficha_icaa"
1109;113;"ficha_icaa"
1110;373;"sin_dato"
1111;373;"sin_dato"
1112;373;"sin_dato"
1113;8;"ficha_icaa"
1114;370;"ficha_icaa"
1114;4;"ficha_icaa"
1115;65;"ficha_icaa"
1116;261;"ficha_icaa"
1117;217;"ficha_icaa"
1118;373;"sin_dato"
1119;410;"ficha_icaa"
1120;355;"ficha_icaa"
1121;62;"ficha_icaa"
1122;370;"ficha_icaa"
1123;369;"ficha_icaa"
1124;4;"ficha_icaa"
1125;143;"ficha_icaa"
1126;163;"ficha_icaa"
1127;155;"ficha_icaa"
1128;84;"ficha_icaa"
1129;373;"sin_dato"
1130;373;"sin_dato"
1131;37;"ficha_icaa"
1132;104;"ficha_icaa"
1132;245;"ficha_icaa"
1133;66;"ficha_icaa"
1134;62;"ficha_icaa"
1135;83;"ficha_icaa"
1136;373;"sin_dato"
1137;216;"ficha_icaa"
1138;56;"ficha_icaa"
1139;83;"ficha_icaa"
1140;370;"ficha_icaa"
1141;163;"ficha_icaa"
1142;429;"ficha_icaa"
1143;283;"ficha_icaa"
1144;83;"ficha_icaa"
1145;320;"ficha_icaa"
1146;69;"ficha_icaa"
1147;422;"ficha_icaa"
1148;209;"ficha_icaa"
1149;251;"ficha_icaa"
1150;373;"sin_dato"
1151;311;"ficha_icaa"
1152;267;"ficha_icaa"
1153;373;"sin_dato"
1154;370;"ficha_icaa"
1155;146;"ficha_icaa"
1156;83;"ficha_icaa"
1157;373;"sin_dato"
1158;228;"ficha_icaa"
1159;359;"ficha_icaa"
1159;287;"ficha_icaa"
1160;373;"sin_dato"
1161;429;"ficha_icaa"
1162;82;"ficha_icaa"
1163;429;"ficha_icaa"
1163;304;"ficha_icaa"
1164;72;"ficha_icaa"
1165;153;"ficha_icaa"
1166;202;"ficha_icaa"
1167;8;"ficha_icaa"
1168;62;"ficha_icaa"
1169;373;"sin_dato"
1170;83;"ficha_icaa"
1171;8;"ficha_icaa"
1172;8;"ficha_icaa"
1173;420;"ficha_icaa"
1174;373;"sin_dato"
1175;373;"sin_dato"
1176;419;"ficha_icaa"
1177;8;"ficha_icaa"
1178;56;"ficha_icaa"
1179;199;"ficha_icaa"
1179;8;"ficha_icaa"
1180;280;"ficha_icaa"
1181;8;"ficha_icaa"
1182;122;"ficha_icaa"
1183;386;"ficha_icaa"
1184;444;"ficha_icaa"
1184;56;"ficha_icaa"
1185;8;"ficha_icaa"
1186;381;"ficha_icaa"
1187;373;"sin_dato"
1188;284;"ficha_icaa"
1189;198;"ficha_icaa"
1189;222;"ficha_icaa"
1190;56;"ficha_icaa"
1191;373;"sin_dato"
1192;26;"ficha_icaa"
1193;313;"ficha_icaa"
1194;349;"ficha_icaa"
1195;32;"ficha_icaa"
1196;83;"ficha_icaa"
1197;60;"ficha_icaa"
1198;26;"ficha_icaa"
1199;442;"ficha_icaa"
1200;225;"ficha_icaa"
1201;446;"ficha_icaa"
1202;335;"ficha_icaa"
1203;83;"ficha_icaa"
1204;62;"ficha_icaa"
1205;26;"ficha_icaa"
1206;8;"ficha_icaa"
1207;422;"ficha_icaa"
1208;59;"ficha_icaa"
1209;62;"ficha_icaa"
1210;83;"ficha_icaa"
1211;415;"ficha_icaa"
1212;427;"ficha_icaa"
1213;209;"ficha_icaa"
1214;90;"ficha_icaa"
1215;240;"ficha_icaa"
1215;56;"ficha_icaa"
1216;377;"ficha_icaa"
1217;422;"ficha_icaa"
1218;255;"ficha_icaa"
1219;83;"ficha_icaa"
1220;26;"ficha_icaa"
1221;28;"ficha_icaa"
1222;370;"ficha_icaa"
1223;4;"ficha_icaa"
1224;59;"ficha_icaa"
1225;32;"ficha_icaa"
1226;8;"ficha_icaa"
1227;104;"ficha_icaa"
1227;144;"ficha_icaa"
1228;59;"ficha_icaa"
1229;8;"ficha_icaa"
1230;370;"ficha_icaa"
1231;59;"ficha_icaa"
1232;26;"ficha_icaa"
1233;62;"ficha_icaa"
1234;373;"sin_dato"
1235;8;"ficha_icaa"
1236;422;"ficha_icaa"
1237;104;"ficha_icaa"
1238;50;"ficha_icaa"
1238;331;"ficha_icaa"
1239;32;"ficha_icaa"
1240;83;"ficha_icaa"
1241;334;"ficha_icaa"
1242;62;"ficha_icaa"
1243;373;"sin_dato"
1244;383;"ficha_icaa"
1245;56;"ficha_icaa"
1246;8;"ficha_icaa"
1247;97;"ficha_icaa"
1248;56;"ficha_icaa"
1249;78;"ficha_icaa"
1250;369;"ficha_icaa"
1251;161;"ficha_icaa"
1252;4;"ficha_icaa"
1253;261;"ficha_icaa"
1254;433;"ficha_icaa"
1255;381;"ficha_icaa"
1256;164;"ficha_icaa"
1257;143;"ficha_icaa"
1258;381;"ficha_icaa"
1259;122;"ficha_icaa"
1260;63;"ficha_icaa"
1261;78;"ficha_icaa"
1262;245;"ficha_icaa"
1263;83;"ficha_icaa"
1264;422;"ficha_icaa"
1265;140;"pdf_heuristica"
1266;370;"ficha_icaa"
1267;373;"sin_dato"
1268;442;"ficha_icaa"
1269;391;"pdf_heuristica"
1270;405;"ficha_icaa"
1271;442;"ficha_icaa"
1272;381;"ficha_icaa"
1273;369;"ficha_icaa"
1274;60;"ficha_icaa"
1275;83;"ficha_icaa"
1276;373;"sin_dato"
1277;441;"ficha_icaa"
1278;80;"ficha_icaa"
1279;106;"ficha_icaa"
1280;62;"ficha_icaa"
1281;261;"ficha_icaa"
1282;104;"ficha_icaa"
1283;361;"ficha_icaa"
1284;256;"ficha_icaa"
1285;273;"ficha_icaa"
1286;373;"sin_dato"
1287;83;"ficha_icaa"
1288;62;"ficha_icaa"
1289;72;"ficha_icaa"
1290;144;"ficha_icaa"
1291;83;"ficha_icaa"
1292;373;"sin_dato"
1293;184;"ficha_icaa"
1294;263;"ficha_icaa"
1295;62;"ficha_icaa"
1296;287;"ficha_icaa"
1297;353;"ficha_icaa"
1298;56;"ficha_icaa"
1299;62;"ficha_icaa"
1300;93;"ficha_icaa"
1301;197;"ficha_icaa"
1302;83;"ficha_icaa"
1303;143;"ficha_icaa"
1304;228;"ficha_icaa"
1305;442;"ficha_icaa"
1306;350;"ficha_icaa"
1307;370;"ficha_icaa"
1308;334;"ficha_icaa"
1309;104;"ficha_icaa"
1310;373;"sin_dato"
1311;72;"ficha_icaa"
1312;72;"ficha_icaa"
1313;412;"ficha_icaa"
1314;62;"ficha_icaa"
1315;409;"ficha_icaa"
1316;329;"ficha_icaa"
1317;205;"ficha_icaa"
1318;329;"ficha_icaa"
1319;56;"ficha_icaa"
1320;252;"ficha_icaa"
1321;68;"pdf_heuristica"
1322;369;"ficha_icaa"
1323;72;"ficha_icaa"
1324;83;"ficha_icaa"
1325;373;"sin_dato"
1326;373;"sin_dato"
1327;282;"ficha_icaa"
1328;59;"ficha_icaa"
1329;4;"ficha_icaa"
1330;445;"ficha_icaa"
1331;144;"ficha_icaa"
1332;370;"ficha_icaa"
1333;370;"ficha_icaa"
1334;434;"ficha_icaa"
1335;370;"ficha_icaa"
1336;10;"ficha_icaa"
1337;284;"ficha_icaa"
1338;228;"ficha_icaa"
1339;106;"ficha_icaa"
1340;403;"ficha_icaa"
1341;373;"sin_dato"
1342;8;"ficha_icaa"
1343;56;"ficha_icaa"
1344;405;"ficha_icaa"
1345;436;"ficha_icaa"
1346;32;"ficha_icaa"
1347;39;"ficha_icaa"
1348;228;"ficha_icaa"
1349;373;"sin_dato"
1350;56;"ficha_icaa"
1351;444;"ficha_icaa"
1351;146;"ficha_icaa"
1352;177;"ficha_icaa"
1353;95;"ficha_icaa"
1354;8;"ficha_icaa"
1355;62;"ficha_icaa"
1356;370;"ficha_icaa"
1357;373;"sin_dato"
1358;216;"ficha_icaa"
1359;83;"ficha_icaa"
1360;83;"ficha_icaa"
1361;8;"ficha_icaa"
1362;373;"sin_dato"
1363;177;"ficha_icaa"
1364;373;"sin_dato"
1365;62;"ficha_icaa"
1366;8;"ficha_icaa"
1367;83;"ficha_icaa"
1367;104;"ficha_icaa"
1368;228;"ficha_icaa"
1369;423;"ficha_icaa"
1370;72;"ficha_icaa"
1371;441;"ficha_icaa"
1372;412;"ficha_icaa"
1373;373;"sin_dato"
1374;350;"ficha_icaa"
1375;59;"ficha_icaa"
1376;199;"ficha_icaa"
1376;434;"ficha_icaa"
1376;56;"ficha_icaa"
1377;4;"ficha_icaa"
1378;444;"ficha_icaa"
1379;144;"ficha_icaa"
1380;338;"ficha_icaa"
1381;411;"ficha_icaa"
1382;261;"ficha_icaa"
1383;239;"ficha_icaa"
1384;441;"ficha_icaa"
1385;427;"ficha_icaa"
1386;309;"ficha_icaa"
1387;177;"ficha_icaa"
1388;373;"sin_dato"
1389;373;"sin_dato"
1390;122;"ficha_icaa"
1391;83;"ficha_icaa"
1392;413;"ficha_icaa"
1393;199;"ficha_icaa"
1394;62;"ficha_icaa"
1395;78;"ficha_icaa"
1396;32;"ficha_icaa"
1397;62;"ficha_icaa"
1398;390;"ficha_icaa"
1399;280;"ficha_icaa"
1400;8;"ficha_icaa"
1401;83;"ficha_icaa"
1402;168;"ficha_icaa"
1403;353;"ficha_icaa"
1404;83;"ficha_icaa"
1405;114;"ficha_icaa"
1406;369;"ficha_icaa"
1407;83;"ficha_icaa"
1408;261;"ficha_icaa"
1409;4;"ficha_icaa"
1410;72;"ficha_icaa"
1411;410;"ficha_icaa"
1412;441;"ficha_icaa"
1413;373;"sin_dato"
1414;62;"ficha_icaa"
1415;34;"ficha_icaa"
1416;373;"sin_dato"
1417;177;"ficha_icaa"
1418;373;"sin_dato"
1419;156;"pdf_heuristica"
1420;373;"sin_dato"
1421;59;"ficha_icaa"
1422;82;"ficha_icaa"
1423;422;"ficha_icaa"
1424;8;"ficha_icaa"
1425;373;"sin_dato"
1426;72;"ficha_icaa"
1427;59;"ficha_icaa"
1428;370;"ficha_icaa"
1429;373;"sin_dato"
1430;445;"ficha_icaa"
1431;339;"ficha_icaa"
1432;373;"sin_dato"
1433;373;"sin_dato"
1434;387;"ficha_icaa"
1435;62;"ficha_icaa"
1436;429;"ficha_icaa"
1437;180;"ficha_icaa"
1438;104;"ficha_icaa"
1439;72;"ficha_icaa"
1440;83;"ficha_icaa"
1441;26;"ficha_icaa"
1442;373;"sin_dato"
1443;72;"ficha_icaa"
1444;408;"ficha_icaa"
1445;161;"ficha_icaa"
1446;373;"sin_dato"
1447;261;"ficha_icaa"
1448;59;"ficha_icaa"
1449;373;"sin_dato"
1450;441;"ficha_icaa"
1451;64;"ficha_icaa"
1452;72;"ficha_icaa"
1453;373;"sin_dato"
1454;373;"sin_dato"
1455;83;"ficha_icaa"
1456;444;"ficha_icaa"
1456;146;"ficha_icaa"
1456;142;"ficha_icaa"
1457;441;"ficha_icaa"
1458;444;"ficha_icaa"
1459;370;"ficha_icaa"
1460;344;"ficha_icaa"
1461;376;"ficha_icaa"
1462;232;"ficha_icaa"
1463;395;"ficha_icaa"
1464;138;"ficha_icaa"
1465;266;"ficha_icaa"
1466;232;"ficha_icaa"
1466;144;"ficha_icaa"
1467;296;"pdf_heuristica"
1468;339;"ficha_icaa"
1469;404;"ficha_icaa"
1470;436;"ficha_icaa"
1471;135;"ficha_icaa"
1472;370;"ficha_icaa"
1473;423;"ficha_icaa"
1474;429;"ficha_icaa"
1475;26;"ficha_icaa"
1476;50;"ficha_icaa"
1477;8;"ficha_icaa"
1478;62;"ficha_icaa"
1479;316;"ficha_icaa"
1480;143;"ficha_icaa"
1481;136;"ficha_icaa"
1481;383;"ficha_icaa"
1481;434;"ficha_icaa"
1482;264;"ficha_icaa"
1483;383;"ficha_icaa"
1484;26;"ficha_icaa"
1485;370;"ficha_icaa"
1486;381;"ficha_icaa"
1487;207;"ficha_icaa"
1488;290;"ficha_icaa"
1489;362;"ficha_icaa"
1490;257;"ficha_icaa"
1491;40;"ficha_icaa"
1492;431;"ficha_icaa"
1493;241;"ficha_icaa"
1493;146;"ficha_icaa"
1494;180;"ficha_icaa"
1495;373;"sin_dato"
1496;303;"ficha_icaa"
1497;422;"ficha_icaa"
1498;373;"sin_dato"
1499;370;"ficha_icaa"
1500;8;"ficha_icaa"
1501;72;"ficha_icaa"
1502;59;"ficha_icaa"
1503;8;"ficha_icaa"
1504;13;"ficha_icaa"
1505;31;"ficha_icaa"
1506;373;"sin_dato"
1507;52;"ficha_icaa"
1508;373;"sin_dato"
1509;373;"sin_dato"
1510;373;"sin_dato"
1511;106;"ficha_icaa"
1512;435;"ficha_icaa"
1512;327;"ficha_icaa"
1513;83;"ficha_icaa"
1514;62;"ficha_icaa"
1515;147;"ficha_icaa"
1515;33;"ficha_icaa"
1516;32;"ficha_icaa"
1517;154;"ficha_icaa"
1518;102;"ficha_icaa"
1519;91;"ficha_icaa"
1520;373;"sin_dato"
1521;32;"ficha_icaa"
1522;59;"ficha_icaa"
1522;31;"ficha_icaa"
1523;48;"ficha_icaa"
1524;373;"sin_dato"
1525;25;"ficha_icaa"
1526;390;"ficha_icaa"
1527;185;"ficha_icaa"
1528;56;"ficha_icaa"
1528;144;"ficha_icaa"
1529;379;"ficha_icaa"
1530;242;"ficha_icaa"
1531;59;"ficha_icaa"
1532;62;"ficha_icaa"
1533;84;"ficha_icaa"
1534;268;"ficha_icaa"
1535;56;"ficha_icaa"
1536;269;"ficha_icaa"
1537;129;"ficha_icaa"
1538;177;"ficha_icaa"
1539;351;"ficha_icaa"
1540;143;"ficha_icaa"
1541;62;"ficha_icaa"
1542;370;"ficha_icaa"
1543;387;"ficha_icaa"
1544;370;"ficha_icaa"
1545;125;"ficha_icaa"
1546;383;"ficha_icaa"
1547;167;"ficha_icaa"
1548;369;"ficha_icaa"
1549;360;"ficha_icaa"
1550;65;"ficha_icaa"
1551;83;"ficha_icaa"
1552;166;"ficha_icaa"
1553;373;"sin_dato"
1554;62;"ficha_icaa"
1555;83;"ficha_icaa"
1556;444;"ficha_icaa"
1556;106;"ficha_icaa"
1557;232;"ficha_icaa"
1558;182;"ficha_icaa"
1559;309;"ficha_icaa"
1560;26;"ficha_icaa"
1561;57;"pdf_heuristica"
1562;31;"ficha_icaa"
1563;231;"ficha_icaa"
1564;62;"ficha_icaa"
1565;358;"ficha_icaa"
1566;60;"ficha_icaa"
1566;340;"ficha_icaa"
1567;72;"ficha_icaa"
1568;373;"sin_dato"
1569;441;"ficha_icaa"
1570;78;"ficha_icaa"
1571;283;"pdf_heuristica"
1572;159;"ficha_icaa"
1573;369;"ficha_icaa"
1574;83;"ficha_icaa"
1575;333;"ficha_icaa"
1576;83;"ficha_icaa"
1577;8;"ficha_icaa"
1578;72;"ficha_icaa"
1579;76;"ficha_icaa"
1580;72;"ficha_icaa"
1581;444;"ficha_icaa"
1581;146;"ficha_icaa"
1582;177;"ficha_icaa"
1582;268;"ficha_icaa"
1583;199;"ficha_icaa"
1583;434;"ficha_icaa"
1583;56;"ficha_icaa"
1584;108;"ficha_icaa"
1585;185;"ficha_icaa"
1585;83;"ficha_icaa"
1586;373;"sin_dato"
1587;442;"ficha_icaa"
1588;230;"ficha_icaa"
1589;351;"ficha_icaa"
1589;70;"ficha_icaa"
1590;8;"ficha_icaa"
1591;141;"ficha_icaa"
1592;232;"ficha_icaa"
1593;165;"ficha_icaa"
1594;26;"ficha_icaa"
1595;35;"ficha_icaa"
1596;400;"ficha_icaa"
1597;72;"ficha_icaa"
1598;442;"ficha_icaa"
1599;109;"ficha_icaa"
1600;83;"ficha_icaa"
1601;442;"ficha_icaa"
1602;98;"ficha_icaa"
1603;353;"ficha_icaa"
1604;268;"ficha_icaa"
1605;42;"ficha_icaa"
1606;83;"ficha_icaa"
1607;144;"ficha_icaa"
1608;373;"sin_dato"
1609;30;"ficha_icaa"
1610;8;"ficha_icaa"
1611;8;"ficha_icaa"
1612;373;"sin_dato"
1613;18;"ficha_icaa"
1614;59;"ficha_icaa"
1615;383;"ficha_icaa"
1616;431;"ficha_icaa"
1617;59;"ficha_icaa"
1618;452;"ficha_icaa"
1619;247;"ficha_icaa"
1620;353;"ficha_icaa"
1621;168;"ficha_icaa"
1621;83;"ficha_icaa"
1622;4;"ficha_icaa"
1623;381;"ficha_icaa"
1624;62;"ficha_icaa"
1625;422;"ficha_icaa"
1626;59;"ficha_icaa"
1627;137;"ficha_icaa"
1628;385;"ficha_icaa"
1629;334;"ficha_icaa"
1630;62;"ficha_icaa"
1631;83;"ficha_icaa"
1632;85;"ficha_icaa"
1632;112;"ficha_icaa"
1633;45;"ficha_icaa"
1634;392;"ficha_icaa"
1635;59;"ficha_icaa"
1636;429;"ficha_icaa"
1637;72;"ficha_icaa"
1638;59;"ficha_icaa"
1639;26;"ficha_icaa"
1640;84;"ficha_icaa"
1640;441;"ficha_icaa"
1640;434;"ficha_icaa"
1640;56;"ficha_icaa"
1641;182;"ficha_icaa"
1642;370;"ficha_icaa"
1643;353;"ficha_icaa"
1644;104;"ficha_icaa"
1645;55;"ficha_icaa"
1646;62;"ficha_icaa"
1647;236;"ficha_icaa"
1647;371;"ficha_icaa"
1648;56;"ficha_icaa"
1649;4;"ficha_icaa"
1650;143;"ficha_icaa"
1651;145;"ficha_icaa"
1652;62;"ficha_icaa"
1653;59;"ficha_icaa"
1654;59;"ficha_icaa"
1655;196;"ficha_icaa"
1656;83;"ficha_icaa"
1657;143;"ficha_icaa"
1658;382;"ficha_icaa"
1659;83;"ficha_icaa"
1660;373;"sin_dato"
1661;163;"ficha_icaa"
1662;233;"pdf_heuristica"
1663;83;"ficha_icaa"
1664;83;"ficha_icaa"
1665;422;"ficha_icaa"
1666;370;"ficha_icaa"
1667;8;"ficha_icaa"
1668;62;"ficha_icaa"
1669;26;"ficha_icaa"
1670;199;"ficha_icaa"
1671;52;"ficha_icaa"
1672;373;"sin_dato"
1673;8;"ficha_icaa"
1674;373;"sin_dato"
1675;430;"ficha_icaa"
1676;72;"ficha_icaa"
1677;31;"ficha_icaa"
1677;131;"ficha_icaa"
1678;16;"ficha_icaa"
1679;26;"ficha_icaa"
1680;441;"ficha_icaa"
1681;373;"sin_dato"
1682;62;"ficha_icaa"
1683;340;"ficha_icaa"
1684;8;"ficha_icaa"
1685;442;"ficha_icaa"
1686;373;"sin_dato"
1687;55;"ficha_icaa"
1688;83;"ficha_icaa"
1689;373;"sin_dato"
1690;176;"ficha_icaa"
1690;334;"ficha_icaa"
1691;184;"ficha_icaa"
1691;178;"ficha_icaa"
1692;82;"ficha_icaa"
1693;106;"ficha_icaa"
1694;293;"ficha_icaa"
1695;212;"ficha_icaa"
1696;353;"ficha_icaa"
1696;255;"ficha_icaa"
1697;455;"ficha_icaa"
1698;16;"ficha_icaa"
1699;72;"ficha_icaa"
1700;283;"ficha_icaa"
1701;104;"ficha_icaa"
1702;373;"sin_dato"
1703;443;"ficha_icaa"
1704;49;"ficha_icaa"
1705;72;"pdf_heuristica"
1706;72;"ficha_icaa"
1707;370;"ficha_icaa"
1708;373;"sin_dato"
1709;104;"ficha_icaa"
1710;26;"ficha_icaa"
1711;200;"ficha_icaa"
1712;255;"ficha_icaa"
1713;422;"ficha_icaa"
1714;441;"ficha_icaa"
1715;255;"ficha_icaa"
1716;56;"ficha_icaa"
1717;444;"ficha_icaa"
1718;8;"ficha_icaa"
1719;260;"ficha_icaa"
1720;102;"ficha_icaa"
1720;62;"ficha_icaa"
1721;214;"ficha_icaa"
1722;56;"ficha_icaa"
1723;83;"ficha_icaa"
1724;59;"ficha_icaa"
1725;104;"ficha_icaa"
1726;2;"ficha_icaa"
1727;102;"ficha_icaa"
1728;373;"sin_dato"
1729;143;"ficha_icaa"
1730;62;"ficha_icaa"
1731;83;"ficha_icaa"
1732;254;"ficha_icaa"
1733;158;"ficha_icaa"
1733;76;"ficha_icaa"
1734;282;"ficha_icaa"
1735;261;"ficha_icaa"
1736;436;"pdf_heuristica"
1737;26;"ficha_icaa"
1738;430;"ficha_icaa"
1739;442;"ficha_icaa"
1740;444;"ficha_icaa"
1741;305;"ficha_icaa"
1742;122;"ficha_icaa"
1743;428;"ficha_icaa"
1744;373;"sin_dato"
1745;26;"ficha_icaa"
1746;373;"sin_dato"
1747;237;"ficha_icaa"
1748;188;"ficha_icaa"
1749;72;"ficha_icaa"
1750;81;"ficha_icaa"
1751;241;"ficha_icaa"
1752;26;"ficha_icaa"
1753;392;"ficha_icaa"
1754;8;"ficha_icaa"
1755;18;"ficha_icaa"
1756;21;"ficha_icaa"
1757;335;"pdf_heuristica"
1758;106;"ficha_icaa"
1759;283;"ficha_icaa"
1760;373;"sin_dato"
1761;370;"ficha_icaa"
1762;373;"sin_dato"
1763;62;"ficha_icaa"
1764;104;"ficha_icaa"
1765;373;"sin_dato"
1766;268;"ficha_icaa"
1767;83;"ficha_icaa"
1768;429;"ficha_icaa"
1769;342;"ficha_icaa"
1770;412;"ficha_icaa"
1771;232;"ficha_icaa"
1772;41;"ficha_icaa"
1773;370;"ficha_icaa"
1774;4;"ficha_icaa"
1775;390;"ficha_icaa"
1775;261;"ficha_icaa"
1776;106;"ficha_icaa"
1776;107;"ficha_icaa"
1777;171;"pdf_heuristica"
1778;353;"ficha_icaa"
1778;62;"ficha_icaa"
1779;373;"sin_dato"
1780;373;"sin_dato"
1781;77;"pdf_heuristica"
1782;288;"pdf_heuristica"
1783;373;"sin_dato"
1784;373;"sin_dato"
1785;373;"sin_dato"
1786;373;"sin_dato"
1787;373;"sin_dato"
1788;373;"sin_dato"
1789;373;"sin_dato"
1790;373;"sin_dato"
1791;373;"sin_dato"
1792;373;"sin_dato"
1793;373;"sin_dato"
1794;373;"sin_dato"
1795;373;"sin_dato"
1796;373;"sin_dato"
1797;373;"sin_dato"
1798;373;"sin_dato"
1799;373;"sin_dato"
1800;373;"sin_dato"
1801;373;"sin_dato"
1802;373;"sin_dato"
1803;373;"sin_dato"
1804;373;"sin_dato"
1805;118;"pdf_heuristica"
1806;373;"sin_dato"
1807;373;"sin_dato"
1808;373;"sin_dato"
1809;373;"sin_dato"
1810;373;"sin_dato"
1811;373;"sin_dato"
1812;373;"sin_dato"
1813;373;"sin_dato"
1815;373;"sin_dato"
1816;373;"sin_dato"
1817;373;"sin_dato"
1818;373;"sin_dato"
1819;373;"sin_dato"
1820;111;"pdf_heuristica"
1821;364;"pdf_heuristica"
1822;427;"pdf_heuristica"
1823;373;"sin_dato"
1824;373;"sin_dato"
1825;373;"sin_dato"
1826;373;"sin_dato"
1827;373;"sin_dato"
1828;373;"sin_dato"
1829;373;"sin_dato"
1830;373;"sin_dato"
1831;373;"sin_dato"
1832;373;"sin_dato"
1833;373;"sin_dato"
1834;373;"sin_dato"
1835;373;"sin_dato"
1836;127;"pdf_heuristica"
1837;373;"sin_dato"
1838;373;"sin_dato"
1839;373;"sin_dato"
1840;373;"sin_dato"
1841;373;"sin_dato"
1842;373;"sin_dato"
1843;373;"sin_dato"
1844;427;"pdf_heuristica"
1845;373;"sin_dato"
1846;373;"sin_dato"
1847;373;"sin_dato"
1848;373;"sin_dato"
1849;373;"sin_dato"
1850;373;"sin_dato"
1851;7;"pdf_heuristica"
1852;373;"sin_dato"
1853;373;"sin_dato"
