"director_id";"person_id_tmdb";"nombre";"sexo";"fuente_sexo";"pais";"fuente_pais";"nombre_credito_original"
799;5729075;"Jordi Morató Pujol";"";"";"";"";""
800;4019154;"Josepmaria Anglès";"hombre";"manual";"ES";"manual";""
801;1551790;"Jaume Fargas";"";"";"";"";""
802;4910317;"Jaume Sucarrats";"hombre";"tmdb";"";"";""
803;1621741;"Telmo Iragorri";"";"";"";"";""
804;2449762;"Miguel Angel Caro";"";"";"";"";""
805;2353223;"Paco Izquierdo";"";"";"";"";""
806;2619626;"Marta Lallana";"";"";"";"";""
807;1728140;"Enrique Herreros";"hombre";"tmdb";"ES";"tmdb_heuristico";""
808;16435;"Julio Medem";"hombre";"tmdb";"ES";"tmdb_heuristico";""
809;53708;"Ira Sachs";"hombre";"tmdb";"US";"tmdb_heuristico";""
810;1240273;"Beatriz Luengo";"mujer";"tmdb";"ES";"tmdb_heuristico";""
811;4656727;"Oriol Cardús";"hombre";"tmdb";"ES";"tmdb_heuristico";""
812;1167672;"Sara Sálamo";"mujer";"tmdb";"ES";"tmdb_heuristico";""
813;2020238;"Javier Castro";"";"";"";"";""
814;588961;"Paulí Subirà";"hombre";"wikidata";"ES";"wikidata";""
815;965;"Fernando Fernán Gómez";"hombre";"tmdb";"PE";"tmdb_heuristico";""
816;144734;"Edgar Neville";"hombre";"tmdb";"ES";"tmdb_heuristico";""
817;2903084;"Roberto Jimenez";"hombre";"tmdb";"US";"tmdb_heuristico";""
818;1031958;"Juan Pinzás";"hombre";"tmdb";"ES";"tmdb_heuristico";""
819;4245319;"Victor Ordóñez";"";"";"";"";""
820;6376076;"Sergio González";"";"";"";"";""
821;1683826;"Francisco Rodríguez Fernández";"";"";"";"";""
822;5228746;"Louise Brix Andersen";"";"";"";"";""
823;932708;"José Luis Sáenz de Heredia";"hombre";"tmdb";"ES";"tmdb_heuristico";""
824;5440629;"Vicent Peris";"";"";"";"";""
825;1338815;"Ramon Tort";"hombre";"wikidata";"ES";"wikidata";""
826;2675371;"Toni Agustí";"";"";"";"";""
827;5421685;"Aritz Gorostiaga Eskubi";"";"";"";"";""
828;1052811;"Arturo Ruiz Castillo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
829;1442310;"Arturo Menor";"";"";"";"";""
830;543332;"Manuel Summers";"hombre";"tmdb";"ES";"wikidata";""
831;2544423;"David Miralles";"";"";"";"";""
832;133090;"José Luis Guerín";"hombre";"tmdb";"ES";"tmdb_heuristico";""
833;5307851;"Carlos Enrique Palacio";"";"";"";"";""
834;3956267;"Miquel Romans";"";"";"";"";""
835;1477912;"Alejo Levis";"hombre";"wikidata";"ES";"wikidata";""
836;1186835;"Juan Minon";"hombre";"wikidata";"ES";"wikidata";""
837;1836299;"Jaione Camborda";"mujer";"tmdb";"ES";"tmdb_heuristico";""
838;6246497;"Eduardo Cubillo";"";"";"";"";""
839;77123;"Gonzalo López-Gallego";"hombre";"tmdb";"ES";"tmdb_heuristico";""
840;1331084;"Xavier Artigas";"hombre";"wikidata";"ES";"wikidata";""
841;4241822;"Moisés Salama";"";"";"";"";""
842;2472271;"Ion Bors";"hombre";"wikidata";"MD";"wikidata";""
843;53943;"Ignacio F. Iquino";"hombre";"tmdb";"ES";"tmdb_heuristico";""
844;2438991;"Antonio Llamas";"hombre";"tmdb";"";"";""
845;2754644;"Alejandro Pérez Castellanos";"hombre";"tmdb";"ES";"tmdb_heuristico";""
846;5782306;"Jorge Rojas";"";"";"";"";""
847;1031934;"Benito Perojo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
848;237350;"Mario Camus";"hombre";"tmdb";"ES";"tmdb_heuristico";""
849;2422664;"Andrés Daniel Sainz";"";"";"";"";""
850;936718;"Jaime Rosales";"hombre";"tmdb";"ES";"tmdb_heuristico";""
851;1418606;"Néstor Ruiz Medina";"";"";"ES";"tmdb_heuristico";""
852;4962129;"Reyes Caballero";"";"";"";"";""
853;5519241;"Julia de Paz Solvas";"";"";"";"";""
854;1024244;"Héctor Carré";"hombre";"wikidata";"ES";"wikidata";""
855;1877869;"Alexandre Cirici Pellicer";"";"";"";"";""
856;2712188;"Stanislav Kapralov";"hombre";"tmdb";"UA";"tmdb_heuristico";""
857;233957;"Norberto López Amado";"hombre";"wikidata";"ES";"wikidata";""
858;5408871;"Aser Álvarez González";"";"";"";"";""
859;1826333;"Lucija Stojevic";"mujer";"tmdb";"";"";""
860;6246635;"Verónica Orrico";"";"";"";"";""
861;1764976;"Mariano Donoso";"hombre";"manual";"AR";"manual";""
862;2962112;"Federico Cardone";"hombre";"manual";"AR";"manual";""
863;10832;"Gabriel Beristain";"hombre";"tmdb";"MX";"tmdb_heuristico";""
864;560290;"Pedro Loeb";"hombre";"tmdb";"AR";"tmdb_heuristico";""
865;5166472;"Javi Barón";"";"";"";"";""
866;2261544;"Pello Gutiérrez";"hombre";"tmdb";"";"";""
867;1012205;"José Manuel Carrasco";"hombre";"tmdb";"";"";""
868;4056738;"Francisco Vaquero Robustillo";"";"";"";"";""
869;2496984;"Oier Plaza";"";"";"";"";""
870;1568247;"Fernando Ayllón";"hombre";"tmdb";"";"";""
871;1307189;"Pablo Gil Rituerto";"";"";"";"";""
872;2327508;"Ricardo Franco";"hombre";"tmdb";"MX";"tmdb_heuristico";""
873;103509;"Eloy de la Iglesia";"hombre";"tmdb";"ES";"tmdb_heuristico";""
874;5331869;"Manuel Cabo Sánchez";"";"";"";"";""
875;954769;"Ángel Sala";"hombre";"tmdb";"";"";""
876;1533722;"Paula Cons";"mujer";"wikidata";"ES";"wikidata";""
877;2850691;"Pedro G. Romero";"hombre";"tmdb";"ES";"tmdb_heuristico";""
878;390853;"Pilar Távora";"mujer";"tmdb";"ES";"wikidata";""
879;82724;"Fernando González Molina";"hombre";"tmdb";"ES";"tmdb_heuristico";""
880;1036768;"Xavier Villaverde";"hombre";"tmdb";"ES";"tmdb_heuristico";""
881;1073957;"Sonia Méndez";"mujer";"wikidata";"ES";"wikidata";""
882;4580494;"Juan Antonio Tirado";"hombre";"tmdb";"ES";"tmdb_heuristico";""
883;572115;"Ray Figueroa";"hombre";"manual";"PR";"manual";""
884;4312256;"Alex Mañas";"";"";"";"";""
885;1242114;"Maja Borg";"mujer";"tmdb";"SE";"tmdb_heuristico";""
886;4578364;"Daniel Tornero";"hombre";"tmdb";"ES";"tmdb_heuristico";""
887;5718669;"Beñat Gereka Bikuña";"";"";"";"";""
888;2683614;"Amparo Aguilar";"mujer";"manual";"ES";"manual";""
889;1288697;"Carlos Marques-Marcet";"hombre";"tmdb";"ES";"tmdb_heuristico";""
890;125486;"Rosana Pastor";"mujer";"tmdb";"ES";"tmdb_heuristico";""
891;1707578;"Caye Casas";"hombre";"tmdb";"ES";"tmdb_heuristico";""
892;4848073;"Esther Morente";"";"";"";"";""
893;4020638;"Tomás Ocaña";"hombre";"tmdb";"";"";""
894;3862769;"Liliana Torres";"mujer";"manual";"ES";"manual";""
895;3029978;"Jorge Pareja";"";"";"";"";""
896;985375;"Fernando Cámara";"hombre";"tmdb";"MX";"wikidata";""
897;4680400;"David Alonso";"";"";"";"";""
898;1081336;"Adán Aliaga";"hombre";"wikidata";"ES";"wikidata";""
899;5502355;"Amparo Martínez Barco";"";"";"";"";""
900;6059594;"Anna M. Bofarull";"";"";"";"";""
901;649147;"Manuel Gutiérrez Aragón";"hombre";"tmdb";"ES";"tmdb_heuristico";""
902;5495770;"Pablo Más Serrano";"";"";"";"";""
903;1744131;"Robin Petré";"mujer";"tmdb";"DK";"tmdb_heuristico";""
904;1491153;"Paco Ortiz";"";"";"";"";""
905;1891097;"José Carlos de Isla";"";"";"";"";""
906;1185964;"Julián Génisson";"hombre";"tmdb";"ES";"tmdb_heuristico";""
907;4545832;"Pablo Zanón";"";"";"";"";""
908;44264;"Rodrigo Sopeña";"hombre";"tmdb";"ES";"tmdb_heuristico";""
909;44263;"Luis Piedrahita";"hombre";"tmdb";"ES";"tmdb_heuristico";""
910;6389807;"Esther Díaz Rey";"";"";"";"";""
911;1620549;"José Antonio Torres";"hombre";"tmdb";"";"";""
912;1777512;"Antonio Manuel";"";"";"";"";""
913;1726147;"Georgina Cisquella";"mujer";"tmdb";"ES";"tmdb_heuristico";""
914;1061976;"Marc Martínez";"hombre";"tmdb";"ES";"tmdb_heuristico";""
915;1616022;"Avelina Prat";"mujer";"tmdb";"ES";"wikidata";""
916;1515842;"Lara Izagirre";"mujer";"tmdb";"ES";"wikidata";""
917;37577;"Bigas Luna";"hombre";"tmdb";"ES";"tmdb_heuristico";""
918;1065244;"José Sánchez-Montes";"hombre";"tmdb";"";"";""
919;4980450;"Emanuele Giusto Kantfish";"";"";"";"";""
920;4010380;"Carlos Tejeda";"";"";"";"";""
921;2545881;"Jordi Matas";"";"";"";"";""
922;3416965;"Mario-Paul Martínez";"";"";"";"";""
923;1440782;"Simón Casal";"hombre";"tmdb";"ES";"wikidata";""
924;2864402;"Ángel Puado Veloso";"";"";"";"";""
925;2799615;"Area Erina";"";"";"";"";""
926;4431348;"Juan Alfredo Amil";"";"";"";"";""
927;2428561;"Pau Calpe Rufat";"hombre";"manual";"ES";"manual";""
928;1136758;"Raquel Gómez-Rosado";"";"";"";"";""
929;239149;"Angel de la Cruz";"hombre";"wikidata";"ES";"wikidata";""
930;3040800;"Lorena Ares";"mujer";"tmdb";"";"";""
931;100897;"Carlos Puerto";"hombre";"tmdb";"";"";""
932;1204232;"Francesc Relea";"";"";"";"";""
933;2568321;"Johanne Gómez Terrero";"mujer";"manual";"DO";"manual";""
934;1745310;"Lino Escalera";"hombre";"tmdb";"";"";""
935;1481855;"Irene M. Borrego";"mujer";"tmdb";"ES";"wikidata";""
936;2018520;"Ángeles Hernández";"mujer";"manual";"ES";"manual";""
937;2973700;"Alvaro Gurrea";"";"";"";"";""
938;4983818;"Ángel Gómez";"hombre";"manual";"ES";"manual";""
939;2982406;"Miguel García Iraburu";"";"";"";"";""
940;1603877;"Rosario Pi";"";"";"";"";""
941;1716364;"Aitor Echeverría";"hombre";"tmdb";"ES";"tmdb_heuristico";""
942;1063331;"David Bisbano";"hombre";"tmdb";"AR";"tmdb_heuristico";""
943;1121370;"Alfonso Suárez";"hombre";"tmdb";"MX";"tmdb_heuristico";""
944;3620424;"Gonzalo Suárez Garayo";"";"";"ES";"tmdb_heuristico";""
945;5338994;"Xabier Mina Ederra";"";"";"";"";""
946;5338995;"Isaías Cruz Irujo";"";"";"";"";""
947;942161;"Felipe Vega";"hombre";"tmdb";"ES";"wikidata";""
948;131867;"Daniel Hendler";"hombre";"tmdb";"UY";"tmdb_heuristico";""
949;1659438;"Elena López Riera";"mujer";"tmdb";"ES";"tmdb_heuristico";""
950;3700292;"Fermin Aio";"";"";"";"";""
951;2435618;"Nata Moreno";"";"";"";"";""
952;929757;"Miguel Ángel Calvo Buttini";"hombre";"wikidata";"ES";"wikidata";""
953;1384823;"Celia Rico Clavellino";"mujer";"tmdb";"ES";"tmdb_heuristico";""
954;4932113;"José Manuel Herraiz";"";"";"";"";""
955;1839262;"Miguel Eek";"";"";"";"";""
956;1026235;"Patricia Ferreira";"mujer";"tmdb";"ES";"tmdb_heuristico";""
957;2785405;"Lupe Pérez García";"";"";"";"";""
958;168101;"Alex Montoya";"hombre";"tmdb";"US";"tmdb_heuristico";""
959;2302849;"Amalia Ulman";"mujer";"tmdb";"AR";"tmdb_heuristico";""
960;1008378;"Félix Sabroso";"hombre";"wikidata";"ES";"wikidata";""
961;1008377;"Dunia Ayaso";"mujer";"wikidata";"ES";"wikidata";""
962;1677698;"Nely Reguera";"mujer";"tmdb";"";"";""
963;1811248;"Carlos Gil";"hombre";"tmdb";"AR";"tmdb_heuristico";""
964;1620763;"Glorimar Marrero Sánchez";"mujer";"tmdb";"PR";"tmdb_heuristico";""
965;562915;"Santi Amodeo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
966;2349796;"Alberto Gastesi";"";"";"";"";""
967;69875;"Alberto de Toro";"hombre";"tmdb";"";"";""
968;1170457;"Marta Figueras";"mujer";"wikidata";"ES";"wikidata";""
969;2915538;"Susana Guardiola";"mujer";"manual";"ES";"manual";""
970;2467723;"Patricia Pérez Fernández";"mujer";"manual";"ES";"manual";""
971;1147706;"Jimina Sabadú";"mujer";"tmdb";"ES";"tmdb_heuristico";""
972;4293662;"Alfredo Picazo";"";"";"";"";""
973;1987284;"Carlota Pereda";"mujer";"tmdb";"ES";"tmdb_heuristico";""
974;1705591;"Laura Jou";"mujer";"wikidata";"";"";""
975;2570550;"Jorge Acebo Canedo";"";"";"FR";"tmdb_heuristico";""
976;2555139;"Mariana Barassi";"mujer";"manual";"AR";"manual";""
977;2619572;"Jaime Puertas Castillo";"";"";"";"";""
978;82700;"Mario Casas";"hombre";"tmdb";"ES";"tmdb_heuristico";""
979;236693;"Mabel Lozano";"mujer";"tmdb";"ES";"tmdb_heuristico";""
980;1490496;"Eva Hache";"mujer";"tmdb";"ES";"tmdb_heuristico";""
981;2639346;"Enrique Buleo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
982;2434915;"Luis Avilés Baquero";"";"";"";"";""
983;2194967;"Rubin Stein";"hombre";"tmdb";"ES";"tmdb_heuristico";""
984;6181106;"Miguel Romero";"";"";"";"";""
985;1572393;"Javier Macipe";"hombre";"tmdb";"ES";"tmdb_heuristico";""
986;1432104;"Alejandro Naranjo";"hombre";"manual";"CO";"manual";""
987;1394264;"Toby Schwarz";"hombre";"tmdb";"DE";"wikidata";""
988;4999905;"Aizea Roca Berridi";"";"";"";"";""
989;6384256;"Alberto García Ortiz";"";"";"";"";""
990;3010929;"Steven Majaury";"";"";"";"";""
991;3964968;"Andrea Sebastiá";"";"";"";"";""
992;3553593;"Joan-Marc Zapata";"";"";"";"";""
993;2193216;"Oriol Gispert";"";"";"";"";""
994;588861;"Josefina Molina";"mujer";"tmdb";"ES";"tmdb_heuristico";""
995;1031910;"Jesús García de Dueñas";"hombre";"wikidata";"ES";"wikidata";""
996;97662;"Emma Cohen";"mujer";"tmdb";"ES";"tmdb_heuristico";""
997;97689;"Juan Tébar";"";"";"";"";""
998;37515;"Augusto M. Torres";"hombre";"tmdb";"";"";""
999;109081;"Enrique Brasó";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1000;1298398;"Alfonso Ungría";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1001;1744373;"Ignacio Nacho";"";"";"";"";""
1002;1740764;"Luciano Juncos";"hombre";"manual";"AR";"manual";""
1003;4682724;"Biel Macià";"";"";"";"";""
1004;1491189;"Juan Gautier";"";"";"";"";""
1005;4872015;"David Camarero";"";"";"";"";""
1006;548748;"Irene Gutiérrez Caba";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1007;1006815;"Francesc Betriu";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1008;1316690;"Claudia Pinto Emperador";"mujer";"tmdb";"ES";"wikidata";""
1009;1665562;"Maria Mauti";"mujer";"manual";"IT";"manual";""
1010;225020;"Juan Cavestany";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1011;5753172;"Carlos Rodríguez";"";"";"";"";""
1012;65452;"Mike Leigh";"hombre";"tmdb";"GB";"tmdb_heuristico";""
1013;1124203;"Almudena Carracedo";"mujer";"tmdb";"ES";"wikidata";""
1014;1124204;"Robert Bahar";"hombre";"tmdb";"US";"wikidata";""
1015;2627397;"Augusto Sinay";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1016;100833;"Tomás Aznar";"hombre";"tmdb";"";"";""
1017;1395595;"Burnin' Percebes";"";"";"";"";""
1018;1295651;"Pau Teixidor";"hombre";"wikidata";"";"";""
1019;1084018;"José Luis Acosta";"hombre";"tmdb";"ES";"wikidata";""
1020;1421242;"Miguel Llansó";"hombre";"tmdb";"ES";"wikidata";""
1021;1058959;"Amaia Merino";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1022;1402426;"Fernando Bernués";"hombre";"wikidata";"ES";"wikidata";""
1023;1533451;"Laura Baumeister";"mujer";"manual";"NI";"manual";""
1024;588636;"Marta Nieto";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1025;1110423;"Chiqui Carabante";"hombre";"wikidata";"ES";"wikidata";""
1026;6015089;"Paula Palacios";"";"";"";"";""
1027;105241;"Jesús del Cerro";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1028;4180469;"Lucía Muñoz Lucena";"";"";"";"";""
1029;1866952;"Juanma Villar Betancort";"hombre";"manual";"ES";"manual";""
1030;1529816;"Paolo Marinou-Blanco";"hombre";"wikidata";"US";"tmdb_heuristico";""
1031;1490618;"Kike Narcea";"";"";"";"";""
1032;1929029;"Helin Çelik";"mujer";"wikidata";"TR";"wikidata";""
1033;2212104;"María Trénor";"mujer";"tmdb";"";"";""
1034;588816;"Carlos Therón Sánchez";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1035;106779;"Albertina Carri";"mujer";"tmdb";"AR";"tmdb_heuristico";""
1036;3947595;"Xavier Esteban Casas";"";"";"";"";""
1037;2452476;"Andrés Sanz Vicente";"hombre";"tmdb";"";"";""
1038;534920;"Julián Pastor";"hombre";"tmdb";"MX";"tmdb_heuristico";""
1039;4102306;"Rocío Mesa";"";"";"";"";""
1040;1986797;"Estefanía Cortes";"";"";"";"";""
1041;229765;"Mariano Ozores Puchol";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1042;1835761;"Gustavo Hernández";"hombre";"manual";"UY";"manual";""
1043;1557040;"Belén Funes";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1044;1068859;"Carlos Agulló";"hombre";"wikidata";"ES";"wikidata";""
1045;2452489;"Daniel M. Caneiro";"";"";"";"";""
1046;2391077;"Gala Gracia";"mujer";"tmdb";"";"";""
1047;6224543;"Javier Vila";"";"";"";"";""
1048;3538425;"Álex Galán";"";"";"";"";""
1049;4808377;"Carmen Jiménez";"";"";"";"";""
1050;2543427;"Meri Collazos Solà";"";"";"";"";""
1051;140853;"Chema de la Peña";"hombre";"tmdb";"ES";"wikidata";""
1052;2428296;"Antonio García Jimenez";"";"";"";"";""
1053;1427769;"Cristina Martín Barcelona";"";"";"";"";""
1054;1427771;"Maria José Martín Barcelona";"";"";"";"";""
1055;1444067;"Nuno Beato";"hombre";"tmdb";"PT";"tmdb_heuristico";""
1056;987581;"Manane Rodríguez";"mujer";"tmdb";"UY";"tmdb_heuristico";""
1057;1050114;"Dane Komljen";"hombre";"tmdb";"";"";""
1058;1340863;"Patricia Ortega";"mujer";"wikidata";"VE";"wikidata";""
1059;125209;"Pilar Miró";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1060;3044913;"Sabela Iglesias";"";"";"";"";""
1061;3021521;"Violeta Salama";"";"";"";"";""
1062;1285538;"Luis López Carrasco";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1063;1639587;"Guillermo Rojas";"";"";"";"";""
1064;5208044;"JAGC Labella";"";"";"";"";""
1065;586024;"Bernabé Rico";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1066;944482;"Javier Rebollo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1067;1839278;"Guillem Miró";"";"";"";"";""
1068;2383780;"Anna Giralt Gris";"mujer";"wikidata";"ES";"wikidata";""
1069;131532;"J.J. Perry";"hombre";"tmdb";"US";"wikidata";""
1070;79282;"Antonio Chavarrías";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1071;5515313;"Santiago Suárez Baldrís";"";"";"";"";""
1072;1731588;"Santiago Fillol";"hombre";"manual";"AR";"manual";""
1073;1069344;"Pablo Malo";"hombre";"tmdb";"ES";"wikidata";""
1074;3675521;"Chedey Reyes";"";"";"";"";""
1075;6320671;"Antonio Morales";"";"";"";"";""
1076;5052612;"Reyes Gallegos";"mujer";"tmdb";"";"";""
1077;3433442;"Lexeia Larrañaga";"";"";"";"";""
1078;2425118;"Jordi Núñez";"hombre";"tmdb";"";"";""
1079;2168402;"Maider Oleaga";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1080;76093;"Carmen Chaplin";"mujer";"tmdb";"GB";"tmdb_heuristico";""
1081;1074938;"Alberto Morais";"hombre";"wikidata";"ES";"wikidata";""
1082;2955663;"Ferran Ureña";"";"";"";"";""
1083;1030532;"Álvaro García-Capelo";"";"";"";"";""
1084;1381181;"Eneko Olasagasti";"hombre";"wikidata";"ES";"wikidata";""
1085;2282004;"David Berraondo";"hombre";"manual";"ES";"manual";""
1086;2872919;"Celia Viada Caso";"";"";"";"";""
1087;1032968;"Angelino Fons";"hombre";"wikidata";"ES";"wikidata";""
1088;1364130;"María Pérez Sanz";"mujer";"tmdb";"ES";"wikidata";""
1089;36632;"Juan Diego Botto";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1090;5544451;"Ainhoa Rodríguez";"";"";"";"";""
1091;588828;"Javier Mariscal";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1092;1027164;"Ventura Durall";"hombre";"tmdb";"";"";""
1093;5368505;"Carles Cúbos Serra";"";"";"";"";""
1094;2903418;"Alberto Martín Menacho";"";"";"";"";""
1095;5115816;"Miguel Ángel Alonso";"";"";"";"";""
1096;5209434;"José Luis López";"hombre";"manual";"";"manual";""
1097;1925365;"Pau Cruanyes Garrell";"";"";"";"";""
1098;1925366;"Gerard Vidal Barrena";"hombre";"tmdb";"";"";""
1099;95528;"Pablo Berger";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1100;5948658;"Carla Pereira";"";"";"";"";""
1101;2385196;"Juan Fran Jacinto";"";"";"";"";""
1102;3370605;"Lucía Tello Díaz";"";"";"";"";""
1103;1106176;"Pau Durà";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1104;2192826;"Venci Kostov";"hombre";"tmdb";"";"";""
1105;37948;"Brad Anderson";"hombre";"tmdb";"US";"tmdb_heuristico";""
1106;1813980;"Laura Ferrés";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1107;2394333;"Giovanna Ribes";"";"";"";"";""
1108;1527814;"Alfredo Navarro";"hombre";"wikidata";"ES";"wikidata";""
1109;5070921;"Sergio Montero Fernández";"";"";"";"";""
1110;5070916;"Asur Fuente";"";"";"";"";""
1111;1185975;"Pablo Hernando";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1112;1222013;"Lucas Figueroa";"hombre";"wikidata";"";"";""
1113;2000740;"Helena Bengoetxea";"";"";"";"";""
1114;1068351;"Vicente Bonet";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1115;933277;"Aitor Merino";"hombre";"tmdb";"ES";"wikidata";""
1116;1527323;"Antonio Palacios";"hombre";"tmdb";"ES";"wikidata";""
1117;51899;"Elena Ruiz";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1118;4034117;"Xavi Torres";"hombre";"wikidata";"ES";"wikidata";""
1119;2086327;"Jorge Alonso";"";"";"";"";""
1120;4712711;"Pablo Lozano";"";"";"";"";""
1121;6086798;"Enrique García";"";"";"";"";""
1122;105153;"Vicente Aranda";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1123;1036769;"Pedro Pérez Rosado";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1124;2303;"Wim Wenders";"hombre";"tmdb";"DE";"tmdb_heuristico";""
1125;1058288;"Rubén Rojo Aura";"hombre";"tmdb";"MX";"wikidata";""
1126;3235428;"Aitor González de Langarica Mendizabal";"hombre";"tmdb";"";"";""
1127;1019690;"Ignacio Vilar";"hombre";"wikidata";"ES";"wikidata";""
1128;5122409;"Francisco Javier Fernández Bordonada";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1129;37950;"Carlos Fernández";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1130;72891;"Amando de Ossorio";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1131;5943046;"David Perea";"";"";"";"";""
1132;3027686;"María Montoya";"";"";"";"";""
1133;1856993;"Roya Sadat";"mujer";"tmdb";"AF";"tmdb_heuristico";""
1134;2290446;"Nicolás Pacheco";"";"";"";"";""
1135;932161;"Albert Serra";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1136;565852;"Antonio Giménez Rico";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1137;936180;"Santiago Tabernero";"hombre";"tmdb";"ES";"wikidata";""
1138;2234399;"Agustín Rubio";"";"";"";"";""
1139;5660353;"Eduardo Díaz";"";"";"";"";""
1140;4046621;"Bruno Arias";"";"";"";"";""
1141;1013011;"Marc Recuenco";"hombre";"wikidata";"";"";""
1142;4567157;"Raul Guardans";"";"";"";"";""
1143;1091827;"Diego Yaker";"hombre";"manual";"AR";"manual";""
1144;2661260;"Mònica Cambra";"mujer";"manual";"ES";"manual";""
1145;3960226;"Ariadna Fortuny";"mujer";"manual";"ES";"manual";""
1146;4580248;"Ignacio Ortega Campos";"";"";"";"";""
1147;4580247;"Enrique Iznaola Gómez";"";"";"";"";""
1148;148084;"Alfonso Albacete";"hombre";"wikidata";"ES";"wikidata";""
1149;148772;"Miguel Bardem";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1150;260050;"David Menkes";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1151;1098969;"Renate Costa";"mujer";"tmdb";"PY";"tmdb_heuristico";""
1152;1403211;"Daniel Diosdado";"";"";"";"";""
1153;87014;"Marcelo Piñeyro";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1154;90694;"Gillo Pontecorvo";"hombre";"tmdb";"IT";"tmdb_heuristico";""
1155;2591139;"Miguel A. Hdez. Arango";"";"";"";"";""
1156;1487183;"Iñaki Alforja";"hombre";"wikidata";"";"";""
1157;2218256;"Iban Toledo Ibañez";"";"";"";"";""
1158;2929692;"Jon Viar";"hombre";"manual";"ES";"manual";""
1159;1774363;"Mounia Akl";"mujer";"tmdb";"LB";"tmdb_heuristico";""
1160;1037809;"Judith Colell";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1161;1149058;"Paco R. Baños";"";"";"";"";""
1162;3774850;"Clara Serrano Llorens";"";"";"";"";""
1163;3774884;"Gerard Simó Gimeno";"";"";"";"";""
1164;1122195;"Basilio Martín Patino";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1165;3992581;"Pablo Lago Dantas";"";"";"";"";""
1166;974958;"Eva Lesmes";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1167;1608290;"Enrique Otero";"hombre";"wikidata";"ES";"wikidata";""
1168;1157587;"David Baute";"hombre";"manual";"ES";"manual";""
1169;5371432;"Helena Girón";"mujer";"manual";"ES";"manual";""
1170;1539731;"Samuel M. Delgado";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1171;3302463;"Santi Trullenque";"";"";"";"";""
1172;3935002;"Juli Suárez";"";"";"";"";""
1173;4104751;"J. Echeverría-Torres";"";"";"";"";""
1174;1974726;"Jesus Garces Lambert";"";"";"";"";""
1175;5940441;"Elisa Ferrer";"";"";"";"";""
1176;1168983;"Juan Manuel Chumilla-Carbajosa";"";"";"";"";""
1177;3050528;"Iñaki Sánchez Arrieta";"";"";"";"";""
1178;1031887;"Jesús Pascual";"hombre";"wikidata";"ES";"wikidata";""
1179;1891934;"Miguel Ángel Delgado";"";"";"";"";""
1180;1073834;"Antonio Méndez Esparza";"hombre";"wikidata";"ES";"wikidata";""
1181;1079506;"Luis Ortega";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1182;5526728;"Pepe Martínez";"";"";"";"";""
1183;28503;"Luis Miñarro";"hombre";"tmdb";"ES";"wikidata";""
1184;2500576;"Pablo García Sanz";"hombre";"wikidata";"ES";"wikidata";""
1185;1116672;"Chelo Loureiro";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1186;5220528;"Arantzazu Gomez Bayon";"";"";"";"";""
1187;5061269;"Zeltia Outeiriño González";"";"";"";"";""
