"director_id";"person_id_tmdb";"nombre";"sexo";"fuente_sexo";"pais";"fuente_pais";"nombre_credito_original"
1188;1782358;"Jabi Elortegi";"hombre";"tmdb";"ES";"wikidata";""
1189;1030542;"Diego Galán";"hombre";"tmdb";"MA";"tmdb_heuristico";""
1190;1263121;"Chema García Ibarra";"hombre";"tmdb";"ES";"wikidata";""
1191;586103;"Luiso Berdejo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1192;1974980;"Pablo García Canga";"";"";"ES";"tmdb_heuristico";""
1193;1489750;"Dani de la Torre";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1194;118303;"Nacho Vigalondo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1195;1074534;"Rubén Riós";"hombre";"wikidata";"ES";"wikidata";""
1196;3268460;"Marc Sempere-Moya";"";"";"";"";""
1197;1708908;"Leire Apellániz";"mujer";"tmdb";"";"";""
1198;980972;"Liz Lobato";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1199;3536688;"Miguel García de la Calera";"hombre";"manual";"ES";"manual";""
1200;2551308;"Toño López";"";"";"";"";""
1201;1634868;"José Manuel Colón";"hombre";"manual";"ES";"manual";""
1202;1835536;"Fèlix Colomer Vallès";"";"";"";"";""
1203;1715633;"Emma Tusell";"";"";"";"";""
1204;4536518;"Juan Albarracín";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1205;1817389;"Cristóbal Fernández";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1206;2092671;"Ana Schulz";"";"";"";"";""
1207;1584517;"Laura Casabé";"mujer";"tmdb";"AR";"tmdb_heuristico";""
1208;1677883;"Juanjo Moscardó Rius";"hombre";"tmdb";"";"";""
1209;2252573;"Suso Imbernón";"";"";"";"";""
1210;15189;"Michelangelo Antonioni";"hombre";"tmdb";"IT";"tmdb_heuristico";""
1211;3206056;"Juanjo Elordi";"";"";"";"";""
1212;1670267;"Álex Quiroga";"hombre";"tmdb";"ES";"wikidata";""
1213;2732692;"David Aymerich";"hombre";"tmdb";"";"";""
1214;1521343;"Laia Manresa";"";"";"";"";""
1215;1161118;"Miguel Ángel Blanca";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1216;1598657;"Marc Crehuet";"hombre";"tmdb";"ES";"wikidata";""
1217;5500234;"Jenifer de la Rosa Martín";"mujer";"manual";"ES";"manual";""
1218;1092191;"Maru Solores";"mujer";"wikidata";"ES";"wikidata";""
1219;2021353;"Diego Céspedes";"hombre";"tmdb";"CL";"tmdb_heuristico";""
1220;233912;"Álvaro Brechner";"hombre";"tmdb";"UY";"tmdb_heuristico";""
1221;1475602;"Virginia García del Pino";"mujer";"tmdb";"ES";"wikidata";""
1222;3578728;"Andrea Bagney";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1223;2879337;"Guillermo Polo";"";"";"";"";""
1224;1502664;"Clara Roquet";"mujer";"tmdb";"ES";"wikidata";""
1225;2829097;"Ceres Machado";"";"";"";"";""
1226;3776173;"Nacho A. Villar";"";"";"";"";""
1227;3776171;"Luis Rojo";"";"";"";"";""
1228;4149420;"Jeniffer Castañeda García";"";"";"";"";""
1229;31328;"Diego Cagide";"hombre";"manual";"ES";"manual";""
1230;3626927;"Diego Lucero";"hombre";"manual";"AR";"manual";""
1231;1204229;"Mireia Gabilondo";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1232;1717771;"Manuel Menchón";"";"";"";"";""
1233;1368643;"Nacho Ruipérez";"hombre";"wikidata";"ES";"wikidata";""
1234;87081;"Dave McKean";"hombre";"tmdb";"GB";"tmdb_heuristico";""
1235;1263877;"Jorge Dorado";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1236;3211714;"Héctor Domínguez-Viguera";"";"";"";"";""
1237;2294210;"Carlos Mora";"";"";"";"";""
1238;3211717;"Gonzalo Recio";"";"";"";"";""
1239;2875084;"José Luis Rancaño";"";"";"";"";""
1240;1300690;"Laura Alvea";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1241;3627;"Paz Vega";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1242;2746034;"David Pallarés";"";"";"";"";""
1243;2267430;"Oier Aranzabal";"";"";"";"";""
1244;3258609;"Ritxi Lizartza";"";"";"";"";""
1245;2685948;"Alberto Gracia";"";"";"";"";""
1246;1882738;"Guille Cascante";"";"";"";"";""
1247;4359093;"Elena Escura";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1248;2359816;"Aitor López de Aberásturi";"";"";"";"";""
1249;1122297;"Carla Subirana";"mujer";"wikidata";"ES";"wikidata";""
1250;933695;"Helena Taberna";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1251;1030486;"Jordi Roigé";"hombre";"wikidata";"ES";"wikidata";""
1252;1712702;"Sadrac González-Perellón";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1253;1528754;"Carlota Nelson";"";"";"";"";""
1254;3341404;"Aurelio Domínguez";"";"";"";"";""
1255;1157455;"Alfonso Domingo";"";"";"";"";""
1256;2416063;"Twiggy Hirota";"mujer";"tmdb";"";"";""
1257;1157454;"Andrés Linares";"";"";"";"";""
1258;2416073;"Daniel Quiñones";"hombre";"tmdb";"";"";""
1259;1050509;"Jesús Font";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1260;5652192;"Guillermo F. Flórez";"";"";"";"";""
1261;37513;"Iván Zulueta";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1262;1805350;"Ibai Abad";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1263;4169011;"Antonina Obrador";"";"";"";"";""
1264;1802332;"Adrián Orr";"hombre";"tmdb";"";"";""
1265;1422671;"Hèctor Hernández Vicens";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1266;3184905;"Carol Polakoff";"";"";"";"";""
1267;5377723;"Josep T.París";"";"";"";"";""
1268;1483444;"Isabel Herguera";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1269;4180730;"Rubén Casas Oché";"";"";"";"";""
1270;2748187;"Yaiza De Lamo";"";"";"";"";""
1271;5123460;"Mar Nantas";"";"";"";"";""
1272;1102394;"Iñaki Elizalde";"hombre";"wikidata";"ES";"wikidata";""
1273;1657533;"Klaudia Reynicke";"mujer";"tmdb";"PE";"tmdb_heuristico";""
1274;5548470;"Alejandro Andrade Pease";"hombre";"manual";"PE";"manual";""
1275;1111138;"Marçal Forés";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1276;1181192;"Victor Iriarte";"";"";"";"";""
1277;236536;"Ana Asensio";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1278;2109392;"Vanesa Benitez Zamora";"";"";"";"";""
1279;3180196;"Raúl Cuevas";"";"";"";"";""
1280;3020416;"Nuria Giménez";"";"";"";"";""
1281;1618032;"Carlos Solano";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1282;1074571;"Ángel Amigo";"hombre";"wikidata";"ES";"wikidata";""
1283;2944291;"Joan Bofill";"";"";"";"";""
1284;2348089;"Efthymia Zymvragaki";"";"";"";"";""
1285;1719986;"Victor Nores";"";"";"";"";""
1286;3683881;"David Moncasi";"";"";"";"";""
1287;4572706;"Laura Herrero Garvín";"mujer";"manual";"ES";"manual";""
1288;1415400;"Àngel Leiro";"hombre";"wikidata";"ES";"wikidata";""
1289;226485;"Airy Maragall";"";"";"";"";""
1290;43330;"Ventura Pons";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1291;2285185;"Paloma Zapata";"";"";"";"";""
1292;4582221;"Miguel Olid";"";"";"";"";""
1293;2268379;"Carlos Pardo Ros";"";"";"";"";""
1294;1012105;"Mikel Rueda";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1295;4654036;"Nora Haddad";"";"";"";"";""
1296;1524680;"Alba Cros";"mujer";"tmdb";"ES";"wikidata";""
1297;84676;"Martín Mauregui";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1298;935102;"Marco Berger";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1299;5614586;"Carlos Velasco";"";"";"";"";""
1300;2193215;"Enric Ribes";"";"";"";"";""
1301;1459422;"Carolina Astudillo Muñoz";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1302;1563000;"Teodoro Ríos";"";"";"";"";""
1303;1319117;"Santiago Ríos";"hombre";"wikidata";"ES";"wikidata";""
1304;3109392;"Mikel Gurrea";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1305;4110374;"Macu Machín";"";"";"";"";""
1306;978909;"Álvaro Begines";"hombre";"wikidata";"";"";""
1307;3731035;"Bego Zubia Gallastegi";"";"";"";"";""
1308;1317749;"David Desola";"hombre";"manual";"ES";"manual";""
1309;1172340;"Alejandro Alvarado";"";"";"";"";""
1310;1172339;"Concha Barquero";"";"";"";"";""
1311;942682;"Blanca Torres";"mujer";"tmdb";"MX";"tmdb_heuristico";""
1312;4733569;"Tuti Fernández";"";"";"";"";""
1313;5443562;"Iñaki Alforja Sagone";"";"";"";"";""
1314;3933477;"Juanma Sayalonga";"hombre";"tmdb";"";"";""
1315;1276994;"David Sainz";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1316;5151190;"Álex San Martín";"";"";"";"";""
1317;37497;"Pere Portabella";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1318;1172468;"Alessandro Pugno";"hombre";"wikidata";"IT";"wikidata";""
1319;8452;"Andrei Tarkovsky";"hombre";"tmdb";"";"";""
1320;893;"Tony Scott";"hombre";"tmdb";"GB";"tmdb_heuristico";""
1321;94011;"Bill Melendez";"hombre";"tmdb";"MX";"tmdb_heuristico";""
1322;225009;"Pablo Larraín";"hombre";"tmdb";"CL";"tmdb_heuristico";""
1323;59521;"Jaume Collet Serra";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1324;9281;"Elizabeth Banks";"mujer";"tmdb";"US";"tmdb_heuristico";""
1325;1450348;"Joel Crawford";"hombre";"tmdb";"US";"tmdb_heuristico";""
1326;52115;"Scott Moore";"hombre";"tmdb";"US";"wikidata";""
1327;52114;"Jon Lucas";"hombre";"tmdb";"US";"tmdb_heuristico";""
1328;17051;"James Franco";"hombre";"tmdb";"US";"tmdb_heuristico";""
1329;1179829;"Bruce Thierry Cheung";"hombre";"tmdb";"";"";""
1330;1305618;"Mohamed Fekrane";"hombre";"tmdb";"FR";"tmdb_heuristico";""
1331;34792;"Miki Molina";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1332;1192027;"Chus Domínguez";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1333;2792317;"Inma Álvarez";"";"";"";"";""
1334;2809161;"Lander Garro";"";"";"";"";""
1335;2837162;"Teresa Carril";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1336;2837161;"Diego Lillo";"";"";"";"";""
1337;2861220;"Cristina Fernández Pintado";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1338;1273136;"Miguel Llorens";"hombre";"wikidata";"";"";""
1339;154865;"Sian Heder";"mujer";"tmdb";"US";"tmdb_heuristico";""
1340;2966848;"Guillermo Jiménez Carazo";"";"";"";"";""
1341;1891388;"Raquel Marques";"mujer";"tmdb";"PT";"tmdb_heuristico";""
1342;2717043;"Eduard Puertas";"";"";"";"";""
1343;2227558;"Célia Tocco";"mujer";"tmdb";"";"";""
1344;2227557;"Célia Tisserant";"";"";"";"";""
1345;1081309;"Arnaud Demuynck";"hombre";"tmdb";"BE";"tmdb_heuristico";""
1346;150330;"Alberto Fuguet";"hombre";"tmdb";"US";"wikidata";""
1347;3023537;"Álvaro Sanz";"";"";"";"";""
1348;932317;"Malgorzata Szumowska";"mujer";"tmdb";"PL";"tmdb_heuristico";""
1349;3054509;"Daniel Rodríguez Moya";"";"";"";"";""
1350;2150735;"Rafael R. Rafatal";"";"";"";"";""
1351;1636516;"Andrew Nethery";"";"";"";"";""
1352;3255902;"Ignacio Malagón";"hombre";"tmdb";"";"";""
1353;3264449;"Inés Toharia Terán";"";"";"";"";""
1354;1536853;"Manuel Jiménez Núñez";"";"";"";"";""
1355;2194963;"Serrana Torres";"";"";"";"";""
1356;1536852;"Tània Balló";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1357;3475580;"Salva Ruiz";"";"";"";"";""
1358;1364853;"Sebastián Alfie";"hombre";"wikidata";"AR";"wikidata";""
1359;1302121;"Danny Garcia";"hombre";"tmdb";"";"";""
1360;231334;"Trine Piil Christensen";"mujer";"tmdb";"DK";"wikidata";""
1361;120600;"Seamus McNally";"hombre";"wikidata";"";"";""
1362;3571861;"Juan Carlos Gallardo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1363;1169066;"Pablo Llorca";"hombre";"wikidata";"ES";"wikidata";""
1364;2883609;"Martín de Marco";"";"";"";"";""
1365;2710787;"Emili Manzano";"";"";"";"";""
1366;3628968;"Claire Roquigny";"";"";"";"";""
1367;2465446;"Álex Dioscórides";"";"";"";"";""
1368;3629552;"Constança Amengual";"";"";"";"";""
1369;3629554;"Francesca Mas";"";"";"";"";""
1370;1184109;"David Pujol";"hombre";"wikidata";"ES";"wikidata";""
1371;1447517;"Ander Iriarte";"hombre";"wikidata";"";"";""
1372;2427035;"Yennifer Uribe Alzate";"mujer";"manual";"CO";"manual";""
1373;3731578;"Pere Puigbert";"";"";"";"";""
1374;2776046;"José Antonio Valera";"";"";"";"";""
1375;3800755;"Sílvia Subirós i Mercader";"";"";"";"";""
1376;3966942;"Roberto J. Oltra";"";"";"";"";""
1377;3851045;"Felipe Ravina";"";"";"";"";""
1378;3853887;"Javier Álvarez Solís";"";"";"";"";""
1379;3857574;"Ángel Filgueira";"";"";"";"";""
1380;3804439;"Rosalind Bain";"";"";"";"";""
1381;3989209;"David Beltrán i Marí";"hombre";"manual";"ES";"manual";""
1382;1053730;"Danyael Sugawara";"hombre";"wikidata";"JP";"wikidata";""
1383;3902639;"Dani Grandes";"";"";"";"";""
1384;2941585;"María Martín-Maestro";"";"";"";"";""
1385;3902643;"Albert Olivé";"";"";"";"";""
1386;3179151;"Tamara García Iglesias";"mujer";"tmdb";"";"";""
1387;1839292;"Xavi Herrero";"";"";"";"";""
1388;2567093;"Núria Abad";"";"";"";"";""
1389;2723186;"Marta Hierro";"";"";"";"";""
1390;2843637;"Lluís Prieto";"hombre";"tmdb";"";"";""
1391;2843638;"Toti Garcia";"";"";"";"";""
1392;4265797;"Luis Olano";"";"";"";"";""
1393;3124188;"Daniel Cabrero";"";"";"";"";""
1394;3781447;"Juan Moya";"";"";"";"";""
1395;1086353;"Matías Piñeiro";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1396;4438287;"Miguel Morillo";"";"";"";"";""
1397;4461570;"Aurimas Valujavičius";"";"";"";"";""
1398;88552;"Jeremiah Kipp";"hombre";"tmdb";"";"";""
1399;2072469;"Ariadna Relea";"";"";"";"";""
1400;3528576;"Ricard Mamblona";"";"";"";"";""
1401;38919;"Tatiana Vialle";"mujer";"tmdb";"FR";"wikidata";""
1402;2875833;"Carlos Essmann";"";"";"";"";""
1403;1350504;"Gerald B. Fillmore";"hombre";"tmdb";"";"";""
1404;2472549;"Arturo Méndiz";"hombre";"manual";"ES";"manual";""
1405;4701879;"Ignasi Guerrero";"hombre";"manual";"ES";"manual";""
1406;1800952;"Pablo de la Chica";"";"";"";"";""
1407;1741528;"Candice Vernon";"";"";"";"";""
1408;4785863;"Pere Antoni Sastre";"";"";"";"";""
1409;3571802;"Sergi Miralles";"";"";"";"";""
1410;1048539;"Claudio Zulian";"hombre";"tmdb";"IT";"tmdb_heuristico";""
1411;1839308;"Julio Pérez del Campo";"";"";"";"";""
1412;1839307;"Carles Bover Martínez";"";"";"";"";""
1413;1400387;"Ernesto del Río";"hombre";"wikidata";"ES";"wikidata";""
1414;4635151;"Ezequiel Alvarez";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1415;4958175;"Eloi R. Franquesa";"";"";"";"";""
1416;4921801;"Alan Nava";"hombre";"tmdb";"MX";"tmdb_heuristico";""
1417;5266892;"Jesús Manresa Puche";"";"";"";"";""
1418;1891414;"Iván Castiñeiras";"hombre";"tmdb";"";"";""
1419;4042174;"Vicente Navarro";"";"";"";"";""
1420;5279079;"Ligia Pájaro";"";"";"";"";""
1421;4358732;"Carlos Mera";"";"";"";"";""
1422;5321106;"Col·lectiu Espurnes";"";"";"";"";""
1423;3720146;"Mireia Labazuy";"mujer";"tmdb";"";"";""
1424;3703210;"Eva Picazo";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1425;3774845;"Àlex Serra";"";"";"";"";""
1426;3774844;"Carla Sánchez";"";"";"";"";""
1427;3774889;"Clàudia Vila";"";"";"";"";""
1428;2807091;"Felipe Almendros";"";"";"";"";""
1429;1610792;"Ander Duque";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1430;4826777;"Jana Montllor";"";"";"";"";""
1431;1821145;"Roser Corella";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1432;5693723;"Pablo Villalobos Leal";"";"";"";"";""
1433;5624440;"Agustín Toranzo";"";"";"";"";""
1434;1041675;"Rolando Díaz";"hombre";"wikidata";"CU";"wikidata";""
1435;2195096;"Marisa Lafuente";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1436;5866202;"Richard Zubelzu";"";"";"";"";""
1437;3861493;"Guillaume Klein";"";"";"";"";""
1438;6110259;"Soraya González Guerrero";"";"";"";"";""
1439;6255634;"Jacobo Sucari";"";"";"";"";""
1440;2371520;"Pedro Felipe Acosta";"";"";"";"";""
1441;"";"Iván López González";"";"";"";"";"Iván López González"
1442;"";"Gabi Ochoa";"";"";"";"";"Gabi Ochoa"
1443;"";"Teresa Soler Garrido";"";"";"";"";"Teresa Soler Garrido"
1444;"";"Albert Sanfeliu Rodríguez";"";"";"";"";"Albert Sanfeliu Rodríguez"
1445;"";"José M. Borrell";"";"";"";"";"José M. Borrell"
1446;"";"Emilio Fonseca Martín";"";"";"";"";"Emilio Fonseca Martín"
1447;"";"Anna Cornudella Castro";"";"";"";"";"Anna Cornudella Castro"
1448;"";"Albert Albacete Radalga";"";"";"";"";"Albert Albacete Radalga"
1449;"";"Asier Altuna Iza";"";"";"";"";"Asier Altuna Iza"
1450;"";"Lucas Moro";"";"";"";"";"Lucas Moro"
1451;"";"Josep M. Mañé";"";"";"";"";"Josep M. Mañé"
1452;"";"Pedro Luis Barbero Rodriguez";"";"";"";"";"Pedro Luis Barbero Rodriguez"
1453;"";"Vicente J. Martin Peran";"";"";"";"";"Vicente J. Martin Peran"
1454;"";"Lucía Alemany Compte";"";"";"";"";"Lucía Alemany Compte"
1455;"";"Jacques Fletcher";"";"";"";"";"Jacques Fletcher"
1456;"";"David Manuel Baute Gutiérrez";"";"";"";"";"David Manuel Baute Gutiérrez"
1457;"";"Maria Viadimirova";"";"";"";"";"Maria Viadimirova"
1458;"";"Kiril Serebrennikov";"";"";"";"";"Kiril Serebrennikov"
1459;"";"Jorge Sebastián Peña Martín";"";"";"";"";"Jorge Sebastián Peña Martín"
1460;"";"Sandra Rull Roca";"";"";"";"";"Sandra Rull Roca"
1461;"";"Sholeh Hejazi";"";"";"";"";"Sholeh Hejazi"
1462;"";"Julio Suárez Maireles";"";"";"";"";"Julio Suárez Maireles"
1463;"";"Carolina Rodríguez Colás";"";"";"";"";"Carolina Rodríguez Colás"
1464;"";"Moisés Romera";"";"";"";"";"Moisés Romera"
1465;"";"Carlos Martínez-Peñalver Mas";"";"";"";"";"Carlos Martínez-Peñalver Mas"
1466;"";"Óscar Parada";"";"";"";"";"Óscar Parada"
1467;"";"María Jesús Patricia Ferreira Mañá";"";"";"";"";"María Jesús Patricia Ferreira Mañá"
1468;"";"Iris Carballo";"";"";"";"";"Iris Carballo"
1469;"";"Vicente Villanueva Ribes";"";"";"";"";"Vicente Villanueva Ribes"
1470;"";"Fabián Darío Kritzer Crufermann";"";"";"";"";"Fabián Darío Kritzer Crufermann"
1471;"";"Jordi Rovira Prat";"";"";"";"";"Jordi Rovira Prat"
1472;"";"Antonio Fontales";"";"";"";"";"Antonio Fontales"
1473;"";"Judith Collel";"";"";"";"";"Judith Collel"
1474;"";"Violeta Trincado";"";"";"";"";"Violeta Trincado"
1475;"";"Pablo Moreno Hernández";"";"";"";"";"Pablo Moreno Hernández"
1476;"";"Jon Herranz Hernández";"";"";"";"";"Jon Herranz Hernández"
1477;"";"Rafa Sesa";"";"";"";"";"Rafa Sesa"
1478;"";"Marta Medina Del Valle";"";"";"";"";"Marta Medina Del Valle"
1479;"";"Sara Fantova Barrena";"";"";"";"";"Sara Fantova Barrena"
1480;"";"Emmanuel De Martino Y6712782q";"";"";"";"";"Emmanuel De Martino Y6712782q"
1481;"";"Alberte Mera García";"";"";"";"";"Alberte Mera García"
1482;"";"Albert Pons Cabanes";"";"";"";"";"Albert Pons Cabanes"
1483;"";"Xavier Lozano Casoliva";"";"";"";"";"Xavier Lozano Casoliva"
1484;"";"Anna Utrecht";"";"";"";"";"Anna Utrecht"
1485;"";"José María Borrell Balsells";"";"";"";"";"José María Borrell Balsells"
1486;"";"Emilio Martínez-Borso Legerén";"";"";"";"";"Emilio Martínez-Borso Legerén"
1487;"";"María Luisa Pujol";"";"";"";"";"María Luisa Pujol"
1488;"";"J. Taltavull";"";"";"";"";"J. Taltavull"
1489;"";"Alberto Pascual Rodríguez";"";"";"";"";"Alberto Pascual Rodríguez"
1490;"";"Ivet Castelo Torres";"";"";"";"";"Ivet Castelo Torres"
1491;"";"Iván Alarcón Mates";"";"";"";"";"Iván Alarcón Mates"
1492;"";"Borja Martínez-Echevarría";"";"";"";"";"Borja Martínez-Echevarría"
1493;"";"Francisco José Ortiz Pérez De León";"";"";"";"";"Francisco José Ortiz Pérez De León"
1494;"";"José Luis Hdez. Arango";"";"";"";"";"José Luis Hdez. Arango"
1495;"";"Juan Zavala Aizpurua";"";"";"";"";"Juan Zavala Aizpurua"
1496;"";"Paz Jiménez Díaz";"";"";"";"";"Paz Jiménez Díaz"
1497;"";"F.J. Fdez. Bordonada";"";"";"";"";"F.J. Fdez. Bordonada"
1498;"";"Marta Díaz De Lope Díaz Martín";"";"";"";"";"Marta Díaz De Lope Díaz Martín"
1499;"";"Antoni Verdaguer Serra";"";"";"";"";"Antoni Verdaguer Serra"
1500;"";"Cristopher Cartagena";"";"";"";"";"Cristopher Cartagena"
1501;"";"Miquel Eek";"";"";"";"";"Miquel Eek"
1502;"";"Fernando De Haro";"";"";"";"";"Fernando De Haro"
1503;"";"Gabriel Velazquetti";"";"";"";"";"Gabriel Velazquetti"
1504;"";"Manuel Matanza";"";"";"";"";"Manuel Matanza"
1505;"";"Joana Conill Amelivia";"";"";"";"";"Joana Conill Amelivia"
1506;"";"Lluís Carrizo Martínez";"";"";"";"";"Lluís Carrizo Martínez"
1507;"";"Francesc Alarcón";"";"";"";"";"Francesc Alarcón"
1508;"";"Miguel Perello Ferreres";"";"";"";"";"Miguel Perello Ferreres"
1509;"";"Santiago Segura (El De Las Cuatro Anteriores)";"";"";"";"";"Santiago Segura (El De Las Cuatro Anteriores)"
1510;"";"Miguel Ángel H. Arango";"";"";"";"";"Miguel Ángel H. Arango"
1511;"";"Mónica Del Rey Jordá (Art Al Quadrat)";"";"";"";"";"Mónica Del Rey Jordá (Art Al Quadrat)"
1512;"";"Gema Del Rey Jordá (Art Al Quadrat)";"";"";"";"";"Gema Del Rey Jordá (Art Al Quadrat)"
1513;"";"María Dolores Martín-Consuegra Martín-Fontecha";"";"";"";"";"María Dolores Martín-Consuegra Martín-Fontecha"
1514;"";"Salud García J-Centurión";"";"";"";"";"Salud García J-Centurión"
1515;"";"María Ripoll Julia";"";"";"";"";"María Ripoll Julia"
1516;"";"Víctor G. Villavieja";"";"";"";"";"Víctor G. Villavieja"
1517;"";"Marga Gutiérrez Díez";"";"";"";"";"Marga Gutiérrez Díez"
1518;"";"Bruno Martín Ojeda";"";"";"";"";"Bruno Martín Ojeda"
1519;"";"Dácil Manrique De Lara";"";"";"";"";"Dácil Manrique De Lara"
1520;"";"Jordi Mendive";"";"";"";"";"Jordi Mendive"
1521;"";"Esther Boyarizo";"";"";"";"";"Esther Boyarizo"
1522;"";"Berastegui; José Manuel";"";"";"";"";"Berastegui; José Manuel"
1523;"";"M. A. Romero";"";"";"";"";"M. A. Romero"
1524;"";"Francisco J. Vaquero Robustillo";"";"";"";"";"Francisco J. Vaquero Robustillo"
1525;"";"Ana Belén Gutiérrez";"";"";"";"";"Ana Belén Gutiérrez"
1526;"";"Alejandro Santaella Vera";"";"";"";"";"Alejandro Santaella Vera"
1527;"";"Isabel Martínez De Aragón";"";"";"";"";"Isabel Martínez De Aragón"
1528;"";"Simone G. Saibene";"";"";"";"";"Simone G. Saibene"
1529;"";"David Pujol Rusiñol";"";"";"";"";"David Pujol Rusiñol"
1530;"";"V. Checa";"";"";"";"";"V. Checa"
1531;"";"Jesús Lloveras Mora";"";"";"";"";"Jesús Lloveras Mora"
1532;"";"Pietro Ditano";"";"";"";"";"Pietro Ditano"
1533;"";"Francesc Montalt Matas";"";"";"";"";"Francesc Montalt Matas"
1534;"";"Marta Ferreras";"";"";"";"";"Marta Ferreras"
1535;"";"Carlos Saura Atarés";"";"";"";"";"Carlos Saura Atarés"
1536;"";"Jorge Arenillas Schnieper";"";"";"";"";"Jorge Arenillas Schnieper"
1537;"";"Arantza Santesteban Pérez";"";"";"";"";"Arantza Santesteban Pérez"
1538;"";"J D Alcázar";"";"";"";"";"J D Alcázar"
1539;"";"Carlos “Pocho” Villaverde";"";"";"";"";"Carlos “Pocho” Villaverde"
1540;"";"Eduardo Montero Saponi";"";"";"";"";"Eduardo Montero Saponi"
1541;"";"Ismael Gutiérrez Ruiz";"";"";"";"";"Ismael Gutiérrez Ruiz"
1542;"";"Pedro Rivero Aurre";"";"";"";"";"Pedro Rivero Aurre"
1543;"";"J.A. López Espinosa";"";"";"";"";"J.A. López Espinosa"
1544;"";"Jesús Segunda Unidad: Franco";"";"";"";"";"Jesús Segunda Unidad: Franco"
1545;"";"Enrique Barberá Peregrina";"";"";"";"";"Enrique Barberá Peregrina"
1546;"";"Daniel Fernández-Cañadas";"";"";"";"";"Daniel Fernández-Cañadas"
1547;"";"Andoni Canela Urizar";"";"";"";"";"Andoni Canela Urizar"
1548;"";"Josep Forteza-Rey";"";"";"";"";"Josep Forteza-Rey"
1549;"";"Guillem Cabra Cortés";"";"";"";"";"Guillem Cabra Cortés"
1550;"";"Mar Clapés Gutiérrez";"";"";"";"";"Mar Clapés Gutiérrez"
1551;"";"Vicente Tamarit Rius";"";"";"";"";"Vicente Tamarit Rius"
1552;"";"Juanda López";"";"";"";"";"Juanda López"
1553;"";"Vicente Martín Terán";"";"";"";"";"Vicente Martín Terán"
1554;"";"Cristina Martín (Lasdelcine)";"";"";"";"";"Cristina Martín (Lasdelcine)"
1555;"";"Maria José Martín (Lasdelcine)";"";"";"";"";"Maria José Martín (Lasdelcine)"
1556;"";"Ariadna Relea Ventura";"";"";"";"";"Ariadna Relea Ventura"
1557;"";"Fiorella Gianuzzi";"";"";"";"";"Fiorella Gianuzzi"
1558;"";"Miguel Romero Grayson";"";"";"";"";"Miguel Romero Grayson"
1559;"";"Rosana Marcos Cascón";"";"";"";"";"Rosana Marcos Cascón"
1560;"";"Rafael Muñoz Rodríguez";"";"";"";"";"Rafael Muñoz Rodríguez"
1561;"";"Carmen López Velasco";"";"";"";"";"Carmen López Velasco"
1562;"";"Pototo Díez";"";"";"";"";"Pototo Díez"
1563;"";"Jr Armadàs";"";"";"";"";"Jr Armadàs"
1564;"";"Fernando Arroyo Castilla";"";"";"";"";"Fernando Arroyo Castilla"
1565;"";"Natalia Hermida Gutierrez";"";"";"";"";"Natalia Hermida Gutierrez"
