titulo_original;fecha_estreno_original;titulo_busqueda_usado;icaa_id;estado;titulo_encontrado;anio_encontrado;fecha_estreno_ficha;director_encontrado;num_candidatos;candidatos_json;busqueda_truncada
Waldo;15/11/2024;Waldo;215322.0;resuelto_titulo_unico;Waldo;2024.0;;CHARLIE ARNAIZ;9.0;;False
Intersex;27/04/2024;Intersex;57524.0;resuelto_titulo_unico;INTERSEX;2024.0;;TOMÁS ACEITUNO;1.0;;False
Reir, cantar, tal vez llorar;24/09/2024;Reir, cantar, tal vez llorar;214824.0;resuelto_titulo_unico;Reír, cantar, tal vez llorar;2024.0;;MARC FERRER;1.0;;False
Amantes astronautas, Los;17/11/2024;Amantes astronautas;96422.0;resuelto_titulo_unico;Los amantes astronautas;2024.0;;MARCO BERGER;1.0;;False
Vidas irrenovables;10/10/2024;Vidas irrenovables;181424.0;resuelto_titulo_unico;Vidas Irrenovables;2024.0;;FRANCISCO J. VAQUERO ROBUSTILLO;1.0;;False
Flying Hands;03/11/2024;Flying Hands;192622.0;resuelto_titulo_unico;FLYING HANDS;2023.0;;PAULA IGLESIAS;1.0;;False
Tu sangre;31/10/2024;Tu sangre;237623.0;resuelto_titulo_unico;Tu Sangre;2023.0;;GUILLERMO BARREIRA;7.0;;False
A Esmorga;21/11/2014;A Esmorga;71511.0;resuelto_titulo_unico;A ESMORGA;2014.0;;IGNACIO VILAR;1.0;;False
On the Go;28/06/2024;On the Go;108221.0;resuelto_anio_produccion_cercano;On the Go;2023.0;;MARÍA GISÈLE ROYO;16.0;;False
Orgullo Vieja;24/09/2024;Orgullo Vieja;249523.0;resuelto_titulo_unico;ORGULLO VIEJA;2023.0;;CHEMA RODRÍGUEZ;1.0;;False
Salve María;31/10/2024;Salve María;108422.0;resuelto_titulo_unico;Salve Maria;2024.0;;MAR COLL;2.0;;False
Williams, Los;31/10/2024;Williams;48523.0;resuelto_titulo_unico;LOS WILLIAMS;2024.0;;RAÚL DE LA FUENTE;11.0;;False
Por donde pasa el silencio;29/11/2024;Por donde pasa el silencio;104022.0;resuelto_anio_produccion_cercano;Por donde pasa el silencio;2024.0;;SANDRA ROMERO;2.0;;False
Desmontando a Lucia;29/11/2024;Desmontando a Lucia;249823.0;resuelto_titulo_unico;Desmontando a Lucía;2023.0;;ALBERTO UTRERA;1.0;;False
Reinas;06/09/2024;Reinas;93122.0;resuelto_anio_produccion_cercano;REINAS;2024.0;;KLAUDIA REYNICKE;14.0;;False
Alumbramiento;19/06/2024;Alumbramiento;54921.0;resuelto_anio_produccion_cercano;Alumbramiento;2023.0;;PAU TEIXIDOR;2.0;;False
Patria y vida: The Power of Music;18/10/2024;Patria y vida: The Power of Music;256623.0;resuelto_titulo_unico;Patria y vida: The Power of Music;2023.0;;BEATRIZ LUENGO;1.0;;False
Anatema;08/11/2024;Anatema;49622.0;resuelto_anio_produccion_cercano;Anatema;2024.0;;JIMINA SABADÚ;2.0;;False
Norberta;25/07/2024;Norberta;134222.0;resuelto_titulo_unico;Norberta;2024.0;;BELÉN LÓPEZ ALBERT;1.0;;False
As Neves;10/05/2024;As Neves;34022.0;resuelto_titulo_unico;As Neves;2023.0;;SONIA MÉNDEZ;1.0;;False
Chicas de la estacion, Las;22/11/2024;Chicas de la estacion;158821.0;resuelto_titulo_unico;Las chicas de la estación;2024.0;;JUANA MACÍAS;1.0;;False
Polvo seran;15/11/2024;Polvo seran;51921.0;resuelto_titulo_unico;Polvo serán;2024.0;;CARLOS MARQUÉS-MARCET;1.0;;False
Rita;25/10/2024;Rita;89620.0;resuelto_titulo_unico;Rita;2024.0;;PAZ VEGA;16.0;;False
Buscando a Coque;14/02/2024;Buscando a Coque;120022.0;resuelto_titulo_unico;Buscando a Coque;2023.0;;CÉSAR F. CALVILLO;1.0;;False
Un mal dia lo tiene cualquiera;26/01/2024;Un mal dia lo tiene cualquiera;50522.0;resuelto_anio_produccion_cercano;Un mal día lo tiene cualquiera;2023.0;;EVA HACHE;2.0;;False
Mamifera;26/04/2024;Mamifera;36122.0;resuelto_anio_estreno_ficha;Mamífera;2024.0;15/04/2024;LILIANA TORRES;2.0;;False
Abadesa, La;22/03/2024;Abadesa;61919.0;resuelto_titulo_unico;La abadesa;2024.0;;ANTONIO CHAVARRÍAS;1.0;;False
+Cuñados;19/04/2024;+Cuñados;50823.0;resuelto_titulo_unico;+Cuñados;2024.0;;LUIS AVILÉS BAQUERO;4.0;;False
Bus de la vida, El;03/07/2024;Bus de la vida;40422.0;resuelto_titulo_unico;El bus de la vida;2024.0;;IBON CORMENZANA;5.0;;False
Justicia Artificial;13/09/2024;Justicia Artificial;40722.0;resuelto_titulo_unico;Justicia artificial;2022.0;;SIMÓN CASAL;1.0;;False
Calladita;17/05/2024;Calladita;113921.0;resuelto_fecha_estreno_exacta;Calladita;2023.0;17/05/2024;MIGUEL FAUS;2.0;;False
Hotel Bitcoin;13/09/2024;Hotel Bitcoin;192423.0;resuelto_titulo_unico;HOTEL BITCOIN;2024.0;;MANUEL SANABRIA;1.0;;False
Verano en diciembre;08/11/2024;Verano en diciembre;167623.0;resuelto_titulo_unico;Verano en diciembre;2024.0;;CAROLINA ÁFRICA;1.0;;False
Yo no soy esa;31/10/2024;Yo no soy esa;134522.0;resuelto_titulo_unico;YO NO SOY ESA;2024.0;;MARÍA RIPOLL;1.0;;False
Tratamos demasiado bien a las mujeres;15/03/2024;Tratamos demasiado bien a las mujeres;135822.0;resuelto_titulo_unico;Tratamos demasiado bien a las mujeres;2023.0;;CLARA BILBAO;1.0;;False
Mala persona;03/07/2024;Mala persona;43422.0;resuelto_titulo_unico;Mala persona;2023.0;;FER GARCÍA-RUIZ;1.0;;False
Guitarra flamenca de Yerai Cortes, La;20/12/2024;Guitarra flamenca de Yerai Cortes;183424.0;resuelto_titulo_unico;La guitarra flamenca de Yerai Cortés;2024.0;;ANTÓN ÁLVAREZ;1.0;;False
Un lugar comun;14/08/2024;Un lugar comun;162122.0;resuelto_titulo_unico;Un lugar común;2023.0;;CELIA GIRALDO;1.0;;False
Mujer dormida, La;31/05/2024;Mujer dormida;89519.0;resuelto_titulo_unico;La mujer dormida;2023.0;;LAURA ALVEA;1.0;;False
Mis ganas ganan, la historia de Elena Huelva;05/04/2024;Mis ganas ganan, la historia de Elena Huelva;15624.0;resuelto_titulo_unico;Mis Ganas Ganan, la historia de Elena Huelva;2024.0;;JOSÉ LUIS HDEZ. ARANGO;1.0;;False
Un angel llamado Rebeca;26/04/2024;Un angel llamado Rebeca;16124.0;resuelto_titulo_unico;Un ángel llamado Rebeca;2024.0;;JOSÉ MARÍA ZAVALA;1.0;;False
Galeria de las colecciones reales: Patrimonio de todos, La;15/04/2024;Galeria de las colecciones reales: Patrimonio de todos;43524.0;resuelto_titulo_unico;La Galería de las Colecciones Reales: Patrimonio de Todos;2024.0;;PABLO IRABURU ALLEGUE;1.0;;False
Tivoli;21/06/2024;Tivoli;55723.0;resuelto_titulo_unico;Tivoli;2024.0;;SERGIO RODRIGO RUIZ;4.0;;False
Escanyapobres;29/11/2024;Escanyapobres;91919.0;resuelto_titulo_unico;Escanyapobres;2022.0;;IBAI ABAD;1.0;;False
Un dia cualquiera;12/04/2024;Un dia cualquiera;247023.0;resuelto_fecha_estreno_exacta;Un día cualquiera;2023.0;12/04/2024;JOSÉ TEXEIRA;8.0;;False
Rock Bottom;13/12/2024;Rock Bottom;56421.0;resuelto_titulo_unico;Rock Bottom;2024.0;;MARÍA TRÉNOR;1.0;;False
Caso Angelus, la fascinacion de Dalí, El;22/11/2024;Caso Angelus, la fascinacion de Dalí;163623.0;resuelto_titulo_unico;El caso Ángelus, la fascinación de Dalí;2024.0;;JOAN FRANK CHARANSONNET;1.0;;False
Ultimos pastores, Los;31/05/2024;Ultimos pastores;158521.0;resuelto_titulo_unico;Los últimos pastores;2024.0;;SAMU FUENTES;1.0;;False
Gigante de Es Vedrá y otras leyendas, El;08/11/2024;Gigante de Es Vedrá y otras leyendas;113721.0;resuelto_titulo_unico;EL GIGANTE DE ES VEDRÀ Y OTRAS LEYENDAS;2023.0;;HÉCTOR ESCANDELL;1.0;;False
Hojarasca, La;13/09/2024;Hojarasca;98119.0;resuelto_titulo_unico;LA HOJARASCA;2023.0;;MACU MACHÍN;1.0;;False
Bizkarsoro;12/01/2024;Bizkarsoro;12024.0;resuelto_titulo_unico;Bizkarsoro;2023.0;;JOSU MARTÍNEZ;1.0;;False
Fianza, La;05/12/2024;Fianza;233223.0;resuelto_anio_estreno_ficha;LA FIANZA;2023.0;17/11/2024;GONZALO PERDOMO - TAFUR;3.0;;False
Un sol radiant;17/05/2024;Un sol radiant;7523.0;resuelto_titulo_unico;Un sol radiant;2024.0;;MÓNICA CAMBRA DOMÍNGUEZ;1.0;;False
Robotia;07/06/2024;Robotia;88622.0;resuelto_titulo_unico;Robotia;2024.0;;DIEGO CAGIDE;1.0;;False
Aspirante, El;20/09/2024;Aspirante;98819.0;resuelto_anio_estreno_ficha;El aspirante;2024.0;19/09/2024;JUAN GAUTIER;3.0;;False
Amigo de todos, El;24/04/2024;Amigo de todos;220121.0;resuelto_titulo_unico;El amigo de todos;2023.0;;JOSÉ ANTONIO QUIRÓS;1.0;;False
Reina del convento, La;02/02/2024;Reina del convento;46223.0;resuelto_titulo_unico;La reina del convento;2023.0;;CARMEN PERONA CABRERA;1.0;;False
Prefiro condenarme;22/11/2024;Prefiro condenarme;137123.0;resuelto_titulo_unico;Prefiro condenarme;2024.0;;MARGARITA LEDO ANDIÓN;1.0;;False
Negu hurbilak;23/02/2024;Negu hurbilak;108022.0;resuelto_titulo_unico;Negu hurbilak;2023.0;;EKAIN ALBITE;1.0;;False
Dalia y el libro rojo;25/10/2024;Dalia y el libro rojo;44719.0;resuelto_titulo_unico;Dalia y el libro rojo;2024.0;;DAVID BISBANO;1.0;;False
7291;13/11/2024;7291;158624.0;resuelto_titulo_unico;7291;2024.0;;JUANJO CASTRO;1.0;;False
Valenciana;18/10/2024;Valenciana;63023.0;resuelto_titulo_unico;Valenciana;2023.0;;JORDI NÚÑEZ;17.0;;False
Terapia de parejas;14/02/2024;Terapia de parejas;113221.0;resuelto_titulo_unico;Terapia de Parejas;2024.0;;GAIZKA URRESTI;1.0;;False
Mariposas negras;13/12/2024;Mariposas negras;80220.0;resuelto_anio_produccion_cercano;MARIPOSAS NEGRAS;2024.0;;DAVID BAUTE;2.0;;False
Canigo 1883;17/01/2024;Canigo 1883;241523.0;resuelto_titulo_unico;CANIGÓ 1883;2023.0;;ALBERT NAUDÍN;1.0;;False
Solos en la noche;20/09/2024;Solos en la noche;99820.0;resuelto_titulo_unico;Solos en la noche;2024.0;;GUILLERMO ROJAS;2.0;;False
Blondi;03/07/2024;Blondi;104722.0;resuelto_titulo_unico;Blondi;2024.0;;DOLORES FONZI;5.0;;False
Slow;19/01/2024;Slow;22422.0;resuelto_titulo_unico;Slow;2023.0;;MARIJA KAVTARADZE;16.0;;False
Mientras seas tu;09/02/2024;Mientras seas tu;58423.0;resuelto_titulo_unico;Mientras seas tú;2023.0;;CLAUDIA PINTO EMPERADOR;1.0;;False
Un paseo por el Borne;25/07/2024;Un paseo por el Borne;101721.0;resuelto_titulo_unico;Un paseo por el Borne;2023.0;;NICK IGEA;1.0;;False
Red Horn;26/04/2024;Red Horn;188523.0;resuelto_titulo_unico;Red Horn;2023.0;;ALBERTO ADSUARA;2.0;;False
Fugida, La;15/05/2024;Fugida;61324.0;resuelto_titulo_unico;LA FUGIDA;2024.0;;JOSEP MORELL FEIXA;2.0;;False
Equipo Cronica. Arte de trinchera;04/05/2024;Equipo Cronica. Arte de trinchera;140423.0;resuelto_titulo_unico;Equipo Crónica. Arte de trinchera;2025.0;;RAFA SESA;1.0;;False
Votemos;12/06/2025;Votemos;141924.0;resuelto_titulo_unico;Votemos;2025.0;;SANTIAGO REQUEJO;1.0;;False
Karmele;10/10/2025;Karmele;161921.0;resuelto_titulo_unico;Karmele;2025.0;;ASIER ALTUNA IZA;1.0;;False
Afterburn;19/09/2025;Afterburn;61824.0;resuelto_titulo_unico;AFTERBURN;2024.0;;J.J. PERRY;2.0;;False
Abuela tremenda;01/01/2026;Abuela tremenda;197724.0;resuelto_titulo_unico;ABUELA TREMENDA;2025.0;;ANA VÁZQUEZ;1.0;;False
Solo Javier;12/09/2025;Solo Javier;252024.0;resuelto_titulo_unico;Solo Javier;2024.0;;JOSEPMARIA ANGLÈS;1.0;;False
Bajo un volcan;20/06/2025;Bajo un volcan;127724.0;resuelto_titulo_unico;Bajo un volcán;2024.0;;MARTÍN CUERVO;2.0;;False
Parenostre;16/04/2025;Parenostre;106321.0;resuelto_titulo_unico;Parenostre;2024.0;;MANUEL HUERGA;1.0;;False
Gaua;14/11/2025;Gaua;120523.0;resuelto_titulo_unico;GAUA;2025.0;;PAUL URKIJO ALIJO;2.0;;False
Heidi. El rescate del lince;22/08/2025;Heidi. El rescate del lince;51424.0;resuelto_titulo_unico;Heidi. El rescate del lince;2025.0;;TOBY SCHWARZ;1.0;;False
Reversion;07/11/2025;Reversion;234924.0;resuelto_titulo_unico;Reversión;2025.0;;JACOB SANTANA;1.0;;False
Huella del mal, La;04/04/2025;Huella del mal;176924.0;resuelto_titulo_unico;LA HUELLA DEL MAL;2025.0;;MANUEL RÍOS SAN MARTÍN;1.0;;False
Strangers: Capitulo 2;26/09/2025;Strangers: Capitulo 2;160322.0;resuelto_anio_produccion_cercano;STRANGERS: CAPÍTULO 2;2025.0;;RENNY HARLIN;2.0;;False
Tardes de soledad;07/03/2025;Tardes de soledad;73720.0;resuelto_titulo_unico;Tardes de soledad;2024.0;;ALBERT SERRA;1.0;;False
Buena letra, La;30/04/2025;Buena letra;48322.0;resuelto_titulo_unico;La buena letra;2024.0;;CELIA RICO CLAVELLINO;1.0;;False
Parecido a un asesinato;03/10/2025;Parecido a un asesinato;159620.0;resuelto_titulo_unico;Parecido a un asesinato;2024.0;;ANTONIO HERNÁNDEZ;1.0;;False
Aitas, Los;21/03/2025;Aitas;129922.0;resuelto_titulo_unico;Los aitas;2025.0;;BORJA COBEAGA;1.0;;False
Me has robado el corazon;05/12/2025;Me has robado el corazon;199124.0;resuelto_titulo_unico;Me has robado el corazón;2025.0;;CHUS GUTIÉRREZ;1.0;;False
Flores para Antonio;28/11/2025;Flores para Antonio;182924.0;resuelto_titulo_unico;Flores para Antonio;2025.0;;ISAKI LACUESTA;1.0;;False
Mala influencia;24/01/2025;Mala influencia;194423.0;resuelto_titulo_unico;Mala influencia;2024.0;;CHLOÉ WALLACE;2.0;;False
Una quinta portuguesa;09/05/2025;Una quinta portuguesa;82022.0;resuelto_titulo_unico;UNA QUINTA PORTUGUESA;2024.0;;AVELINA PRAT;1.0;;False
Sorda;04/04/2025;Sorda;136823.0;resuelto_anio_estreno_ficha;SORDA;2025.0;24/03/2025;EVA LIBERTAD;2.0;;False
Deuda, La;17/10/2025;Deuda;104522.0;resuelto_anio_produccion_cercano;La deuda;2025.0;;DANIEL GUZMÁN;23.0;;False
Maspalomas;26/09/2025;Maspalomas;191823.0;resuelto_titulo_unico;MASPALOMAS;2025.0;;JOSE MARI GOENAGA;4.0;;False
Cuerpos locos;31/10/2025;Cuerpos locos;198224.0;resuelto_titulo_unico;Cuerpos locos;2025.0;;ANA MURUGARREN;1.0;;False
Voy a pasarmelo mejor;18/07/2025;Voy a pasarmelo mejor;190923.0;resuelto_titulo_unico;Voy a pasármelo mejor;2025.0;;ANA DE ALVA;1.0;;False
Coartadas;28/11/2025;Coartadas;33425.0;resuelto_titulo_unico;COARTADAS;2025.0;;MARTÍN CUERVO;2.0;;False
Siempre es invierno;07/11/2025;Siempre es invierno;172024.0;resuelto_titulo_unico;Siempre es invierno;2025.0;;DAVID TRUEBA;1.0;;False
Campamento Garra de Oso;29/08/2025;Campamento Garra de Oso;154923.0;resuelto_titulo_unico;Campamento Garra de Oso;2025.0;;SÍLVIA QUER;1.0;;False
Descalzos;14/02/2025;Descalzos;173023.0;resuelto_titulo_unico;Descalzos;2024.0;;SANTOS BLANCO;6.0;;False
Ya no quedan junglas;26/09/2025;Ya no quedan junglas;30724.0;resuelto_titulo_unico;Ya no quedan junglas;2025.0;;LUIS GABRIEL BERISTÁIN;1.0;;False
Vieja Loca;10/10/2025;Vieja Loca;9624.0;resuelto_titulo_unico;VIEJA LOCA;2025.0;;MARTÍN MAUREGUI;1.0;;False
Te protegeran mis alas;14/11/2025;Te protegeran mis alas;207624.0;resuelto_titulo_unico;Te protegerán mis alas;2025.0;;ANTONIO CUADRI;1.0;;False
Itoiz Udako Sesioak;24/01/2025;Itoiz Udako Sesioak;105920.0;resuelto_titulo_unico;Itoiz Udako Sesioak;2024.0;;AINHOA ANDRAKA;1.0;;False
Lo que queda de ti;16/05/2025;Lo que queda de ti;58620.0;resuelto_titulo_unico;Lo que queda de ti;2023.0;;GALA GRACIA;1.0;;False
Maleficio (La regla de Osha);03/10/2025;Maleficio (La regla de Osha);172624.0;resuelto_titulo_unico;Maleficio (La regla de Osha);2025.0;;ÁNGEL GONZÁLEZ;1.0;;False
Virgenes;20/06/2025;Virgenes;184723.0;resuelto_titulo_unico;Vírgenes;2025.0;;ÁLVARO DÍAZ LORENZO;12.0;;False
Cariñena, vino del mar;19/06/2025;Cariñena, vino del mar;197023.0;resuelto_titulo_unico;Cariñena, vino del mar;2024.0;;JAVIER CALVO TORRECILLA;1.0;;False
San Simon;24/10/2025;San Simon;81717.0;resuelto_titulo_unico;San Simón;2024.0;;MIGUEL ÁNGEL DELGADO;2.0;;False
Jockey, El;30/05/2025;Jockey;81822.0;resuelto_anio_estreno_ficha;EL JOCKEY;2025.0;29/05/2025;LUIS ORTEGA;6.0;;False
Misericordia;21/03/2025;Misericordia;123723.0;resuelto_anio_produccion_cercano;MISERICORDIA;2024.0;;ALAIN GUIRAUDIE;5.0;;False
Tambien esto pasara;09/05/2025;Tambien esto pasara;190623.0;resuelto_titulo_unico;También esto pasará;2025.0;;MARÍA RIPOLL;1.0;;False
Mi unica familia (Hard Truths);28/02/2025;Mi unica familia (Hard Truths);53823.0;resuelto_titulo_unico;Mi única familia (Hard Truths);2024.0;;MIKE LEIGH;1.0;;False
Tesoro de Barracuda, El;26/09/2025;Tesoro de Barracuda;152921.0;resuelto_titulo_unico;EL TESORO DE BARRACUDA;2025.0;;ADRIÁN GARCÍA;1.0;;False
Coleccionista, La;22/08/2025;Coleccionista;85325.0;resuelto_anio_produccion_cercano;LA COLECCIONISTA;2025.0;;MANUEL SANABRIA;21.0;;False
Todos los lados de la cama;14/11/2025;Todos los lados de la cama;156924.0;resuelto_titulo_unico;Todos los lados de la cama;2025.0;;SAMANTHA LÓPEZ SPERANZA;1.0;;False
Antes de Nos;23/05/2025;Antes de Nos;136023.0;resuelto_titulo_unico;ANTES DE NÓS;2025.0;;ÁNGELES HUERTA;1.0;;False
Rondallas;01/01/2026;Rondallas;194023.0;resuelto_titulo_unico;RONDALLAS;2025.0;;DANIEL SÁNCHEZ ARÉVALO;1.0;;False
Desmontando un elefante;10/01/2025;Desmontando un elefante;44621.0;resuelto_titulo_unico;Desmontando un elefante;2023.0;;AITOR ECHEVERRÍA;1.0;;False
Ciudad sin sueño;21/11/2025;Ciudad sin sueño;121823.0;resuelto_titulo_unico;Ciudad sin sueño;2024.0;;GUILLERMO GALOE;1.0;;False
Singular;28/11/2025;Singular;91422.0;resuelto_titulo_unico;SINGULAR;2024.0;;ALBERTO GASTESI;12.0;;False
Delicias del jardín, Las;19/09/2025;Delicias del jardín;99022.0;resuelto_titulo_unico;Las delicias del jardín;2024.0;;FERNANDO COLOMO;1.0;;False
Mar i Cel;28/11/2025;Mar i Cel;259325.0;resuelto_titulo_unico;MAR I CEL;2025.0;;PAULÍ SUBIRÀ;3.0;;False
Fiebre de los ricos, La;24/01/2025;Fiebre de los ricos;141422.0;resuelto_titulo_unico;La fiebre de los ricos;2023.0;;GALDER GAZTELU-URRUTIA;1.0;;False
Tregua, La;10/10/2025;Tregua;111022.0;resuelto_anio_produccion_cercano;La tregua;2025.0;;MIGUEL ÁNGEL VIVAS MORENO;11.0;;False
Playa de Lobos;05/12/2025;Playa de Lobos;182024.0;resuelto_titulo_unico;Playa de lobos;2024.0;;JAVIER VEIGA;1.0;;False
Sigue mi voz;12/09/2025;Sigue mi voz;194223.0;resuelto_titulo_unico;SIGUE MI VOZ;2025.0;;INÉS PINTOR;1.0;;False
Hasta que me quede sin voz;17/10/2025;Hasta que me quede sin voz;218325.0;resuelto_titulo_unico;Hasta que me quede sin voz;2025.0;;LUCAS NOLLA;1.0;;False
Lo que aprendí de mi pingüino;05/09/2025;Lo que aprendí de mi pingüino;189323.0;resuelto_titulo_unico;LO QUE APRENDÍ DE MI PINGÜINO;2024.0;;PETER CATTANEO;1.0;;False
Buena suerte, La;06/06/2025;Buena suerte;190823.0;resuelto_titulo_unico;La buena suerte;2025.0;;GRACIA QUEREJETA;9.0;;False
Norbert;17/01/2025;Norbert;128511.0;resuelto_titulo_unico;Norbert;2024.0;;JOSÉ CORRAL LLORENTE;2.0;;False
Mi amiga Eva;19/09/2025;Mi amiga Eva;166523.0;resuelto_titulo_unico;Mi amiga Eva;2025.0;;CESC GAY;1.0;;False
Sospecha de Sofía, La;03/10/2025;Sospecha de Sofía;143921.0;resuelto_titulo_unico;La sospecha de Sofía;2025.0;;IMANOL URIBE;1.0;;False
Secreto del orfebre, El;28/02/2025;Secreto del orfebre;159724.0;resuelto_titulo_unico;El secreto del orfebre;2024.0;;OLGA OSORIO;1.0;;False
Tierras del cielo, Las;30/01/2024;Tierras del cielo;83821.0;resuelto_titulo_unico;Las tierras del cielo;2023.0;;PABLO GARCÍA CANGA;1.0;;False
Luz de Soledad;21/10/2016;Luz de Soledad;97315.0;resuelto_titulo_unico;LUZ DE SOLEDAD;2016.0;;PABLO MORENO HERNÁNDEZ;1.0;;False
Addictus;24/11/2024;Addictus;175523.0;resuelto_titulo_unico;ADDICTUS;2023.0;;DAVID ANDRADE;1.0;;False
Marilyn y las avispas;05/04/2024;Marilyn y las avispas;255123.0;resuelto_titulo_unico;Marilyn y las avispas;2023.0;;MIGUEL ÁNGEL CARO;1.0;;False
Matar a Dios;21/09/2018;Matar a Dios;35813.0;resuelto_titulo_unico;Matar a Dios;2018.0;;CAYE CASAS;1.0;;False
In Memoriam Biel;10/10/2024;In Memoriam Biel;61923.0;resuelto_titulo_unico;IN MEMORIAM BIEL;2023.0;;SANTIAGO SUÁREZ BALDRÍS;1.0;;False
Memorias de un cuerpo que arde;29/11/2024;Memorias de un cuerpo que arde;56820.0;resuelto_titulo_unico;Memorias de un cuerpo que arde;2024.0;;ANTONELLA SUDASASSI FURNISS;1.0;;False
Dormiamos, despertamos;15/05/2024;Dormiamos, despertamos;91612.0;resuelto_titulo_unico;DORMÍAMOS, DESPERTAMOS;2012.0;;ALFONSO DOMINGO;1.0;;False
Ayer no termina nunca;26/04/2013;Ayer no termina nunca;82512.0;resuelto_titulo_unico;AYER NO TERMINA NUNCA;2013.0;;ISABEL COIXET;1.0;;False
Sombra del tiburón, La;16/03/2024;Sombra del tiburón;28524.0;resuelto_titulo_unico;La sombra del tiburón;2024.0;;GONZALO LÓPEZ-GALLEGO;1.0;;False
Samuel: Hollywood vs Hollywood;18/04/2024;Samuel: Hollywood vs Hollywood;34123.0;resuelto_titulo_unico;SAMUEL: HOLLYWOOD VS HOLLYWOOD;2023.0;;JUAN ANTONIO TIRADO;1.0;;False
Hagase tu voluntad;03/09/2024;Hagase tu voluntad;114921.0;resuelto_titulo_unico;HÁGASE TU VOLUNTAD;2024.0;;ADRIÁN SILVESTRE;1.0;;False
Buscando a la Santa Compaña;27/10/2024;Buscando a la Santa Compaña;199624.0;resuelto_titulo_unico;Buscando a la Santa Compaña;2024.0;;FERNANDO CORTIZO;1.0;;False
Dorinico, como conseguir un sueño;15/07/2024;Dorinico, como conseguir un sueño;13223.0;resuelto_titulo_unico;DORINICO, CÓMO CONSEGUIR UN SUEÑO;2023.0;;RICARD PEITX;1.0;;False
Caparros. Las botas del entrenador;26/04/2024;Caparros. Las botas del entrenador;18324.0;resuelto_titulo_unico;Caparrós. Las botas del entrenador;2024.0;;ÁNGEL TIRADO;1.0;;False
Mamantula;03/06/2024;Mamantula;37122.0;resuelto_titulo_unico;Mamántula;2023.0;;ION DE SOSA;1.0;;False
Muerte en Amara;25/10/2024;Muerte en Amara;71324.0;resuelto_titulo_unico;Muerte en Amara;2024.0;;AITOR GONZÁLEZ DE LANGARICA;1.0;;False
Revolucion de las musas, La;12/12/2024;Revolucion de las musas;92920.0;resuelto_titulo_unico;La revolución de las musas;2025.0;;YAIZA DE LAMO;1.0;;False
Cuadro, El;08/11/2019;Cuadro;57116.0;resuelto_anio_produccion_cercano;El cuadro;2019.0;;ANDRÉS SANZ VICENTE;13.0;;False
Salvaxe, Salvaxe;02/10/2024;Salvaxe, Salvaxe;102620.0;resuelto_titulo_unico;Salvaxe, Salvaxe;2024.0;;EMILIO FONSECA MARTÍN;1.0;;False
Landrian;10/09/2024;Landrian;11523.0;resuelto_titulo_unico;LANDRIÁN;2024.0;;ERNESTO DARANAS SERRANO;1.0;;False
Homofobia de estado;16/06/2024;Homofobia de estado;53224.0;resuelto_titulo_unico;HOMOFOBIA DE ESTADO;2024.0;;RICHARD ZUBELZU;1.0;;False
Sueño del ladron, El;18/04/2024;Sueño del ladron;74823.0;resuelto_titulo_unico;EL SUEÑO DEL LADRÓN;2023.0;;EDUARDO DÍAZ;1.0;;False
Calle Ancha, Fin de Siglo;25/10/2024;Calle Ancha, Fin de Siglo;187224.0;resuelto_titulo_unico;Calle Ancha, Fin de Siglo;2024.0;;JORGE ARENILLAS;1.0;;False
Buscando a Nika;18/07/2024;Buscando a Nika;30123.0;resuelto_titulo_unico;Buscando a Nika;2023.0;;STANISLAV KAPRALOV;1.0;;False
Intocables de Carles Cases, Los;22/03/2024;Intocables de Carles Cases;150421.0;resuelto_titulo_unico;Los intocables de Carles Cases;2024.0;;MATÍAS BOERO LUTZ;1.0;;False
Reflejos en una habitacion;27/09/2024;Reflejos en una habitacion;88222.0;resuelto_titulo_unico;Reflejos en una habitación;2024.0;;CERES MACHADO;1.0;;False
Revolucion Bitcoin;22/07/2024;Revolucion Bitcoin;123624.0;resuelto_titulo_unico;Revolución Bitcoin;2024.0;;JUAN PABLO MEJÍA CAICEDO;1.0;;False
Bofi;21/09/2024;Bofi;188624.0;resuelto_titulo_unico;BOFI;2024.0;;SENÉN FERNÁNDEZ;1.0;;False
Pequeños amores, Los;08/03/2024;Pequeños amores;73620.0;resuelto_titulo_unico;Los pequeños amores;2022.0;;CELIA RICO CLAVELLINO;1.0;;False
Cuando los amos duermen;29/11/2024;Cuando los amos duermen;133822.0;resuelto_titulo_unico;Cuando los amos duermen;2023.0;;SANTIAGO ALVARADO ILARRI;1.0;;False
No puedo vivir sin ti;01/08/2024;No puedo vivir sin ti;200623.0;resuelto_anio_produccion_cercano;NO PUEDO VIVIR SIN TI;2024.0;;SANTIAGO REQUEJO;2.0;;False
Muertimer, Los;14/08/2025;Muertimer;218124.0;resuelto_titulo_unico;Los Muértimer;2025.0;;ÁLVARO FERNÁNDEZ - ARMERO;1.0;;False
Mikaela;31/01/2025;Mikaela;167923.0;resuelto_titulo_unico;MIKAELA;2024.0;;DANIEL CALPARSORO;1.0;;False
Tierra de nadie;28/03/2025;Tierra de nadie;182923.0;resuelto_anio_produccion_cercano;Tierra de nadie;2024.0;;ALBERT PINTÓ;10.0;;False
Romeria;05/09/2025;Romeria;159323.0;resuelto_anio_produccion_cercano;Romería;2025.0;;CARLA SIMÓN;10.0;;False
