titulo_original;fecha_estreno_original;titulo_busqueda_usado;icaa_id;estado;titulo_encontrado;anio_encontrado;fecha_estreno_ficha;director_encontrado;num_candidatos;candidatos_json;busqueda_truncada
Peluquero romantico, El;09/10/2024;Peluquero romantico;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Yerma 2030: La España VaciLada;16/11/2023;Yerma 2030: La España VaciLada;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Teselas. El poder transformador del viaje;09/03/2024;Teselas. El poder transformador del viaje;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Madres;22/05/2025;Madres;;sin_candidatos_cercanos_probable_reposicion;;;;;48.0;"[{""icaa_id"": 545130, ""titulo_encontrado"": ""COMO TODAS LAS MADRES"", ""director_encontrado"": ""FERNANDO SOLER"", ""anio_encontrado"": 1944, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 3191240, ""titulo_encontrado"": ""COMO TODAS LAS MADRES"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 13101840, ""titulo_encontrado"": ""DESMADRE DE MADRES"", ""director_encontrado"": ""ANDREW ERWIN"", ""anio_encontrado"": 2014, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 421350, ""titulo_encontrado"": ""DIA DE LAS MADRES, EL"", ""director_encontrado"": ""ALFREDO B. CREVENNA"", ""anio_encontrado"": 1968, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 3689840, ""titulo_encontrado"": ""DIA DE LAS MADRES, EL"", ""director_encontrado"": ""ALFREDO B. CREVENNA"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 86814, ""titulo_encontrado"": ""DOS MADRES PERFECTAS"", ""director_encontrado"": ""ANNE FONTAINE"", ""anio_encontrado"": 2013, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 181417, ""titulo_encontrado"": ""EL GRAN DESMADRE (MALAS MADRES 2)"", ""director_encontrado"": ""SCOTT MOORE"", ""anio_encontrado"": 2017, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 21525, ""titulo_encontrado"": ""La isla de las madres gigantes"", ""director_encontrado"": ""CARLOS PÉREZ"", ""anio_encontrado"": 2025, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Documental""}, {""icaa_id"": 131306, ""titulo_encontrado"": ""Madres"", ""director_encontrado"": ""MARIO IGLESIAS GONZALEZ"", ""anio_encontrado"": 2006, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 163010, ""titulo_encontrado"": ""MADRES & HIJAS"", ""director_encontrado"": ""RODRIGO GARCIA OLZA"", ""anio_encontrado"": 2009, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 108710, ""titulo_encontrado"": ""MADRES 0,15 EL MINUTO"", ""director_encontrado"": ""MARINA SERESESKY"", ""anio_encontrado"": 2011, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 8004740, ""titulo_encontrado"": ""MADRES CORAJE MADRES DE PLAZA DE MAYO"", ""director_encontrado"": ""E. CARTOY DIAZ"", ""anio_encontrado"": 2004, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 765330, ""titulo_encontrado"": ""MADRES DE BASTIDORES MADRES DE ARTISTAS"", ""director_encontrado"": ""CHARLES R. BRABIN"", ""anio_encontrado"": 1933, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 222110, ""titulo_encontrado"": ""MADRES DE LA DROGA"", ""director_encontrado"": ""NATALIE JOHANNA HALLA"", ""anio_encontrado"": 2010, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 174221, ""titulo_encontrado"": ""MADRES DE LA REVOLUCIÓN"", ""director_encontrado"": ""BRIAR MARCH"", ""anio_encontrado"": 2021, ""metraje_encontrado"": ""LARGOMETRAJE- Video Documental""}, {""icaa_id"": 97816, ""titulo_encontrado"": ""Madres de luna"", ""director_encontrado"": ""ALICIA ALBARES"", ""anio_encontrado"": 2017, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 21213, ""titulo_encontrado"": ""MADRES DE MAYO"", ""director_encontrado"": ""PABLO JAVIER YOTICH"", ""anio_encontrado"": 2011, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 179624, ""titulo_encontrado"": ""MADRES INVISIBLES, cara a cara con la infertilidad"", ""director_encontrado"": ""QUIM BADENES TORRENS"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Documental""}, {""icaa_id"": 131808, ""titulo_encontrado"": ""MADRES LA HISTORIA DE LAS MADRES DE LA PLAZA DE MAYO"", ""director_encontrado"": ""EDUARDO FELIX WALGER"", ""anio_encontrado"": 2007, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 151020, ""titulo_encontrado"": ""Madres paralelas"", ""director_encontrado"": ""PEDRO ALMODÓVAR"", ""anio_encontrado"": 2021, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 836430, ""titulo_encontrado"": ""Madres que bailan"", ""director_encontrado"": ""HERBERT BRENON"", ""anio_encontrado"": 1926, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 82350, ""titulo_encontrado"": ""Madres solteras"", ""director_encontrado"": ""ANTONIO DEL. AMO"", ""anio_encontrado"": 1975, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 146921, ""titulo_encontrado"": ""MADRES VERDADERAS"", ""director_encontrado"": ""NAOMI KAWASE"", ""anio_encontrado"": 2020, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 175222, ""titulo_encontrado"": ""MADRESELVA"", ""director_encontrado"": ""NATA MORENO"", ""anio_encontrado"": 2023, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 545130, ""titulo_encontrado"": ""COMO TODAS LAS MADRES"", ""director_encontrado"": ""FERNANDO SOLER"", ""anio_encontrado"": 1944, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 3191240, ""titulo_encontrado"": ""COMO TODAS LAS MADRES"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 13101840, ""titulo_encontrado"": ""DESMADRE DE MADRES"", ""director_encontrado"": ""ANDREW ERWIN"", ""anio_encontrado"": 2014, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 421350, ""titulo_encontrado"": ""DIA DE LAS MADRES, EL"", ""director_encontrado"": ""ALFREDO B. CREVENNA"", ""anio_encontrado"": 1968, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 3689840, ""titulo_encontrado"": ""DIA DE LAS MADRES, EL"", ""director_encontrado"": ""ALFREDO B. CREVENNA"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 86814, ""titulo_encontrado"": ""DOS MADRES PERFECTAS"", ""director_encontrado"": ""ANNE FONTAINE"", ""anio_encontrado"": 2013, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 181417, ""titulo_encontrado"": ""EL GRAN DESMADRE (MALAS MADRES 2)"", ""director_encontrado"": ""SCOTT MOORE"", ""anio_encontrado"": 2017, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 21525, ""titulo_encontrado"": ""La isla de las madres gigantes"", ""director_encontrado"": ""CARLOS PÉREZ"", ""anio_encontrado"": 2025, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Documental""}, {""icaa_id"": 131306, ""titulo_encontrado"": ""Madres"", ""director_encontrado"": ""MARIO IGLESIAS GONZALEZ"", ""anio_encontrado"": 2006, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 163010, ""titulo_encontrado"": ""MADRES & HIJAS"", ""director_encontrado"": ""RODRIGO GARCIA OLZA"", ""anio_encontrado"": 2009, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 108710, ""titulo_encontrado"": ""MADRES 0,15 EL MINUTO"", ""director_encontrado"": ""MARINA SERESESKY"", ""anio_encontrado"": 2011, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 8004740, ""titulo_encontrado"": ""MADRES CORAJE MADRES DE PLAZA DE MAYO"", ""director_encontrado"": ""E. CARTOY DIAZ"", ""anio_encontrado"": 2004, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 765330, ""titulo_encontrado"": ""MADRES DE BASTIDORES MADRES DE ARTISTAS"", ""director_encontrado"": ""CHARLES R. BRABIN"", ""anio_encontrado"": 1933, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 222110, ""titulo_encontrado"": ""MADRES DE LA DROGA"", ""director_encontrado"": ""NATALIE JOHANNA HALLA"", ""anio_encontrado"": 2010, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 174221, ""titulo_encontrado"": ""MADRES DE LA REVOLUCIÓN"", ""director_encontrado"": ""BRIAR MARCH"", ""anio_encontrado"": 2021, ""metraje_encontrado"": ""LARGOMETRAJE- Video Documental""}, {""icaa_id"": 97816, ""titulo_encontrado"": ""Madres de luna"", ""director_encontrado"": ""ALICIA ALBARES"", ""anio_encontrado"": 2017, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 21213, ""titulo_encontrado"": ""MADRES DE MAYO"", ""director_encontrado"": ""PABLO JAVIER YOTICH"", ""anio_encontrado"": 2011, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 179624, ""titulo_encontrado"": ""MADRES INVISIBLES, cara a cara con la infertilidad"", ""director_encontrado"": ""QUIM BADENES TORRENS"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Documental""}, {""icaa_id"": 131808, ""titulo_encontrado"": ""MADRES LA HISTORIA DE LAS MADRES DE LA PLAZA DE MAYO"", ""director_encontrado"": ""EDUARDO FELIX WALGER"", ""anio_encontrado"": 2007, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 151020, ""titulo_encontrado"": ""Madres paralelas"", ""director_encontrado"": ""PEDRO ALMODÓVAR"", ""anio_encontrado"": 2021, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 836430, ""titulo_encontrado"": ""Madres que bailan"", ""director_encontrado"": ""HERBERT BRENON"", ""anio_encontrado"": 1926, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 82350, ""titulo_encontrado"": ""Madres solteras"", ""director_encontrado"": ""ANTONIO DEL. AMO"", ""anio_encontrado"": 1975, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 146921, ""titulo_encontrado"": ""MADRES VERDADERAS"", ""director_encontrado"": ""NAOMI KAWASE"", ""anio_encontrado"": 2020, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 175222, ""titulo_encontrado"": ""MADRESELVA"", ""director_encontrado"": ""NATA MORENO"", ""anio_encontrado"": 2023, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}]";False
Chichi y yo;11/10/2024;Chichi y yo;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Siete mesas de billar frances (2007) (re);20/06/2023;Siete mesas de billar frances;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Retorno, El: la vida despues del ISIS;27/05/2021;Retorno, El: la vida despues del ISIS;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Cirlot. La mirada de Bronwyn;09/05/2024;Cirlot. La mirada de Bronwyn;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Maldita primavera, La;29/06/2024;Maldita primavera;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Salvador Dali. Diarios de juventud;09/03/2021;Salvador Dali. Diarios de juventud;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Viva montesa. La vida de un sueño;16/11/2021;Viva montesa. La vida de un sueño;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Artifacts Assembly;04/05/2024;Artifacts Assembly;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Mundo de Jacques Demy, El (1995) (re);27/09/2022;Mundo de Jacques Demy;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Cyborg Generation;22/11/2024;Cyborg Generation;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Silencio antes de Bach, El (2007) (re);08/06/2024;Silencio antes de Bach;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Arenas de silencio (Sands of silence);14/11/2018;Arenas de silencio (Sands of silence);;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Tramposos, Los (1959) (re);30/05/2022;Tramposos;;ambigua_tras_ficha;;;;;16.0;"[{""icaa_id"": 8233440, ""titulo_encontrado"": ""BANDA DE TRAMPOSOS, UNA"", ""director_encontrado"": ""ANDREW GURLAND"", ""anio_encontrado"": 2001, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 3810640, ""titulo_encontrado"": ""DE PROFESION:TRAMPOSOS"", ""director_encontrado"": ""BARBET SCHROEDER"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 552350, ""titulo_encontrado"": ""Dia de los tramposos, El"", ""director_encontrado"": ""JOSEPH L MANKIEWICZ"", ""anio_encontrado"": 1970, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 2293140, ""titulo_encontrado"": ""DOS TRAMPOSOS"", ""director_encontrado"": ""DOUGLAS N. SCHARTZ"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 171650, ""titulo_encontrado"": ""DOS TRAMPOSOS CON SUERTE"", ""director_encontrado"": ""SIDNEY POITIER"", ""anio_encontrado"": 1975, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 4841440, ""titulo_encontrado"": ""POPEYE Y SU HIJO: COMPETENCIAS Y TRAMPOSOS Y EL TESORO PERDI"", ""director_encontrado"": ""ART DAVIS/BOB GOE"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 822951, ""titulo_encontrado"": ""RUFIANES Y TRAMPOSOS"", ""director_encontrado"": ""HENRI VERNEUIL"", ""anio_encontrado"": 1984, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 1570040, ""titulo_encontrado"": ""SHOW DE LOS TRAMPOSOS, EL"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 232388, ""titulo_encontrado"": ""Tramposos de la loto, Los"", ""director_encontrado"": ""ROGER YOUNG"", ""anio_encontrado"": 1987, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 3341940, ""titulo_encontrado"": ""TRAMPOSOS DE LA LOTO, LOS"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 7290540, ""titulo_encontrado"": ""TRAMPOSOS EN HOLLYWOOD"", ""director_encontrado"": ""SONKE WORTMANN"", ""anio_encontrado"": 2001, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 312330, ""titulo_encontrado"": ""TRAMPOSOS ENTRAMPADOS"", ""director_encontrado"": ""JEAN YARBROUGH"", ""anio_encontrado"": 1945, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 3274140, ""titulo_encontrado"": ""TRAMPOSOS Y EMBAUCADORES"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 244550, ""titulo_encontrado"": ""Tramposos, Los"", ""director_encontrado"": ""PEDRO LAZAGA"", ""anio_encontrado"": 1959, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 1120740, ""titulo_encontrado"": ""TRAMPOSOS, LOS"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 2518840, ""titulo_encontrado"": ""TRAMPOSOS, LOS"", ""director_encontrado"": ""PEDRO LAZAGA"", ""anio_encontrado"": 1959, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}]";False
Diego Vasallo, la posteridad para más tarde;25/01/2024;Diego Vasallo, la posteridad para más tarde;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Aroak;25/09/2024;Aroak;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Experimento Deanie;24/03/2024;Experimento Deanie;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Bastarda;09/05/2024;Bastarda;;sin_coincidencia_exacta_titulo;;;;;1.0;"[{""icaa_id"": 665740, ""titulo_encontrado"": ""CIUDAD LLAMADA BASTARDA, UNA"", ""director_encontrado"": ""ROBERT PARRIS"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}]";False
Contra etiqueta, La;15/04/2024;Contra etiqueta;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Irklais per Atlanta;05/07/2024;Irklais per Atlanta;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Flores bajo el hielo;12/09/2024;Flores bajo el hielo;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Feliz no cumpleaños;07/11/2023;Feliz no cumpleaños;;sin_coincidencia_exacta_titulo;;;;;1.0;"[{""icaa_id"": 4817040, ""titulo_encontrado"": ""POWER RANGERS: FELIZ CUMPLEAÑOS, ZACK; NO HAGAIS EL PAY VOL6"", ""director_encontrado"": ""JEFF REINER"", ""anio_encontrado"": 1993, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}]";False
Benin, infancia robada;21/07/2024;Benin, infancia robada;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Sexo, drogas, rock 'n' roll y política. Instituto Santamarca, 1975-1985;15/02/2024;Sexo, drogas, rock 'n' roll y política. Instituto Santamarca, 1975-1985;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Cumbre es el camino, La;24/03/2021;Cumbre es el camino;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
No hay piedad para los condenados;10/12/2021;No hay piedad para los condenados;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Depedro - Todo va a salir bien;16/12/2021;Depedro - Todo va a salir bien;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Elegido, El;02/09/2016;Elegido;;sin_candidatos_cercanos_probable_reposicion;;;;;22.0;"[{""icaa_id"": 140606, ""titulo_encontrado"": ""ELEGIDO (STONE COUNCIL), EL"", ""director_encontrado"": ""GUILLAUME NICLOUX"", ""anio_encontrado"": 2007, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 7484, ""titulo_encontrado"": ""Elegido, El"", ""director_encontrado"": ""FERNANDO. HUERTAS"", ""anio_encontrado"": 1985, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 2263140, ""titulo_encontrado"": ""ELEGIDO, EL"", ""director_encontrado"": ""FERNANDO HUERTAS"", ""anio_encontrado"": 1985, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 736751, ""titulo_encontrado"": ""ELEGIDOS DEL GHETO"", ""director_encontrado"": ""JEREMY PAUL KAGAN"", ""anio_encontrado"": 1981, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 2133240, ""titulo_encontrado"": ""ELEGIDOS DEL GHETO, LOS"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 1594, ""titulo_encontrado"": ""Elegidos para el triunfo"", ""director_encontrado"": ""JON. TURTELTAUB"", ""anio_encontrado"": 1993, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 790751, ""titulo_encontrado"": ""ELEGIDOS PARA LA GLORIA"", ""director_encontrado"": ""PHILIP KAUFMAN"", ""anio_encontrado"": 1983, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 2029540, ""titulo_encontrado"": ""ELEGIDOS PARA LA GLORIA (DOBLADA)"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 2029440, ""titulo_encontrado"": ""ELEGIDOS PARA LA GLORIA (ORIGINAL)"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 4366840, ""titulo_encontrado"": ""ELEGIDOS PARA MATAR"", ""director_encontrado"": ""MATTHEW PATRICK"", ""anio_encontrado"": 1993, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 103500, ""titulo_encontrado"": ""ELEGIDOS, BOONDOCK SAINTS, LOS"", ""director_encontrado"": ""TROY DUFFY"", ""anio_encontrado"": 1998, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 222950, ""titulo_encontrado"": ""Elegidos, Los"", ""director_encontrado"": ""TULIO DEMICHELI"", ""anio_encontrado"": 1963, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 12781040, ""titulo_encontrado"": ""ELEGIDOS, LOS (DARK SKIES)"", ""director_encontrado"": ""SCOTT STEWART"", ""anio_encontrado"": 2012, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 3462740, ""titulo_encontrado"": ""GIFTED ONE: EL ELEGIDO,THE"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 117402, ""titulo_encontrado"": ""KUNG POW: ENTER THE FIST. ELEGIDO PARA EL DESASTRE"", ""director_encontrado"": ""STEVE OEDEKERK"", ""anio_encontrado"": 2002, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 474951, ""titulo_encontrado"": ""Sobrevivientes elegidos, Los"", ""director_encontrado"": ""SUTTON ROLEY"", ""anio_encontrado"": 1973, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 914940, ""titulo_encontrado"": ""SOBREVIVIENTES ELEGIDOS, LOS"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 7450040, ""titulo_encontrado"": ""STARGATE SG-1 LOS ELEGIDOS"", ""director_encontrado"": ""DAVID WARRY"", ""anio_encontrado"": 1999, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 165422, ""titulo_encontrado"": ""THE CHOSEN (LOS ELEGIDOS) TEMPORADA 1"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": 2017, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 202822, ""titulo_encontrado"": ""The chosen (los elegidos) temporada 2"", ""director_encontrado"": ""DALLAS JENKINS"", ""anio_encontrado"": 2021, ""metraje_encontrado"": ""LARGOMETRAJE- Video Serie de video""}, {""icaa_id"": 69823, ""titulo_encontrado"": ""THE CHOSEN (LOS ELEGIDOS). TEMPORADA 3"", ""director_encontrado"": ""DALLAS JENKINS"", ""anio_encontrado"": 2022, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 5624, ""titulo_encontrado"": ""The Chosen (Los Elegidos). Temporada 4"", ""director_encontrado"": ""DALLAS JENKINS"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}]";False
Decision de Joaquina, La;15/12/2024;Decision de Joaquina;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Nightclubbing: The Birth of Punk Rock in NYC;29/10/2022;Nightclubbing: The Birth of Punk Rock in NYC;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Dies d'estiu i de pluja;13/06/2025;Dies d'estiu i de pluja;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Witch Story, A;30/09/2024;Witch Story, A;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Amor en toda la cara;07/06/2024;Amor en toda la cara;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Hada de las estaciones, El;27/03/2023;Hada de las estaciones;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Ez, Eskerrik asko! La ventana de Gladys;23/03/2021;Ez, Eskerrik asko! La ventana de Gladys;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Ghosts of the Chelsea Hotel (and Other Rock & Roll Stories);21/10/2024;Ghosts of the Chelsea Hotel (and Other Rock & Roll Stories);;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Todo a la vez;05/09/2021;Todo a la vez;;sin_coincidencia_exacta_titulo;;;;;1.0;"[{""icaa_id"": 85922, ""titulo_encontrado"": ""Todo a la vez en todas partes"", ""director_encontrado"": ""DANIEL KWAN"", ""anio_encontrado"": 2022, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}]";False
Tres muertes de Teofilo del Valle, Las;09/05/2023;Tres muertes de Teofilo del Valle;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
La Que Se Avecina - Evento Especial;11/11/2025;La Que Se Avecina - Evento Especial;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Tamaño del corazon, El;25/02/2025;Tamaño del corazon;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Palabra maldita, La;29/10/2021;Palabra maldita;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
In Albis;28/09/2023;In Albis;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Pelicula del hierro y la nieve;14/02/2024;Pelicula del hierro y la nieve;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Un tiempo precioso;17/07/2020;Un tiempo precioso;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Hermandad de los gitanos, La;19/03/2024;Hermandad de los gitanos;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Jimmy y la tecla magica;27/07/2024;Jimmy y la tecla magica;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Barcelona Surf Destination;31/05/2022;Barcelona Surf Destination;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Yo mate a Ralph Greene;20/03/2021;Yo mate a Ralph Greene;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Metralla de amor;20/02/2024;Metralla de amor;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Pasion por el cine: trio musical;09/09/2021;Pasion por el cine: trio musical;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Zoo, Sobreviure a l'incendi;22/11/2024;Zoo, Sobreviure a l'incendi;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
