"guionista_id";"person_id_tmdb";"nombre";"sexo";"fuente_sexo";"pais";"fuente_pais";"nombre_credito_original"
696;6149474;"David Ruiz";"";"";"";"";""
697;4308395;"Pitu González";"";"";"";"";""
698;1368562;"Arturo Ruiz Serrano";"hombre";"tmdb";"";"";""
699;6162301;"Carlos Giménez";"";"";"";"";""
700;3644479;"Nina Solà";"mujer";"tmdb";"";"";""
701;2152935;"Guillermo de Oliveira";"hombre";"tmdb";"ES";"tmdb_heuristico";""
702;5466763;"Francisco Sánchez";"";"";"";"";""
703;1958975;"Jordi Vallejo";"hombre";"tmdb";"";"";""
704;6332299;"Iñaki Peña";"";"";"";"";""
705;1223421;"Cristina Otero Roth";"mujer";"tmdb";"ES";"tmdb_heuristico";""
706;3669393;"Manuel Nector Yáñez";"";"";"";"";""
707;4898367;"Álvaro Gimenez";"";"";"";"";""
708;2407285;"Óscar García Blesa";"";"";"";"";""
709;5988546;"Emilio González";"";"";"";"";""
710;232130;"Luis Sánchez Polack";"hombre";"tmdb";"ES";"tmdb_heuristico";""
711;6363870;"Ángel González";"";"";"";"";""
712;5526507;"Sara Vicente Laguna";"";"";"";"";""
713;2108770;"Javi Camino";"";"";"";"";""
714;1828428;"Blanco Santos";"";"";"";"";""
715;4026096;"Tommy Llorens";"";"";"";"";""
716;1797508;"Pablo Romero-Fresco";"";"";"";"";""
717;15490;"Paul Laverty";"hombre";"tmdb";"GB";"wikidata";""
718;1672993;"Julio Mazarico";"";"";"";"";""
719;5345510;"Narciso Ibáñez Serrador";"";"";"";"";""
720;133004;"Chicho Ibáñez Serrador";"hombre";"tmdb";"UY";"tmdb_heuristico";""
721;81157;"Sebastián Borensztein";"hombre";"tmdb";"AR";"tmdb_heuristico";""
722;3489419;"Xuban Intxausti";"";"";"";"";""
723;1658534;"Nicole Betancourt";"";"";"";"";""
724;72768;"Ugo Chiti";"hombre";"tmdb";"IT";"tmdb_heuristico";""
725;1544003;"Luis Castro";"";"";"";"";""
726;1621241;"Luis Murillo";"";"";"";"";""
727;5626806;"Javier Aguirre";"";"";"";"";""
728;1459584;"Rocco Pucillo";"";"";"";"";""
729;5938497;"David Andrade";"";"";"";"";""
730;1796079;"Alberto Utrera";"";"";"";"";""
731;1796081;"Carlos Soria";"";"";"";"";""
732;3286310;"Ana Folgueira";"";"";"";"";""
733;4833291;"Javier Martín-Domínguez";"";"";"";"";""
734;2539801;"Sonia Tercero Ramiro";"";"";"";"";""
735;1468122;"Antonio Aguilar Vicente";"";"";"";"";""
736;5061066;"Carlos Aceituno";"";"";"";"";""
737;1364092;"Marc Fàbregas";"hombre";"wikidata";"";"";""
738;1672995;"Unai Canela";"";"";"";"";""
739;1168568;"Bertha Gaztelumendi";"";"";"";"";""
740;4250005;"Rosa Zufía";"";"";"";"";""
741;5116594;"Rogelio Enríquez Soto";"";"";"";"";""
742;1061599;"Fermin Muguruza";"hombre";"tmdb";"ES";"tmdb_heuristico";""
743;103511;"José Luis Garci";"hombre";"tmdb";"ES";"tmdb_heuristico";""
744;1435013;"Javier Muñoz";"hombre";"tmdb";"ES";"tmdb_heuristico";""
745;1013886;"Rafa Cortés";"hombre";"tmdb";"ES";"wikidata";""
746;5470294;"Sofía Menéndez";"";"";"";"";""
747;222608;"Pedro Masó";"hombre";"tmdb";"ES";"tmdb_heuristico";""
748;51422;"Vicente Coello";"hombre";"tmdb";"ES";"tmdb_heuristico";""
749;98499;"Rafael J. Salvia";"hombre";"tmdb";"ES";"wikidata";""
750;2558738;"Jaime Murciego";"";"";"";"";""
751;1119623;"Pablo Iraburu";"hombre";"tmdb";"";"";""
752;564282;"Manuel Ríos San Martín";"hombre";"wikidata";"ES";"wikidata";""
753;2700038;"Victoria dal Vera";"mujer";"tmdb";"";"";""
754;4865414;"Julio S. de la Fuente";"hombre";"manual";"ES";"manual";""
755;2873841;"Bruno Martín";"";"";"";"";""
756;3759352;"Isabelle Dierckx";"";"";"";"";""
757;2397509;"Javier Quintanilla";"";"";"";"";""
758;1334436;"Miguel Ángel Tobías";"hombre";"wikidata";"ES";"wikidata";""
759;2397512;"Jon Ander Santamaría";"";"";"";"";""
760;2880;"Emilio Estevez";"hombre";"tmdb";"US";"tmdb_heuristico";""
761;2881144;"Mohamed El Badaoui";"";"";"";"";""
762;3446971;"Fran J. Marber";"";"";"";"";""
763;1093748;"David Victori";"hombre";"tmdb";"ES";"tmdb_heuristico";""
764;1526016;"Clara Viola";"";"";"";"";""
765;1563107;"Nacho La Casa";"hombre";"tmdb";"";"";""
766;3331506;"Juan Apolo";"";"";"";"";""
767;88084;"Luis Prieto";"hombre";"tmdb";"ES";"tmdb_heuristico";""
768;3952402;"Mario Hernández";"";"";"";"";""
769;108499;"Manuel Gómez Pereira";"hombre";"tmdb";"ES";"wikidata";""
770;1489421;"Ignacio Tatay";"hombre";"wikidata";"ES";"wikidata";""
771;1679853;"Fernando González Gómez";"";"";"";"";""
772;1175887;"Belén Santos";"";"";"";"";""
773;1066407;"Esaú Dharma";"";"";"";"";""
774;1170972;"Pablo Vara";"";"";"";"";""
775;44224;"Leonardo Brzezicki";"hombre";"tmdb";"AR";"tmdb_heuristico";""
776;3936156;"Esther Yañez";"";"";"";"";""
777;225945;"Javier Elorrieta";"hombre";"wikidata";"ES";"wikidata";""
778;4091835;"Félix García Hernán";"";"";"";"";""
779;3829602;"Gabriela Ybarra";"";"";"";"";""
780;4266799;"Daniel Burgui Iguzkiza";"";"";"";"";""
781;2876642;"Paco Sepúlveda";"hombre";"wikidata";"ES";"wikidata";""
782;1640298;"Luis Roca";"";"";"";"";""
783;583118;"Montxo Armendáriz";"hombre";"tmdb";"ES";"tmdb_heuristico";""
784;1264790;"David Martín Porras";"hombre";"wikidata";"ES";"wikidata";""
785;2662941;"Andrea Gautier";"mujer";"manual";"AR";"manual";""
786;4206690;"Tabatta Salinas Caballero";"mujer";"manual";"MX";"manual";""
787;5010799;"Fernando Rodríguez";"";"";"";"";""
788;4936576;"Rai Fernandez";"";"";"";"";""
789;1395170;"Fernanda Valadez";"mujer";"tmdb";"MX";"tmdb_heuristico";""
790;1486121;"Astrid Rondero";"mujer";"tmdb";"MX";"tmdb_heuristico";""
791;2503583;"David Casals-Roma";"";"";"";"";""
792;2270970;"Marta Romero";"";"";"";"";""
793;1088457;"Albert Solé";"hombre";"tmdb";"ES";"wikidata";""
794;3615853;"Ariadna Vázquez";"";"";"";"";""
795;5798126;"Mario Díaz";"";"";"";"";""
796;5497531;"Miguel Ángel Gutiérrez";"";"";"";"";""
797;2579211;"Elena Molina";"mujer";"tmdb";"ES";"wikidata";""
798;1525399;"Ida Cuéllar";"hombre";"manual";"BO";"manual";""
799;2645524;"Juan Muñoz-Tébar";"hombre";"manual";"ES";"manual";""
800;2697139;"Natxo Leuza";"";"";"";"";""
801;112607;"Carlos Iglesias";"hombre";"tmdb";"ES";"wikidata";""
802;2428295;"Ángel Tirado";"";"";"ES";"tmdb_heuristico";""
803;3567372;"Diego Lodeiros";"";"";"";"";""
804;4839826;"Antón Álvarez";"";"";"";"";""
805;4272320;"Cris Trenas";"";"";"";"";""
806;3193916;"Santos Bacana";"";"";"";"";""
807;3009003;"Rogelio González";"";"";"";"";""
808;59142;"Achero Mañas";"hombre";"tmdb";"ES";"tmdb_heuristico";""
809;59144;"Federico Mañas";"hombre";"wikidata";"ES";"wikidata";""
810;1681183;"Álvaro Díaz Lorenzo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
811;2196715;"Cecilia Montagut";"";"";"";"";""
812;2254756;"Raquel Osborne";"";"";"";"";""
813;1350506;"Pablo Aragüés";"hombre";"wikidata";"ES";"wikidata";""
814;3880881;"Joan Lloveras Mora";"";"";"";"";""
815;2402950;"Bibiana Monje";"";"";"";"";""
816;234369;"Christophe Farnarier";"hombre";"wikidata";"";"";""
817;1013025;"Pablo García Pérez de Lara";"hombre";"wikidata";"ES";"wikidata";""
818;4933566;"Álvaro Mayoral";"";"";"";"";""
819;4181357;"Adrian Varela";"";"";"";"";""
820;4933571;"Nacho Rojas";"";"";"";"";""
821;2002082;"Javier Guerra";"";"";"";"";""
822;4933579;"Isaac Leiro";"";"";"";"";""
823;1963039;"David Moragas";"hombre";"tmdb";"";"";""
824;5778006;"José Luis Rodríguez";"";"";"";"";""
825;3576022;"Nacho Serapio";"hombre";"tmdb";"ES";"tmdb_heuristico";""
826;2856894;"Julia Rebato";"";"";"";"";""
827;1039907;"Jorge Arenillas";"";"";"";"";""
828;1248203;"Luke Eve";"hombre";"tmdb";"AU";"tmdb_heuristico";""
829;1942491;"María Albiñana";"mujer";"tmdb";"";"";""
830;1384823;"Celia Rico Clavellino";"mujer";"tmdb";"ES";"tmdb_heuristico";""
831;793;"Luis Buñuel";"hombre";"tmdb";"ES";"tmdb_heuristico";""
832;4220253;"Xavier Moreno";"";"";"";"";""
833;4261006;"Maria Vilaseca Miguel";"";"";"";"";""
834;5251010;"Joan Marc Voces";"";"";"";"";""
835;88092;"Federico Moccia";"hombre";"tmdb";"IT";"tmdb_heuristico";""
836;564076;"Luca Biglione";"hombre";"tmdb";"";"";""
837;2184142;"Giorgia Colli";"";"";"";"";""
838;1148982;"David Valero";"";"";"";"";""
839;5692485;"Alba López Manubens";"";"";"";"";""
840;2534651;"Alberto Adsuara";"hombre";"tmdb";"ES";"tmdb_heuristico";""
841;71927;"Mapa Pastor";"mujer";"tmdb";"ES";"wikidata";""
842;2247381;"Itziar Bernaola";"";"";"";"";""
843;4919676;"Nino Fontán Allen";"";"";"";"";""
844;3292721;"Jan Matheu";"hombre";"tmdb";"ES";"tmdb_heuristico";""
845;113515;"Jeff Pope";"hombre";"tmdb";"GB";"tmdb_heuristico";""
846;5853511;"Nieves Gómez";"";"";"";"";""
847;1840711;"Teo Martinez";"";"";"";"";""
848;4150281;"Ana Capella";"";"";"";"";""
849;3020937;"Josep Serra Mateu";"";"";"";"";""
850;572453;"Javier Echániz";"hombre";"wikidata";"ES";"wikidata";""
851;3233134;"Nere Falagan";"mujer";"tmdb";"";"";""
852;4919663;"Jone Ibarretxe de la Cal";"mujer";"tmdb";"";"";""
853;1970518;"Erika Halvorsen";"mujer";"manual";"AR";"manual";""
854;1976655;"Mara Pescio";"mujer";"tmdb";"AR";"tmdb_heuristico";""
855;5826190;"Lea Garbini";"";"";"";"";""
856;5205185;"María Ruiz";"";"";"";"";""
857;212674;"Gracia Querejeta";"mujer";"tmdb";"ES";"tmdb_heuristico";""
858;2804608;"Sergio Hernández";"";"";"";"";""
859;2616720;"Eñaut Tolosa";"";"";"";"";""
860;2334966;"Beñat Iturrioz";"";"";"";"";""
861;2369929;"David Hebrero";"";"";"";"";""
862;3697588;"Javier Kiran";"";"";"";"";""
863;5384401;"Iván Morales";"";"";"";"";""
864;5686508;"Adrián Guanche";"";"";"";"";""
865;4990465;"Antonio R. Cabal";"";"";"";"";""
866;2806166;"Laia Aguilar";"";"";"";"";""
867;4510630;"Silvia Moreno";"";"";"";"";""
868;4458925;"Fernando Erre";"";"";"";"";""
869;2433852;"Roi Cagiao";"hombre";"tmdb";"ES";"tmdb_heuristico";""
870;3960005;"Iñaki Varela";"";"";"";"";""
871;1098341;"Manuel Sanabria";"hombre";"wikidata";"";"";""
872;2865703;"Ángela Obón";"mujer";"manual";"ES";"manual";""
873;1569540;"Bárbara Alpuente";"mujer";"manual";"ES";"manual";""
874;4198427;"Paula Iglesias";"";"";"";"";""
875;5374503;"Marta Gómez";"";"";"";"";""
876;5002083;"Asier Guerricaechebarría";"";"";"";"";""
877;588181;"Marcos Cabotá";"hombre";"tmdb";"ES";"wikidata";""
878;5086133;"Vivien Dakota";"";"";"";"";""
879;4800918;"Marina Martín";"";"";"";"";""
880;5086132;"Ivy Hesh";"";"";"";"";""
881;2257022;"Manolo Munguía";"";"";"";"";""
882;1354222;"Ángela Armero";"mujer";"tmdb";"ES";"tmdb_heuristico";""
883;2147073;"Susan Béjar";"";"";"";"";""
884;2352923;"Alfredo Contreras";"";"";"";"";""
885;1049261;"Iñaki Arteta";"hombre";"wikidata";"ES";"wikidata";""
886;2053703;"Armando Ravelo";"hombre";"tmdb";"";"";""
887;588888;"Ramon Térmens";"hombre";"wikidata";"ES";"wikidata";""
888;2885257;"Daniel Faraldo";"";"";"";"";""
889;2467570;"Inés Pintor";"";"";"";"";""
890;2467571;"Pablo Santidrián";"";"";"";"";""
891;4860717;"Diana Muro";"";"";"";"";""
892;1745864;"Chloé Wallace";"mujer";"tmdb";"ES";"wikidata";""
893;40;"Orson Welles";"hombre";"tmdb";"US";"tmdb_heuristico";""
894;2161084;"Diego Corsini";"hombre";"wikidata";"ES";"wikidata";""
895;2441053;"Mariana Cangas";"mujer";"manual";"AR";"manual";""
896;4944469;"Marc Galver Lacruz";"";"";"";"";""
897;2345832;"Ana Ramón Rubio";"";"";"";"";""
898;1491235;"Txaber Larreategi";"";"";"";"";""
899;2229398;"Alauda Ruiz de Azúa";"mujer";"tmdb";"ES";"tmdb_heuristico";""
900;1358333;"Arturo Prins";"hombre";"manual";"NL";"manual";""
901;5520423;"Javier Calvo Torrecilla";"";"";"";"";""
902;3698547;"Carmina Balaguer";"mujer";"manual";"ES";"manual";""
903;2261541;"Izaskun Arandia";"";"";"";"";""
904;1894302;"Arturo Montenegro";"hombre";"tmdb";"PA";"tmdb_heuristico";""
905;4506103;"Andry José Barrientos";"hombre";"manual";"VE";"manual";""
906;5232889;"Andrés Clemente";"hombre";"manual";"ES";"manual";""
907;5348288;"Javier Sánchez Martínez";"";"";"";"";""
908;111462;"D. Ross Lederman";"hombre";"tmdb";"US";"tmdb_heuristico";""
909;5073008;"Viviana González Delfino";"";"";"";"";""
910;5592585;"Alberto José Redondo Villa";"";"";"";"";""
911;2718376;"Francesc Cuéllar";"";"";"";"";""
912;2876280;"Victoria Vázquez";"mujer";"manual";"ES";"manual";""
913;5467197;"Ignacio López";"hombre";"manual";"";"manual";""
914;1805421;"Isaac Berrocal";"hombre";"manual";"ES";"manual";""
915;2876275;"Piter Moreira";"hombre";"tmdb";"UY";"tmdb_heuristico";""
916;2261043;"Diego Arjona";"hombre";"manual";"ES";"manual";""
917;4353897;"Santiago Mazarro";"";"";"";"";""
918;1111670;"Fernando Cortizo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
919;1263849;"Alfonso Amador";"";"";"";"";""
920;1609316;"Sergi Dies";"";"";"";"";""
921;140854;"Miguel Ángel Fernández";"";"";"";"";""
922;140855;"Joaquín Górriz";"";"";"";"";""
923;3033406;"Gonzalo Gurrea Ysasi";"";"";"";"";""
924;4340717;"José Gabriel Lorenzo";"";"";"";"";""
925;1458492;"Tomás Aceituno Maldonado";"hombre";"tmdb";"ES";"tmdb_heuristico";""
926;1016262;"Leonardo Martín";"hombre";"wikidata";"";"";""
927;228489;"Florentino Soria";"";"";"";"";""
928;37493;"Luis García Berlanga";"hombre";"tmdb";"ES";"tmdb_heuristico";""
929;5397;"Ennio Flaiano";"hombre";"tmdb";"IT";"tmdb_heuristico";""
930;4993766;"Joan Bennàssar Escape";"";"";"";"";""
931;1173027;"Antonio Mas Guindal";"hombre";"tmdb";"";"";""
932;104063;"Jesús María de Arozamena";"hombre";"tmdb";"ES";"tmdb_heuristico";""
933;3655290;"José Luis Estañ";"";"";"";"";""
934;2636055;"Miguel Ángel Puro";"";"";"";"";""
935;1909477;"Hilario Abad";"";"";"";"";""
936;47059;"Gerardo Herrero";"hombre";"tmdb";"ES";"tmdb_heuristico";""
937;4043856;"Chema Cardeña";"";"";"";"";""
938;4385;"Sergio Leone";"hombre";"tmdb";"IT";"tmdb_heuristico";""
939;16320;"Jaime Comas Gil";"hombre";"tmdb";"ES";"wikidata";""
940;1805107;"Ricardo Macián";"";"";"";"";""
941;5105628;"David Varela";"";"";"";"";""
942;3630012;"Antonio Gil Aparicio";"";"";"";"";""
943;3630056;"Esteve Ferrer";"";"";"";"";""
944;1690566;"Ana Hurtado";"";"";"";"";""
945;2993061;"Pere Marzo";"";"";"";"";""
946;1672994;"Meritxell Margarit";"";"";"";"";""
947;1180455;"Jaime García Herranz";"hombre";"tmdb";"ES";"wikidata";""
948;1161119;"Alejandro Marzoa Blasco";"";"";"";"";""
949;1066930;"Maite Alberdi";"mujer";"tmdb";"CL";"tmdb_heuristico";""
950;1692673;"José Ángel Bohollo";"";"";"";"";""
951;64845;"Antonio Cuadri";"hombre";"wikidata";"ES";"wikidata";""
952;1582128;"Pedro Delgado";"hombre";"wikidata";"";"";""
953;4198442;"Claudio Crespo";"";"";"";"";""
954;5514982;"Isabel de Azcárraga";"";"";"";"";""
955;3304976;"Pau Canivell";"hombre";"tmdb";"ES";"tmdb_heuristico";""
956;6286768;"Raquel Rodríguez";"";"";"";"";""
957;4033952;"Levi Star";"";"";"";"";""
958;4033956;"Nacho Adorna";"";"";"";"";""
959;51895;"Sergio G. Sánchez";"hombre";"tmdb";"ES";"tmdb_heuristico";""
960;2942039;"Joan Vall Karsunke";"hombre";"tmdb";"ES";"tmdb_heuristico";""
961;5633278;"Laia Requesens";"";"";"";"";""
962;2016985;"Sergio Rubio";"hombre";"tmdb";"ES";"tmdb_heuristico";""
963;2516976;"Rodrigo Bazzano";"";"";"";"";""
964;3561271;"Rosa Valiente";"";"";"";"";""
965;1013002;"Rafael Gordon";"hombre";"wikidata";"ES";"wikidata";""
966;1087095;"Andrés Laszlo";"";"";"";"";""
967;1037361;"José Santugini";"hombre";"tmdb";"ES";"tmdb_heuristico";""
968;3128583;"Max Körner";"";"";"";"";""
969;114967;"Gian Luigi Rondi";"hombre";"tmdb";"IT";"tmdb_heuristico";""
970;12733;"Ladislao Vajda";"hombre";"tmdb";"HU";"tmdb_heuristico";""
971;2006688;"Rosa Blas Traisac";"mujer";"tmdb";"";"";""
972;1051295;"Álvaro Longoria";"hombre";"tmdb";"ES";"tmdb_heuristico";""
973;2602846;"Juan Puchades";"";"";"";"";""
974;12734;"Friedrich Dürrenmatt";"hombre";"tmdb";"CH";"tmdb_heuristico";""
975;4180694;"Antonio Díaz Pérez";"";"";"";"";""
976;3763414;"José Luis Pecharromán";"";"";"";"";""
977;3550114;"Remedios Malvárez";"";"";"";"";""
978;3593301;"Arturo Andújar";"";"";"";"";""
979;588842;"Tirso Calero";"hombre";"wikidata";"ES";"wikidata";""
980;4149531;"Begoña Soler";"";"";"";"";""
981;3525090;"Oscar Montón";"";"";"";"";""
982;1676574;"Melina León";"mujer";"tmdb";"PE";"wikidata";""
983;64856;"Michael Jai White";"hombre";"tmdb";"US";"tmdb_heuristico";""
984;1073834;"Antonio Méndez Esparza";"hombre";"wikidata";"ES";"wikidata";""
985;5305447;"Paula Veleiro";"";"";"";"";""
986;5294998;"Gerardo Boneque";"";"";"";"";""
987;942682;"Blanca Torres";"mujer";"tmdb";"MX";"tmdb_heuristico";""
988;2304656;"Juan Carlevaris";"";"";"";"";""
989;5696747;"David Rubira";"";"";"";"";""
990;5948879;"Marcos Zaván";"";"";"";"";""
991;584193;"Mariano Cohn";"hombre";"tmdb";"AR";"tmdb_heuristico";""
992;584191;"Gastón Duprat";"hombre";"tmdb";"AR";"tmdb_heuristico";""
993;584195;"Andrés Duprat";"hombre";"wikidata";"AR";"wikidata";""
994;1851555;"Pedro Peira";"hombre";"tmdb";"ES";"tmdb_heuristico";""
995;1463086;"Jordi Torrent";"hombre";"tmdb";"ES";"wikidata";""
996;97687;"Miguel del Arco";"hombre";"tmdb";"ES";"wikidata";""
997;3943486;"Antonio Rojano";"hombre";"tmdb";"ES";"tmdb_heuristico";""
998;5659339;"Javier Ortega";"";"";"";"";""
999;1643656;"Jelen Morales";"mujer";"tmdb";"";"";""
1000;1422671;"Hèctor Hernández Vicens";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1001;580706;"Hugo Ruiz";"hombre";"tmdb";"SE";"tmdb_heuristico";""
1002;1804047;"Lucas Nolla";"";"";"";"";""
1003;5902817;"Sepia";"";"";"";"";""
1004;2072468;"Mariona Guiu";"";"";"";"";""
1005;6042075;"José Colina";"";"";"";"";""
1006;143847;"José Luis Font";"";"";"";"";""
1007;1022654;"José Antonio Quirós";"hombre";"wikidata";"ES";"wikidata";""
1008;4350703;"Elena Giménez Blaya";"";"";"";"";""
1009;5786930;"Sebastián Galán";"";"";"";"";""
1010;3235426;"Laura García Andreu";"";"";"";"";""
1011;1195429;"Fernando Merelo";"";"";"";"";""
1012;1195430;"Ricardo Toledo";"";"";"";"";""
1013;4272237;"María Zaragoza";"";"";"";"";""
1014;4886267;"Beatriz Carretero";"";"";"";"";""
1015;4886270;"Eva Contreras";"";"";"";"";""
1016;1065198;"Ricardo Íscar";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1017;5811893;"Carlos Navarro";"";"";"";"";""
1018;1120994;"Fran Sariego";"hombre";"wikidata";"ES";"wikidata";""
1019;1494126;"Manuel Pizarro";"hombre";"tmdb";"";"";""
1020;2428982;"Martina Bueno";"";"";"";"";""
1021;5927926;"Mercedes M. del Río";"";"";"";"";""
1022;115394;"Álvaro de Armiñán";"hombre";"wikidata";"";"";""
1023;2362940;"Jesús Garrido";"";"";"";"";""
1024;932086;"Ignacio Ferreras";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1025;2266639;"Carole Wilkinson";"";"";"";"";""
1026;2266640;"Xianping Wang";"";"";"";"";""
1027;2434977;"Angel Codón";"";"";"";"";""
1028;1546501;"Paco Fox";"hombre";"tmdb";"";"";""
1029;25275;"Rodolfo Montero";"";"";"";"";""
1030;1128094;"Ibon Cormenzana";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1031;26279;"Manuela Vellés";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1032;5207258;"Miguel Ángel Sánchez";"";"";"";"";""
1033;2718867;"Pedro Ballesteros";"";"";"";"";""
1034;1464940;"Aurora Sulli";"";"";"";"";""
1035;1536696;"Marija Kavtaradzė";"mujer";"tmdb";"LT";"tmdb_heuristico";""
1036;2025434;"César Vallejo de Castro";"";"";"";"";""
1037;4382373;"Amaya Villar Navascués";"";"";"";"";""
1038;77122;"María Valverde";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1039;6058348;"Miguel Angel Parra";"";"";"";"";""
1040;4458312;"Pedro Aguilera";"";"";"";"";""
1041;2302227;"Carlos Langa";"";"";"";"";""
1042;2018522;"David Matamoros";"hombre";"manual";"ES";"manual";""
1043;2661260;"Mònica Cambra";"mujer";"manual";"ES";"manual";""
1044;3960226;"Ariadna Fortuny";"mujer";"manual";"ES";"manual";""
1045;3960227;"Clàudia Garcia de Dios";"mujer";"manual";"ES";"manual";""
1046;3374272;"Lucía Herrera";"mujer";"manual";"ES";"manual";""
1047;3014975;"Igna L. Vacas";"";"";"";"";""
1048;3035095;"Saúl Pérez Ruano";"";"";"";"";""
1049;4593142;"Néstor López";"";"";"";"";""
1050;3722956;"Amanda García-Tapia";"";"";"";"";""
1051;129304;"Michela Andreozzi";"mujer";"tmdb";"IT";"tmdb_heuristico";""
1052;1904393;"Alessia Crocini";"mujer";"tmdb";"";"";""
1053;4091588;"Tommaso Triolo";"";"";"";"";""
1054;1023088;"Margarita Alexandre";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1055;1269221;"Rafael María Torrecilla";"";"";"";"";""
1056;1732636;"José Luis Barbero";"";"";"";"";""
1057;1809334;"Joserra Halcón Bejarano";"";"";"";"";""
1058;1284006;"Jeri Iglesias";"";"";"";"";""
1059;3511158;"Josema García Pelayo";"";"";"";"";""
1060;4001191;"Chipi";"";"";"";"";""
1061;2952021;"Ignacio Acconcia";"";"";"";"";""
1062;1605611;"Marçal Cebrian";"hombre";"manual";"ES";"manual";""
1063;3105484;"Anna Surinyach";"";"";"";"";""
1064;4940708;"Juanma Arizmendi";"";"";"";"";""
1065;131416;"Sean Patrick O'Reilly";"hombre";"tmdb";"CA";"tmdb_heuristico";""
1066;3511155;"Jerónimo Silvio Iglesias Aparicio";"hombre";"tmdb";"";"";""
1067;3696892;"Rosa García Loire";"mujer";"tmdb";"";"";""
1068;4019075;"Carlos Prado Pampín";"";"";"";"";""
1069;1521812;"Clara Martínez-Lázaro Alameda";"";"";"";"";""
1070;5341468;"Alejandro Torres";"";"";"";"";""
1071;3530478;"Andrés Martorell";"hombre";"manual";"ES";"manual";""
1072;5052862;"Gonzalo Perdomo-Tafur";"hombre";"manual";"CO";"manual";""
1073;2656544;"José David Díaz";"";"";"";"";""
1074;2518741;"Enrique Bernal";"";"";"";"";""
1075;2429078;"Bernabé Bulnes";"";"";"";"";""
1076;4701508;"Iratxe Pérez Barandalla";"";"";"";"";""
1077;1817184;"Pedro Collantes";"hombre";"tmdb";"ES";"wikidata";""
1078;239202;"Luis Marquina";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1079;1192582;"Enric Miró";"";"";"";"";""
1080;2190612;"Hugo Cabezas";"";"";"";"";""
1081;2190613;"Alejandro Toro";"";"";"";"";""
1082;1382887;"Pedro Lendínez";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1083;4577797;"Guillermo Barreira";"";"";"";"";""
1084;4657428;"Javier Horcajada";"";"";"";"";""
1085;4808400;"Antonio Martín";"";"";"";"";""
1086;1510695;"Alex Guimerà";"";"";"";"";""
1087;2406842;"Guillem Ventura";"";"";"";"";""
1088;1381181;"Eneko Olasagasti";"hombre";"wikidata";"ES";"wikidata";""
1089;1381182;"Carlos Zabala";"hombre";"tmdb";"ES";"wikidata";""
1090;5800608;"Alfonso Aguado";"";"";"";"";""
1091;5399136;"Pablo Vázquez";"";"";"";"";""
1092;6003707;"Julio Espinosa";"";"";"";"";""
1093;34264;"Marco Ferreri";"hombre";"tmdb";"IT";"tmdb_heuristico";""
1094;1780288;"Kiko Prada";"hombre";"wikidata";"ES";"wikidata";""
1095;2889301;"Raul Alaejos";"";"";"";"";""
1096;3202577;"María Zanetti";"mujer";"manual";"AR";"manual";""
1097;5709831;"Alejandro Enríquez";"";"";"";"";""
1098;3795890;"Pablo Casanueva";"";"";"";"";""
1099;1131414;"Alfonso Cortés-Cavanillas";"hombre";"tmdb";"";"";""
1100;1986797;"Estefanía Cortes";"";"";"";"";""
1101;4380359;"Leire Albinarrate";"";"";"";"";""
1102;1618234;"Marco Fernandez";"";"";"";"";""
1103;3613698;"Jose Texeira";"";"";"";"";""
1104;6377038;"Fran López Reyes";"";"";"";"";""
1105;85234;"Salvador del Solar";"hombre";"tmdb";"PE";"wikidata";""
1106;1406365;"Héctor Gálvez";"hombre";"tmdb";"PE";"wikidata";""
1107;4093274;"Pol Picas";"";"";"";"";""
1108;4093273;"Júlia Girós";"";"";"";"";""
1109;71522;"Juan Antonio Bardem";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1110;1164105;"Chema Rodríguez";"hombre";"wikidata";"ES";"wikidata";""
1111;1954334;"Mamen García";"";"";"";"";""
1112;237482;"Raúl Alfonso";"hombre";"tmdb";"CU";"tmdb_heuristico";""
1113;1180122;"Francisco Naranjo";"hombre";"wikidata";"ES";"wikidata";""
1114;1180121;"Camilo Murillo";"";"";"";"";""
1115;2861970;"José Ochoa";"";"";"";"";""
1116;566294;"Patricio Guzmán";"hombre";"tmdb";"CL";"tmdb_heuristico";""
1117;2033131;"Carmen López Areal";"";"";"";"";""
1118;4910317;"Jaume Sucarrats";"hombre";"tmdb";"";"";""
1119;1621741;"Telmo Iragorri";"";"";"";"";""
1120;4648054;"Ainara Fernández";"";"";"";"";""
1121;2449762;"Miguel Angel Caro";"";"";"";"";""
1122;2353223;"Paco Izquierdo";"";"";"";"";""
1123;1696531;"Javier Marco";"hombre";"tmdb";"ES";"wikidata";""
1124;2619626;"Marta Lallana";"";"";"";"";""
