"guionista_id";"person_id_tmdb";"nombre";"sexo";"fuente_sexo";"pais";"fuente_pais";"nombre_credito_original"
1125;1728140;"Enrique Herreros";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1126;16435;"Julio Medem";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1127;53708;"Ira Sachs";"hombre";"tmdb";"US";"tmdb_heuristico";""
1128;1240273;"Beatriz Luengo";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1129;3987249;"Nerea Crespo";"";"";"";"";""
1130;4656727;"Oriol Cardús";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1131;1167672;"Sara Sálamo";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1132;2020238;"Javier Castro";"";"";"";"";""
1133;965;"Fernando Fernán Gómez";"hombre";"tmdb";"PE";"tmdb_heuristico";""
1134;5322138;"Maria Jose Pacreu Rodriguez";"mujer";"tmdb";"";"";""
1135;144734;"Edgar Neville";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1136;4051084;"Rodrigo Martín";"";"";"";"";""
1137;5249955;"Pedro García Ríos";"";"";"";"";""
1138;1031958;"Juan Pinzás";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1139;5394205;"Rubén del Pino";"";"";"";"";""
1140;1374390;"Alejandro Millán";"";"";"";"";""
1141;4978497;"Francisco Rodríguez";"";"";"";"";""
1142;2369120;"Helios Manzanera";"";"";"";"";""
1143;5228746;"Louise Brix Andersen";"";"";"";"";""
1144;5329785;"Eva Mora";"";"";"";"";""
1145;5312607;"Luisje Moyano";"";"";"";"";""
1146;932708;"José Luis Sáenz de Heredia";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1147;1338815;"Ramon Tort";"hombre";"wikidata";"ES";"wikidata";""
1148;2675371;"Toni Agustí";"";"";"";"";""
1149;5421685;"Aritz Gorostiaga Eskubi";"";"";"";"";""
1150;1442310;"Arturo Menor";"";"";"";"";""
1151;1283697;"Francisco Summers";"";"";"";"";""
1152;2544423;"David Miralles";"";"";"";"";""
1153;133090;"José Luis Guerín";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1154;1539731;"Samuel M. Delgado";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1155;2227717;"Laure Desmazières";"mujer";"manual";"FR";"manual";""
1156;5307851;"Carlos Enrique Palacio";"";"";"";"";""
1157;1477912;"Alejo Levis";"hombre";"wikidata";"ES";"wikidata";""
1158;4577478;"Denise Duncan";"";"";"";"";""
1159;1186835;"Juan Minon";"hombre";"wikidata";"ES";"wikidata";""
1160;6246497;"Eduardo Cubillo";"";"";"";"";""
1161;77123;"Gonzalo López-Gallego";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1162;1521343;"Laia Manresa";"";"";"";"";""
1163;4241822;"Moisés Salama";"";"";"";"";""
1164;4365971;"Miguel Ángel Oeste";"";"";"";"";""
1165;3710616;"Mariana Starciuc";"";"";"";"";""
1166;53943;"Ignacio F. Iquino";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1167;4747702;"Ximo Peris";"";"";"";"";""
1168;5782306;"Jorge Rojas";"";"";"";"";""
1169;2754644;"Alejandro Pérez Castellanos";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1170;2438991;"Antonio Llamas";"hombre";"tmdb";"";"";""
1171;1031934;"Benito Perojo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1172;1547100;"Manuel Matji";"";"";"";"";""
1173;237350;"Mario Camus";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1174;936718;"Jaime Rosales";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1175;2374719;"Bárbara Díez";"";"";"";"";""
1176;1418606;"Néstor Ruiz Medina";"";"";"ES";"tmdb_heuristico";""
1177;6308262;"María Lázaro";"";"";"";"";""
1178;1312164;"Fernando Barona";"hombre";"tmdb";"";"";""
1179;4962129;"Reyes Caballero";"";"";"";"";""
1180;5519241;"Julia de Paz Solvas";"";"";"";"";""
1181;1024244;"Héctor Carré";"hombre";"wikidata";"ES";"wikidata";""
1182;1877869;"Alexandre Cirici Pellicer";"";"";"";"";""
1183;4834712;"Rafael Ferrer";"";"";"";"";""
1184;4888027;"José Escobar";"";"";"";"";""
1185;1677883;"Juanjo Moscardó Rius";"hombre";"tmdb";"";"";""
1186;5050358;"Carmen Avalos del Pino";"";"";"";"";""
1187;233957;"Norberto López Amado";"hombre";"wikidata";"ES";"wikidata";""
1188;1343616;"Enrico Audenino";"hombre";"tmdb";"IT";"tmdb_heuristico";""
1189;5408871;"Aser Álvarez González";"";"";"";"";""
1190;1826333;"Lucija Stojevic";"mujer";"tmdb";"";"";""
1191;5810;"Luciano Vincenzoni";"hombre";"tmdb";"IT";"tmdb_heuristico";""
1192;1032968;"Angelino Fons";"hombre";"wikidata";"ES";"wikidata";""
1193;6246635;"Verónica Orrico";"";"";"";"";""
1194;2614503;"Mariana Guzzante";"mujer";"manual";"AR";"manual";""
1195;5455347;"Teresa Trasancos";"mujer";"manual";"ES";"manual";""
1196;1980582;"Juma Fodde";"hombre";"manual";"IT";"manual";""
1197;996580;"Pedro Beltrán";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1198;1169602;"Manuel Ruiz Castillo";"";"";"";"";""
1199;560290;"Pedro Loeb";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1200;5166472;"Javi Barón";"";"";"";"";""
1201;4792626;"David Aguilar";"";"";"";"";""
1202;2261544;"Pello Gutiérrez";"hombre";"tmdb";"";"";""
1203;3403622;"Iñaki Sagastume";"";"";"";"";""
1204;143846;"José Luis Colina";"hombre";"wikidata";"ES";"wikidata";""
1205;1807377;"Fernando López-Mirones";"hombre";"tmdb";"";"";""
1206;1012205;"José Manuel Carrasco";"hombre";"tmdb";"";"";""
1207;4056738;"Francisco Vaquero Robustillo";"";"";"";"";""
1208;4056739;"Gustavo Alés";"";"";"";"";""
1209;4056740;"Pedro Moriche";"";"";"";"";""
1210;5302380;"Garazi Velasco";"";"";"";"";""
1211;2840892;"Carolina Noriega";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1212;4983540;"Roger Danès Morera";"";"";"";"";""
1213;2327508;"Ricardo Franco";"hombre";"tmdb";"MX";"tmdb_heuristico";""
1214;103509;"Eloy de la Iglesia";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1215;27471;"Luis Bermejo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1216;5331869;"Manuel Cabo Sánchez";"";"";"";"";""
1217;954769;"Ángel Sala";"hombre";"tmdb";"";"";""
1218;5283303;"Vanesa Bocanegra";"";"";"";"";""
1219;4808255;"Sabina Méndez";"mujer";"manual";"ES";"manual";""
1220;3962124;"Marco Lagarde";"hombre";"manual";"AR";"manual";""
1221;1748194;"Javier Pascual";"";"";"";"";""
1222;2850691;"Pedro G. Romero";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1223;1078831;"Juan Antonio Porto";"hombre";"wikidata";"ES";"wikidata";""
1224;390853;"Pilar Távora";"mujer";"tmdb";"ES";"wikidata";""
1225;4653926;"Alana S. Portero";"mujer";"tmdb";"";"";""
1226;1036768;"Xavier Villaverde";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1227;1073957;"Sonia Méndez";"mujer";"wikidata";"ES";"wikidata";""
1228;4580494;"Juan Antonio Tirado";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1229;572115;"Ray Figueroa";"hombre";"manual";"PR";"manual";""
1230;1168674;"Gabriel Villanueva";"hombre";"tmdb";"";"";""
1231;72719;"José Luis Dibildos";"hombre";"wikidata";"ES";"wikidata";""
1232;4312256;"Alex Mañas";"";"";"";"";""
1233;1242114;"Maja Borg";"mujer";"tmdb";"SE";"tmdb_heuristico";""
1234;4578364;"Daniel Tornero";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1235;5718669;"Beñat Gereka Bikuña";"";"";"";"";""
1236;2683614;"Amparo Aguilar";"mujer";"manual";"ES";"manual";""
1237;2509031;"Pío Longo";"hombre";"manual";"AR";"manual";""
1238;3710410;"Daniel D. García";"";"";"";"";""
1239;1724318;"Ángeles Huerta";"mujer";"tmdb";"";"";""
1240;1288697;"Carlos Marques-Marcet";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1241;1533722;"Paula Cons";"mujer";"wikidata";"ES";"wikidata";""
1242;1707578;"Caye Casas";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1243;1485396;"Albert Pintó";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1244;4848073;"Esther Morente";"";"";"";"";""
1245;1474206;"Antonio Ojeda";"";"";"";"";""
1246;1266083;"Ismael Morillo";"";"";"";"";""
1247;5032966;"Carmen Estirado";"";"";"";"";""
1248;3862769;"Liliana Torres";"mujer";"manual";"ES";"manual";""
1249;985375;"Fernando Cámara";"hombre";"tmdb";"MX";"wikidata";""
1250;4680400;"David Alonso";"";"";"";"";""
1251;1081336;"Adán Aliaga";"hombre";"wikidata";"ES";"wikidata";""
1252;1116367;"José Luis Martínez Mollá";"";"";"";"";""
1253;589659;"Imanol Rayo";"hombre";"wikidata";"ES";"wikidata";""
1254;1001903;"Víctor Manuel";"hombre";"tmdb";"ES";"wikidata";""
1255;4808377;"Carmen Jiménez";"";"";"";"";""
1256;6059594;"Anna M. Bofarull";"";"";"";"";""
1257;5495770;"Pablo Más Serrano";"";"";"";"";""
1258;5834440;"Maribel Hernández";"";"";"";"";""
1259;1744131;"Robin Petré";"mujer";"tmdb";"DK";"tmdb_heuristico";""
1260;1491153;"Paco Ortiz";"";"";"";"";""
1261;4545832;"Pablo Zanón";"";"";"";"";""
1262;44264;"Rodrigo Sopeña";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1263;44263;"Luis Piedrahita";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1264;1162072;"Gonzalo Maza";"hombre";"tmdb";"CL";"tmdb_heuristico";""
1265;6389807;"Esther Díaz Rey";"";"";"";"";""
1266;1593605;"Antonio Torres Martinó";"hombre";"tmdb";"PR";"tmdb_heuristico";""
1267;1777512;"Antonio Manuel";"";"";"";"";""
1268;1726147;"Georgina Cisquella";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1269;2474514;"Rafael Lobo";"";"";"BR";"tmdb_heuristico";""
1270;1061976;"Marc Martínez";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1271;1515842;"Lara Izagirre";"mujer";"tmdb";"ES";"wikidata";""
1272;37577;"Bigas Luna";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1273;1065244;"José Sánchez-Montes";"hombre";"tmdb";"";"";""
1274;3497954;"Marina Trigueros";"";"";"";"";""
1275;4980450;"Emanuele Giusto Kantfish";"";"";"";"";""
1276;3416965;"Mario-Paul Martínez";"";"";"";"";""
1277;84520;"Víctor Sierra";"hombre";"wikidata";"";"";""
1278;1440782;"Simón Casal";"hombre";"tmdb";"ES";"wikidata";""
1279;2654024;"Marta-Libertad Castillo";"mujer";"manual";"ES";"manual";""
1280;4958781;"Kike Maillo";"hombre";"manual";"ES";"manual";""
1281;67263;"Andrés M. Koppel";"hombre";"tmdb";"";"";""
1282;1614851;"Rafa Martínez";"hombre";"tmdb";"ES";"wikidata";""
1283;2682372;"Borja González Santaolalla";"hombre";"tmdb";"";"";""
1284;2864402;"Ángel Puado Veloso";"";"";"";"";""
1285;2799615;"Area Erina";"";"";"";"";""
1286;4431351;"Arianne Cristiel Dapena";"";"";"";"";""
1287;1876833;"Marta Grau";"mujer";"manual";"ES";"manual";""
1288;1136758;"Raquel Gómez-Rosado";"";"";"";"";""
1289;1446388;"José Ángel Mañas";"hombre";"wikidata";"ES";"wikidata";""
1290;239149;"Angel de la Cruz";"hombre";"wikidata";"ES";"wikidata";""
1291;6360702;"David Matamoros Manteca";"hombre";"manual";"ES";"manual";""
1292;2018520;"Ángeles Hernández";"mujer";"manual";"ES";"manual";""
1293;100897;"Carlos Puerto";"hombre";"tmdb";"";"";""
1294;1204232;"Francesc Relea";"";"";"";"";""
1295;2568321;"Johanne Gómez Terrero";"mujer";"manual";"DO";"manual";""
1296;236516;"Daniel Remón";"hombre";"wikidata";"";"";""
1297;2021125;"Roberto Martín Maiztegui";"";"";"";"";""
1298;1745310;"Lino Escalera";"hombre";"tmdb";"";"";""
1299;1481855;"Irene M. Borrego";"mujer";"tmdb";"ES";"wikidata";""
1300;1631846;"Álvaro Urtizberea";"hombre";"manual";"AR";"manual";""
1301;2852263;"Daniel Monedero";"hombre";"manual";"ES";"manual";""
1302;2865693;"Francisco Arnal";"hombre";"manual";"ES";"manual";""
1303;3472602;"Toti Martínez de Lezea";"";"";"";"";""
1304;2973700;"Alvaro Gurrea";"";"";"";"";""
1305;1007551;"Antonio Mercero";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1306;1042733;"Daniel Padró";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1307;1263590;"Manuel Facal";"hombre";"manual";"AR";"manual";""
1308;5052917;"Miguel García";"";"";"";"";""
1309;1606368;"Isa Feliu";"";"";"";"";""
1310;1603877;"Rosario Pi";"";"";"";"";""
1311;1686833;"Jorge Berlanga";"";"";"";"";""
1312;937769;"Jonás Trueba";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1313;1716364;"Aitor Echeverría";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1314;1016265;"Pep Garrido";"";"";"";"";""
1315;1063331;"David Bisbano";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1316;1121370;"Alfonso Suárez";"hombre";"tmdb";"MX";"tmdb_heuristico";""
1317;3620424;"Gonzalo Suárez Garayo";"";"";"ES";"tmdb_heuristico";""
1318;139244;"Beatriz Iso";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1319;5338994;"Xabier Mina Ederra";"";"";"";"";""
1320;1489033;"Julio Llamazares";"hombre";"tmdb";"ES";"wikidata";""
1321;942161;"Felipe Vega";"hombre";"tmdb";"ES";"wikidata";""
1322;131867;"Daniel Hendler";"hombre";"tmdb";"UY";"tmdb_heuristico";""
1323;1659438;"Elena López Riera";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1324;2118742;"Philippe Azoury";"";"";"";"";""
1325;3700292;"Fermin Aio";"";"";"";"";""
1326;928784;"Nadine Lamari";"";"";"";"";""
1327;2435618;"Nata Moreno";"";"";"";"";""
1328;929757;"Miguel Ángel Calvo Buttini";"hombre";"wikidata";"ES";"wikidata";""
1329;5581651;"Alicia Rodríguez";"";"";"";"";""
1330;4932113;"José Manuel Herraiz";"";"";"";"";""
1331;1839262;"Miguel Eek";"";"";"";"";""
1332;2785405;"Lupe Pérez García";"";"";"";"";""
1333;168101;"Alex Montoya";"hombre";"tmdb";"US";"tmdb_heuristico";""
1334;1047300;"Sergio Barrejón";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1335;2302849;"Amalia Ulman";"mujer";"tmdb";"AR";"tmdb_heuristico";""
1336;1008378;"Félix Sabroso";"hombre";"wikidata";"ES";"wikidata";""
1337;1008377;"Dunia Ayaso";"mujer";"wikidata";"ES";"wikidata";""
1338;1677698;"Nely Reguera";"mujer";"tmdb";"";"";""
1339;1507947;"Ana Diosdado";"mujer";"tmdb";"AR";"tmdb_heuristico";""
1340;1620763;"Glorimar Marrero Sánchez";"mujer";"tmdb";"PR";"tmdb_heuristico";""
1341;4575898;"Jacobo García Fernández";"";"";"";"";""
1342;4832778;"Rosaura Romero";"";"";"";"";""
1343;5115912;"Marías Recarte";"";"";"";"";""
1344;562915;"Santi Amodeo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1345;2349796;"Alberto Gastesi";"";"";"";"";""
1346;1801854;"Alex Merino";"";"";"";"";""
1347;5909538;"Alberto Fernández Arregui";"";"";"";"";""
1348;969241;"Cristian Conti";"hombre";"tmdb";"";"";""
1349;2915542;"Lula Gómez";"mujer";"manual";"ES";"manual";""
1350;1147706;"Jimina Sabadú";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1351;1490075;"Helio Mira";"";"";"";"";""
1352;4044587;"Albert Bertran Bas";"";"";"";"";""
1353;4044588;"Carmelo Viera";"";"";"";"";""
1354;1987284;"Carlota Pereda";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1355;2570550;"Jorge Acebo Canedo";"";"";"FR";"tmdb_heuristico";""
1356;2555139;"Mariana Barassi";"mujer";"manual";"AR";"manual";""
1357;2619572;"Jaime Puertas Castillo";"";"";"";"";""
1358;82700;"Mario Casas";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1359;54228;"Déborah François";"mujer";"tmdb";"BE";"tmdb_heuristico";""
1360;236693;"Mabel Lozano";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1361;2639346;"Enrique Buleo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1362;2194967;"Rubin Stein";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1363;1165419;"Marta Ramos";"";"";"";"";""
1364;6181106;"Miguel Romero";"";"";"";"";""
1365;1572393;"Javier Macipe";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1366;5674493;"Jesus Caballero";"hombre";"manual";"ES";"manual";""
1367;3763970;"Omar Al Abdul Razzak";"hombre";"manual";"ES";"manual";""
1368;1432104;"Alejandro Naranjo";"hombre";"manual";"CO";"manual";""
1369;1355552;"David Romera";"";"";"";"";""
1370;136515;"Rob Sprackling";"hombre";"wikidata";"";"";""
1371;1146781;"Maxi Rodríguez";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1372;6384256;"Alberto García Ortiz";"";"";"";"";""
1373;5111664;"Sylvie Bélanger";"";"";"";"";""
1374;1246601;"Phil Ivanusic";"hombre";"tmdb";"";"";""
1375;3553593;"Joan-Marc Zapata";"";"";"";"";""
1376;1801413;"David Casademunt";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1377;262849;"Alicia Hermida";"mujer";"tmdb";"ES";"wikidata";""
1378;25257;"Julieta Serrano";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1379;97662;"Emma Cohen";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1380;97689;"Juan Tébar";"";"";"";"";""
1381;109081;"Enrique Brasó";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1382;1298398;"Alfonso Ungría";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1383;1744373;"Ignacio Nacho";"";"";"";"";""
1384;1740764;"Luciano Juncos";"hombre";"manual";"AR";"manual";""
1385;3006682;"Renzo Felippa";"hombre";"manual";"CL";"manual";""
1386;4682724;"Biel Macià";"";"";"";"";""
1387;1833773;"Yayo Herrero";"";"";"";"";""
1388;1491189;"Juan Gautier";"";"";"";"";""
1389;5018014;"Laura Herrero";"";"";"";"";""
1390;548748;"Irene Gutiérrez Caba";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1391;2799326;"Lisandra López Fabe";"mujer";"manual";"CU";"manual";""
1392;2729812;"Benet Rosell";"";"";"";"";""
1393;1361408;"Gustau Hernández Mor";"";"";"";"";""
1394;1006815;"Francesc Betriu";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1395;1840534;"Bernardo Sánchez";"";"";"";"";""
1396;3102085;"Eduardo Sánchez Rugeles";"hombre";"tmdb";"VE";"tmdb_heuristico";""
1397;1316690;"Claudia Pinto Emperador";"mujer";"tmdb";"ES";"wikidata";""
1398;1665562;"Maria Mauti";"mujer";"manual";"IT";"manual";""
1399;4080092;"Sara Mesa";"mujer";"manual";"ES";"manual";""
1400;225020;"Juan Cavestany";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1401;5753172;"Carlos Rodríguez";"";"";"";"";""
1402;65452;"Mike Leigh";"hombre";"tmdb";"GB";"tmdb_heuristico";""
1403;1124204;"Robert Bahar";"hombre";"tmdb";"US";"wikidata";""
1404;1124203;"Almudena Carracedo";"mujer";"tmdb";"ES";"wikidata";""
1405;2034541;"Kim Roberts";"";"";"";"";""
1406;5511239;"Ricardo Acosta";"";"";"";"";""
1407;5043210;"Manuel García Serrano";"";"";"";"";""
1408;4633424;"Cristina Linares";"";"";"";"";""
1409;2627397;"Augusto Sinay";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1410;100833;"Tomás Aznar";"hombre";"tmdb";"";"";""
1411;100834;"Miguel Lizondo";"";"";"";"";""
1412;1692922;"Alfredo Casado";"";"";"";"";""
1413;2928018;"Aleksandra Karczewska";"";"";"";"";""
1414;1395595;"Burnin' Percebes";"";"";"";"";""
1415;1295651;"Pau Teixidor";"hombre";"wikidata";"";"";""
1416;1084018;"José Luis Acosta";"hombre";"tmdb";"ES";"wikidata";""
1417;1421242;"Miguel Llansó";"hombre";"tmdb";"ES";"wikidata";""
1418;1058959;"Amaia Merino";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1419;984083;"Patxo Tellería";"hombre";"wikidata";"ES";"wikidata";""
1420;588636;"Marta Nieto";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1421;4547559;"Beatriz Herzog";"";"";"";"";""
1422;1110423;"Chiqui Carabante";"hombre";"wikidata";"ES";"wikidata";""
1423;6015089;"Paula Palacios";"";"";"";"";""
1424;1019826;"José Luis Feito";"hombre";"wikidata";"ES";"wikidata";""
1425;4816032;"Ignacio Wilson";"";"";"";"";""
1426;4816029;"Juana Torrijos";"";"";"";"";""
1427;1866952;"Juanma Villar Betancort";"hombre";"manual";"ES";"manual";""
1428;4318654;"Erlyn L. Borges";"hombre";"manual";"CU";"manual";""
1429;1529816;"Paolo Marinou-Blanco";"hombre";"wikidata";"US";"tmdb_heuristico";""
1430;1490618;"Kike Narcea";"";"";"";"";""
1431;1929029;"Helin Çelik";"mujer";"wikidata";"TR";"wikidata";""
1432;2212104;"María Trénor";"mujer";"tmdb";"";"";""
1433;106779;"Albertina Carri";"mujer";"tmdb";"AR";"tmdb_heuristico";""
1434;2999033;"Agustín Godoy";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1435;4075083;"Carolina Alamino";"mujer";"manual";"AR";"manual";""
1436;3947595;"Xavier Esteban Casas";"";"";"";"";""
1437;4519808;"Erika Sánchez";"";"";"";"";""
1438;3418854;"Daniel Cebrián";"hombre";"manual";"ES";"manual";""
1439;2452476;"Andrés Sanz Vicente";"hombre";"tmdb";"";"";""
1440;"";"Juan Prosper";"hombre";"manual";"MX";"manual";""
1441;4102306;"Rocío Mesa";"";"";"";"";""
1442;229765;"Mariano Ozores Puchol";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1443;1557040;"Belén Funes";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1444;1068859;"Carlos Agulló";"hombre";"wikidata";"ES";"wikidata";""
1445;2452489;"Daniel M. Caneiro";"";"";"";"";""
1446;2452490;"Borja Figuerola";"";"";"";"";""
1447;2391077;"Gala Gracia";"mujer";"tmdb";"";"";""
1448;6224543;"Javier Vila";"";"";"";"";""
1449;3538425;"Álex Galán";"";"";"";"";""
1450;570219;"Manuel Serrano";"hombre";"tmdb";"";"";""
1451;2881252;"Beatriz Alba";"";"";"";"";""
1452;1205054;"Joan López Lloret";"hombre";"wikidata";"";"";""
1453;2543427;"Meri Collazos Solà";"";"";"";"";""
1454;3051868;"Harkaitz Cano";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1455;114716;"Guillermo Fesser";"hombre";"tmdb";"ES";"wikidata";""
1456;1442192;"Vito Sanz";"hombre";"tmdb";"ES";"wikidata";""
1457;140853;"Chema de la Peña";"hombre";"tmdb";"ES";"wikidata";""
1458;2428296;"Antonio García Jimenez";"";"";"";"";""
1459;1427769;"Cristina Martín Barcelona";"";"";"";"";""
1460;1427771;"Maria José Martín Barcelona";"";"";"";"";""
1461;1451411;"Santos Mercero";"hombre";"wikidata";"ES";"wikidata";""
1462;1202721;"Possidónio Cachapa";"";"";"";"";""
1463;1905524;"Cristina Pinheiro";"";"";"";"";""
1464;987581;"Manane Rodríguez";"mujer";"tmdb";"UY";"tmdb_heuristico";""
1465;1660008;"James Lattimer";"";"";"";"";""
1466;1154833;"Danielle Schleif";"mujer";"wikidata";"";"";""
1467;4076684;"José Ortuño";"hombre";"manual";"ES";"manual";""
1468;1340863;"Patricia Ortega";"mujer";"wikidata";"VE";"wikidata";""
1469;4426666;"Asier Andueza";"";"";"";"";""
1470;1871730;"Lola Salvador";"mujer";"tmdb";"";"";""
1471;125209;"Pilar Miró";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1472;3044913;"Sabela Iglesias";"";"";"";"";""
1473;3021521;"Violeta Salama";"";"";"";"";""
1474;1285538;"Luis López Carrasco";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1475;2482448;"Raúl Liarte";"hombre";"tmdb";"";"";""
1476;1639587;"Guillermo Rojas";"";"";"";"";""
1477;5194249;"Fanny Burdino";"";"";"";"";""
1478;559668;"Samuel Doux";"hombre";"tmdb";"FR";"wikidata";""
1479;586024;"Bernabé Rico";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1480;90775;"Juan Carlos Rubio";"hombre";"tmdb";"ES";"wikidata";""
1481;5720969;"Almudena Monzú";"";"";"";"";""
1482;944482;"Javier Rebollo";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1483;1475675;"Luis Bértolo";"";"";"";"";""
1484;1839278;"Guillem Miró";"";"";"";"";""
1485;3108570;"Ana Inés Fernández";"";"";"";"";""
1486;2383780;"Anna Giralt Gris";"mujer";"wikidata";"ES";"wikidata";""
1487;41671;"Nimród Antal";"hombre";"tmdb";"US";"tmdb_heuristico";""
1488;1144092;"Matt Johnson";"hombre";"tmdb";"CA";"tmdb_heuristico";""
1489;5515313;"Santiago Suárez Baldrís";"";"";"";"";""
1490;3772682;"Lucas Vermal";"hombre";"manual";"AR";"manual";""
1491;3772681;"Edgardo Dobry";"hombre";"manual";"AR";"manual";""
1492;1069344;"Pablo Malo";"hombre";"tmdb";"ES";"wikidata";""
1493;6320671;"Antonio Morales";"";"";"";"";""
1494;5052612;"Reyes Gallegos";"mujer";"tmdb";"";"";""
1495;3433442;"Lexeia Larrañaga";"";"";"";"";""
1496;3433444;"Amador Prieto";"";"";"";"";""
1497;2425118;"Jordi Núñez";"hombre";"tmdb";"";"";""
1498;2168402;"Maider Oleaga";"mujer";"tmdb";"ES";"tmdb_heuristico";""
1499;76093;"Carmen Chaplin";"mujer";"tmdb";"GB";"tmdb_heuristico";""
1500;2014388;"Álvaro Lion Depetre";"";"";"";"";""
1501;1562783;"Anna R. Costa";"";"";"";"";""
1502;5563552;"Noelia Adánez";"";"";"";"";""
1503;1074938;"Alberto Morais";"hombre";"wikidata";"ES";"wikidata";""
1504;5020311;"Samuel del Amor";"hombre";"manual";"ES";"manual";""
1505;2955663;"Ferran Ureña";"";"";"";"";""
1506;1030532;"Álvaro García-Capelo";"";"";"";"";""
1507;2282004;"David Berraondo";"hombre";"manual";"ES";"manual";""
1508;2872919;"Celia Viada Caso";"";"";"";"";""
1509;1510245;"Carmen Martín Gaite";"mujer";"tmdb";"";"";""
1510;1364130;"María Pérez Sanz";"mujer";"tmdb";"ES";"wikidata";""
1511;36632;"Juan Diego Botto";"hombre";"tmdb";"AR";"tmdb_heuristico";""
1512;5560016;"Olga Rodríguez";"";"";"";"";""
1513;5544451;"Ainhoa Rodríguez";"";"";"";"";""
1514;1027164;"Ventura Durall";"hombre";"tmdb";"";"";""
1515;5368505;"Carles Cúbos Serra";"";"";"";"";""
1516;2903418;"Alberto Martín Menacho";"";"";"";"";""
1517;1814486;"José Antonio Vitoria";"";"";"";"";""
1518;2261215;"Garbiñe Losada";"";"";"";"";""
1519;5209434;"José Luis López";"hombre";"manual";"";"manual";""
1520;1078616;"Salvador Simó";"hombre";"tmdb";"ES";"tmdb_heuristico";""
1521;1843397;"Eligio R. Montero";"";"";"ES";"tmdb_heuristico";""
