"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo"
"47, El";"A Contracorriente";"06/09/2024";3228506.0;501667;2024;"";"47";"El"
"Casa en llamas";"Vercine";"28/06/2024";3068687.0;456805;2024;"";"Casa en llamas";""
"Menudas piezas";"Paramount Int'l";"12/04/2024";2546827.0;387581;2024;"";"Menudas piezas";""
"Habitacion de al lado, La";"Warner Bros";"18/10/2024";2430999.0;395778;2024;"";"Habitacion de al lado";"La"
"Pideme lo que quieras";"Warner Bros";"29/11/2024";2027017.0;292513;2024;"";"Pideme lo que quieras";""
"Dragonkeeper: Guardiana de dragones";"A Contracorriente";"19/04/2024";1961118.0;297035;2024;"";"Dragonkeeper: Guardiana de dragones";""
"Valle de sombras";"Walt Disney";"12/01/2024";1673128.0;255190;2024;"";"Valle de sombras";""
"Correo, El";"Universal";"19/01/2024";1643553.0;245738;2024;"";"Correo";"El"
"Cuerpo escombro";"Walt Disney";"09/08/2024";1499427.0;239178;2024;"";"Cuerpo escombro";""
"Soy Nevenka";"Walt Disney";"27/09/2024";1412468.0;236505;2024;"";"Soy Nevenka";""
"Virgen roja, La";"Elastica";"27/09/2024";1308046.0;219980;2024;"";"Virgen roja";"La"
"Marco";"Bteam Pictures";"08/11/2024";1254805.0;206951;2024;"";"Marco";""
"¿Quién es quien?";"DeAPlaneta";"05/12/2024";1157179.0;177774;2024;"";"¿Quién es quien?";""
"Políticamente incorrectos";"DeAPlaneta";"23/02/2024";1074029.0;162820;2024;"";"Políticamente incorrectos";""
"Al otro barrio";"Walt Disney";"05/12/2024";1060323.0;157659;2024;"";"Al otro barrio";""
"Escape";"Beta Fiction";"31/10/2024";662904.0;119575;2024;"";"Escape";""
"Un lio de millones";"Sony";"20/12/2024";647596.0;91941;2024;"";"Un lio de millones";""
"Casa, La";"A Contracorriente";"01/05/2024";588216.0;100477;2024;"";"Casa";"La"
"Destellos, Los";"Caramel Films";"04/10/2024";577693.0;97618;2024;"";"Destellos";"Los"
"Estrella azul, La";"Wanda";"23/02/2024";550028.0;89305;2024;"";"Estrella azul";"La"
"Sin instrucciones";"Warner Bros";"25/12/2024";540000.0;75615;2024;"";"Sin instrucciones";""
"Puntos suspensivos";"Vertice";"20/09/2024";523487.0;85270;2024;"";"Puntos suspensivos";""
"Topuria: Matador";"Filmax";"19/09/2024";510267.0;73040;2024;"";"Topuria: Matador";""
"Pajaros";"Filmax";"05/04/2024";506596.0;83444;2024;"";"Pajaros";""
"Hispanoamerica. Canto a la vida y esperanza";"Bosco Films";"12/04/2024";478359.0;64378;2024;"";"Hispanoamerica. Canto a la vida y esperanza";""
"Joia: Bad Gyal, La";"Avalon Distribución";"24/10/2024";440623.0;51860;2024;"";"Joia: Bad Gyal";"La"
"Volvereis";"Elastica";"30/08/2024";421850.0;68957;2024;"";"Volvereis";""
"SuperKlaus";"Filmax";"05/12/2024";374108.0;66029;2024;"";"SuperKlaus";""
"Heroes del Central Park";"A Contracorriente";"30/08/2024";336656.0;55364;2024;"";"Heroes del Central Park";""
"Maestro que prometio el mar, El";"Filmax";"10/11/2023";334406.0;57146;2024;"";"Maestro que prometio el mar";"El"
"Segundo premio";"Bteam Pictures";"24/05/2024";332813.0;57334;2024;"";"Segundo premio";""
"Amanece en Samana";"Universal";"08/11/2024";320249.0;51185;2024;"";"Amanece en Samana";""
"Caida libre";"Universal";"17/05/2024";288220.0;46522;2024;"";"Caida libre";""
"Por tus muertos";"Walt Disney";"08/03/2024";271489.0;41059;2024;"";"Por tus muertos";""
"Matusalen";"Flins y Piniculas";"05/04/2024";262519.0;41187;2024;"";"Matusalen";""
"¿Es el enemigo? La película de Gila";"Filmax";"13/12/2024";254313.0;41267;2024;"";"¿Es el enemigo? La película de Gila";""
"Isla perdida (Haunted Heart)";"Bteam Pictures";"23/08/2024";252902.0;41896;2024;"";"Isla perdida (Haunted Heart)";""
"Robot Dreams";"Bteam Pictures";"06/12/2023";248958.0;41499;2024;"";"Robot Dreams";""
"Disco, Ibiza, Locomia";"DeAPlaneta";"17/05/2024";238123.0;38233;2024;"";"Disco, Ibiza, Locomia";""
"Navidad en sus manos, La";"A Contracorriente";"01/12/2023";211936.0;32028;2024;"";"Navidad en sus manos";"La"
"Llanto, El";"Universal";"25/10/2024";199598.0;32401;2024;"";"Llanto";"El"
"Estacion Rocafort";"Filmax";"06/09/2024";195979.0;29215;2024;"";"Estacion Rocafort";""
"Raqa";"DeAPlaneta";"22/11/2024";195773.0;33371;2024;"";"Raqa";""
"Pequeños amores, Los";"Bteam Pictures";"08/03/2024";190566.0;31520;2024;"";"Pequeños amores";"Los"
"Guitarra flamenca de Yerai Cortes, La";"A Contracorriente";"20/12/2024";169298.0;23937;2024;"";"Guitarra flamenca de Yerai Cortes";"La"
"Mala persona";"Filmax";"03/07/2024";165301.0;28670;2024;"";"Mala persona";""
"Tratamos demasiado bien a las mujeres";"Filmax";"15/03/2024";162683.0;26724;2024;"";"Tratamos demasiado bien a las mujeres";""
"Yo no soy esa";"Sony";"31/10/2024";138527.0;26690;2024;"";"Yo no soy esa";""
"Verano en diciembre";"Vertigo Films";"08/11/2024";135613.0;23908;2024;"";"Verano en diciembre";""
"20.000 Especies de abejas";"Bteam Pictures";"21/04/2023";124267.0;22075;2024;"";"20.000 Especies de abejas";""
"Hotel Bitcoin";"DeAPlaneta";"13/09/2024";119532.0;19704;2024;"";"Hotel Bitcoin";""
"Calladita";"Karma";"17/05/2024";119214.0;20359;2024;"";"Calladita";""
"Justicia Artificial";"A Contracorriente";"13/09/2024";118231.0;19470;2024;"";"Justicia Artificial";""
"Bus de la vida, El";"A Contracorriente";"03/07/2024";116193.0;19675;2024;"";"Bus de la vida";"El"
"Nina";"Bteam Pictures";"10/05/2024";115336.0;20378;2024;"";"Nina";""
"+Cuñados";"Baños Films";"19/04/2024";108332.0;17031;2024;"";"+Cuñados";""
"Tu madre o la mia: guerra de suegras";"A Contracorriente";"02/08/2024";103816.0;18163;2024;"";"Tu madre o la mia: guerra de suegras";""
"Abuela y el forastero, La";"Caracter Films";"13/09/2024";97414.0;17533;2024;"";"Abuela y el forastero";"La"
"Abadesa, La";"Wanda";"22/03/2024";95145.0;15093;2024;"";"Abadesa";"La"
"Guadalupe, Madre de la Humanidad";"European Dreams Factory";"01/03/2024";92668.0;13264;2024;"";"Guadalupe, Madre de la Humanidad";""
"Mamifera";"Filmax";"26/04/2024";90304.0;14183;2024;"";"Mamifera";""
"Un mal dia lo tiene cualquiera";"Warner Bros";"26/01/2024";85836.0;13650;2024;"";"Un mal dia lo tiene cualquiera";""
"Buscando a Coque";"Filmax";"14/02/2024";79896.0;13241;2024;"";"Buscando a Coque";""
"Rita";"Filmax";"25/10/2024";77353.0;14212;2024;"";"Rita";""
"Salto, El";"Filmax";"12/04/2024";76177.0;13665;2024;"";"Salto";"El"
"Polvo seran";"Elastica";"15/11/2024";71738.0;12049;2024;"";"Polvo seran";""
"Chicas de la estacion, Las";"A Contracorriente";"22/11/2024";69077.0;11922;2024;"";"Chicas de la estacion";"Las"
"As Neves";"Sideral";"10/05/2024";66763.0;11844;2024;"";"As Neves";""
"Norberta";"Filmax";"25/07/2024";57206.0;9500;2024;"";"Norberta";""
"Anatema";"Sony";"08/11/2024";54475.0;8203;2024;"";"Anatema";""
"Ultimos romanticos, Los";"A Contracorriente";"15/11/2024";53777.0;10012;2024;"";"Ultimos romanticos";"Los"
"Patria y vida: The Power of Music";"Bosco Films";"18/10/2024";52750.0;7446;2024;"";"Patria y vida: The Power of Music";""
"Alumbramiento";"Filmax";"19/06/2024";50890.0;8479;2024;"";"Alumbramiento";""
"Reinas";"Bteam Pictures";"06/09/2024";50199.0;8568;2024;"";"Reinas";""
"Desmontando a Lucia";"TriPictures";"29/11/2024";49253.0;8392;2024;"";"Desmontando a Lucia";""
"Por donde pasa el silencio";"Bteam Pictures";"29/11/2024";49010.0;8469;2024;"";"Por donde pasa el silencio";""
"Un Amor";"Bteam Pictures";"10/11/2023";46215.0;8911;2024;"";"Un Amor";""
"Williams, Los";"39 Escalones";"31/10/2024";44844.0;8241;2024;"";"Williams";"Los"
"Salve María";"Elastica";"31/10/2024";44150.0;8792;2024;"";"Salve María";""
"Saben aquell";"Warner Bros";"01/11/2023";43982.0;8428;2024;"";"Saben aquell";""
"Un lugar comun";"Alfa Pictures";"14/08/2024";43845.0;8052;2024;"";"Un lugar comun";""
"Mujer dormida, La";"Filmax";"31/05/2024";42312.0;9417;2024;"";"Mujer dormida";"La"
"Johnny Puff. Misión Secreta";"Maravillas Distribuciones";"05/04/2024";38456.0;6314;2024;"";"Johnny Puff. Misión Secreta";""
"Mis ganas ganan, la historia de Elena Huelva";"39 Escalones";"05/04/2024";37005.0;5422;2024;"";"Mis ganas ganan, la historia de Elena Huelva";""
"Honeymoon";"Filmax";"12/01/2024";35502.0;6043;2024;"";"Honeymoon";""
"Un angel llamado Rebeca";"European Dreams Factory";"26/04/2024";33483.0;5245;2024;"";"Un angel llamado Rebeca";""
"Mientras seas tu";"Filmax";"09/02/2024";31080.0;5629;2024;"";"Mientras seas tu";""
"Historias";"Vertice";"24/05/2024";30316.0;5439;2024;"";"Historias";""
"Slow";"Surtsey Films";"19/01/2024";30021.0;5139;2024;"";"Slow";""
"Blondi";"Karma";"03/07/2024";29573.0;5346;2024;"";"Blondi";""
"Solos en la noche";"Summer Films";"20/09/2024";26612.0;4666;2024;"";"Solos en la noche";""
"Canigo 1883";"Independent";"17/01/2024";26527.0;4072;2024;"";"Canigo 1883";""
"Faro";"Alfa Pictures";"26/01/2024";25333.0;4280;2024;"";"Faro";""
"Zoo, Sobreviure a l'incendi";"39 Escalones";"22/11/2024";24625.0;3497;2024;"";"Zoo, Sobreviure a l'incendi";""
"Samsara";"Atalante";"20/12/2023";24082.0;4012;2024;"";"Samsara";""
"Mariposas negras";"Sideral";"13/12/2024";22183.0;4022;2024;"";"Mariposas negras";""
"Terapia de parejas";"Urresti Producciones";"14/02/2024";21369.0;3838;2024;"";"Terapia de parejas";""
"Valenciana";"Caracter Films";"18/10/2024";21345.0;3577;2024;"";"Valenciana";""
"Creatura";"Avalon Distribución";"08/09/2023";20712.0;3608;2024;"";"Creatura";""
"7291";"Independent";"13/11/2024";19105.0;2848;2024;"";"7291";""
"Dalia y el libro rojo";"Alfa Pictures";"25/10/2024";18967.0;3196;2024;"";"Dalia y el libro rojo";""
"Home dels nassos, L'";"Filmax";"19/01/2024";18597.0;3001;2024;"";"Home dels nassos, L'";""
"Negu hurbilak";"Begin Again Films";"23/02/2024";18337.0;3054;2024;"";"Negu hurbilak";""
"Prefiro condenarme";"Atalante";"22/11/2024";17899.0;3235;2024;"";"Prefiro condenarme";""
"Caballos";"Alberto Jose Redondo Villa";"23/11/2023";16646.0;2503;2024;"";"Caballos";""
"Controversia de Valladolid. El amanecer de los Derechos Humanos, La";"OmniCorp Estudio";"15/04/2024";16288.0;2368;2024;"";"Controversia de Valladolid. El amanecer de los Derechos Humanos";"La"
"Valencia, t'estime";"Caracter Films";"07/06/2024";15757.0;2624;2024;"";"Valencia, t'estime";""
"Reina del convento, La";"Begin Again Films";"02/02/2024";15603.0;2829;2024;"";"Reina del convento";"La"
"Cerrar los ojos";"Avalon Distribución";"29/09/2023";15498.0;3556;2024;"";"Cerrar los ojos";""
"Un paseo por el Borne";"Begin Again Films";"25/07/2024";14596.0;2634;2024;"";"Un paseo por el Borne";""
"Amigo de todos, El";"Surtsey Films";"24/04/2024";13616.0;2447;2024;"";"Amigo de todos";"El"
"Marisol llamame Pepa";"Me Lo Creo";"10/05/2024";13225.0;2226;2024;"";"Marisol llamame Pepa";""
"Robotia";"Barton";"07/06/2024";12775.0;2460;2024;"";"Robotia";""
"Un sol radiant";"Begin Again Films";"17/05/2024";12545.0;2206;2024;"";"Un sol radiant";""
"Una estrella fugaz";"European Dreams Factory";"11/10/2024";11258.0;1678;2024;"";"Una estrella fugaz";""
"Bandera, La";"A Contracorriente";"14/06/2024";11069.0;1858;2024;"";"Bandera";"La"
"Fianza, La";"Syldavia";"05/12/2024";10810.0;1645;2024;"";"Fianza";"La"
"Bizkarsoro";"Independent";"12/01/2024";10521.0;2077;2024;"";"Bizkarsoro";""
"Hojarasca, La";"Pleamar Films";"13/09/2024";10291.0;1709;2024;"";"Hojarasca";"La"
"Gigante de Es Vedrá y otras leyendas, El";"Independent";"08/11/2024";10082.0;1813;2024;"";"Gigante de Es Vedrá y otras leyendas";"El"
"Efecto ALL1, El: Parte II";"Independent";"17/10/2024";9841.0;619;2024;"";"Efecto ALL1, El: Parte II";""
"Ultimos pastores, Los";"Wanda";"31/05/2024";9552.0;1890;2024;"";"Ultimos pastores";"Los"
"Musical de los 80 a los 90, El";"Maravillas Distribuciones";"14/08/2024";9527.0;1630;2024;"";"Musical de los 80 a los 90";"El"
"Campeonex";"Universal";"18/08/2023";9318.0;2130;2024;"";"Campeonex";""
"Book, The";"Moon Entertainment";"08/11/2024";9286.0;1473;2024;"";"Book, The";""
"Societat negra (Sociedad negra)";"Segarra";"25/10/2024";8506.0;1575;2024;"";"Societat negra (Sociedad negra)";""
"Caso Angelus, la fascinacion de Dalí, El";"Puntal Films";"22/11/2024";8415.0;1271;2024;"";"Caso Angelus, la fascinacion de Dalí";"El"
"Rock Bottom";"Avalon Distribución";"13/12/2024";8212.0;1218;2024;"";"Rock Bottom";""
"Metodo Farrer, El";"Vertice";"30/08/2024";7982.0;1632;2024;"";"Metodo Farrer";"El"
"Un dia cualquiera";"Jose Texeira";"12/04/2024";7971.0;1320;2024;"";"Un dia cualquiera";""
"Escanyapobres";"Caracter Films";"29/11/2024";7682.0;1394;2024;"";"Escanyapobres";""
"L'Edat Imminent";"Independent";"13/12/2024";7571.0;1181;2024;"";"L'Edat Imminent";""
"Medjugorje, la pelicula";"European Dreams Factory";"01/10/2021";7310.0;1026;2024;"";"Medjugorje, la pelicula";""
"Tivoli";"Independent";"21/06/2024";7125.0;1229;2024;"";"Tivoli";""
"Galeria de las colecciones reales: Patrimonio de todos, La";"Version Digital";"15/04/2024";7022.0;1226;2024;"";"Galeria de las colecciones reales: Patrimonio de todos";"La"
"Orgullo Vieja";"Independent";"24/09/2024";6982.0;1073;2024;"";"Orgullo Vieja";""
"Aspirante, El";"Begin Again Films";"20/09/2024";6969.0;1138;2024;"";"Aspirante";"El"
"Las armas no borraran tu sonrisa";"Independent";"25/01/2024";6964.0;1101;2024;"";"Las armas no borraran tu sonrisa";""
"Aníbal, el arquitecto de Sevilla";"Mosaico";"24/11/2023";6795.0;1331;2024;"";"Aníbal, el arquitecto de Sevilla";""
"Fuga, La";"A Contracorriente";"10/05/2024";6477.0;1059;2024;"";"Fuga";"La"
"Chinas";"A Contracorriente";"06/10/2023";6439.0;1255;2024;"";"Chinas";""
"On the Go";"Jur Jur Productions";"28/06/2024";6238.0;1124;2024;"";"On the Go";""
"Parra, La";"Begin Again Films";"13/12/2024";6115.0;1048;2024;"";"Parra";"La"
"Os reviento";"The Other Side Films";"13/09/2024";5972.0;944;2024;"";"Os reviento";""
"Traineras, pasion por el remo";"Independent";"13/09/2024";5924.0;963;2024;"";"Traineras, pasion por el remo";""
"Cristina Garcia Rodero: La mirada oculta";"Wanda";"01/12/2023";5821.0;1319;2024;"";"Cristina Garcia Rodero: La mirada oculta";""
"Rapa";"Baños Films";"22/03/2024";5767.0;1065;2024;"";"Rapa";""
"Generaciones en un escenario (40 años de música en Valladolid)";"Independent";"19/04/2024";5569.0;847;2024;"";"Generaciones en un escenario (40 años de música en Valladolid)";""
"Llobas";"Alfa Pictures";"17/07/2024";5559.0;1196;2024;"";"Llobas";""
"Mesita del comedor, La";"Independent";"30/11/2023";5519.0;950;2024;"";"Mesita del comedor";"La"
"Esta ambicion desmedida";"Avalon Distribución";"26/10/2023";5476.0;1123;2024;"";"Esta ambicion desmedida";""
"Te estoy amando locamente";"Filmax";"06/07/2023";5422.0;1434;2024;"";"Te estoy amando locamente";""
"Palacio Estilistas";"Syldavia";"12/01/2024";5310.0;751;2024;"";"Palacio Estilistas";""
"Hoy es todavia";"Son Pelis";"12/04/2024";5265.0;1062;2024;"";"Hoy es todavia";""
"Parque, El";"Independent";"12/12/2024";5061.0;1228;2024;"";"Parque";"El"
"Montserrat, Integral 107";"Independent";"26/10/2024";4836.0;825;2024;"";"Montserrat, Integral 107";""
"Ullate. La danza de la vida";"Syldavia";"25/04/2024";4656.0;710;2024;"";"Ullate. La danza de la vida";""
"Bartolome Bermejo: El despertar de un genio";"A Contracorriente";"20/09/2024";4569.0;739;2024;"";"Bartolome Bermejo: El despertar de un genio";""
"Zona vacia, La";"Begin Again Films";"15/11/2024";4471.0;631;2024;"";"Zona vacia";"La"
"Un hombre sin miedo";"Independent";"07/06/2024";4430.0;688;2024;"";"Un hombre sin miedo";""
"Restos del pasar, Los";"Les Films de la Resistance";"29/11/2024";4212.0;851;2024;"";"Restos del pasar";"Los"
"Historia de pastores";"Independent";"25/10/2024";4162.0;830;2024;"";"Historia de pastores";""
"Laberinto de sombras";"Independent";"10/05/2024";4115.0;666;2024;"";"Laberinto de sombras";""
"Peleamos";"ConUnPack";"23/02/2024";3980.0;723;2024;"";"Peleamos";""
"Exopia";"Independent";"09/11/2023";3974.0;683;2024;"";"Exopia";""
"Chicas estan bien, Las";"Elastica";"25/08/2023";3840.0;839;2024;"";"Chicas estan bien";"Las"
"En la alcoba del sultan";"Sideral";"15/11/2024";3802.0;730;2024;"";"En la alcoba del sultan";""
"O Corno";"Elastica";"11/10/2023";3784.0;959;2024;"";"O Corno";""
"Un volcan habitado";"Independent";"13/06/2024";3745.0;633;2024;"";"Un volcan habitado";""
"Manolo Kabezabolo";"Syldavia";"17/05/2024";3518.0;625;2024;"";"Manolo Kabezabolo";""
"Secundarias";"La Esgueva Films";"17/11/2023";3428.0;611;2024;"";"Secundarias";""
"Tu no eres yo";"Caracter Films";"13/12/2024";3300.0;529;2024;"";"Tu no eres yo";""
"Parir";"Caracter Films";"10/10/2023";3278.0;588;2024;"";"Parir";""
"Iberia, naturaleza infinita";"Acaju";"17/03/2023";3263.0;751;2024;"";"Iberia, naturaleza infinita";""
"Joan Bennassar - Raons Humanes";"A Contracorriente";"20/07/2024";3223.0;582;2024;"";"Joan Bennassar - Raons Humanes";""
"Mi hermano Ali";"Syldavia";"22/11/2024";3076.0;650;2024;"";"Mi hermano Ali";""
"Dispararon al pianista";"Bteam Pictures";"06/10/2023";3017.0;807;2024;"";"Dispararon al pianista";""
"Tr3s partes del espejo, Las";"Independent";"16/03/2024";3013.0;474;2024;"";"Tr3s partes del espejo";"Las"
"Amor platonico";"The Social Dog";"13/06/2024";2986.0;461;2024;"";"Amor platonico";""
"Chaplin, espiritu gitano";"Bteam Pictures";"13/12/2024";2983.0;508;2024;"";"Chaplin, espiritu gitano";""
"Sembrando sueños";"Enciende Television";"14/02/2024";2939.0;625;2024;"";"Sembrando sueños";""
"Domingo Domingo";"Independent";"23/07/2023";2901.0;528;2024;"";"Domingo Domingo";""
"Alemania";"Sideral";"09/02/2024";2885.0;509;2024;"";"Alemania";""
"Amor de Andrea, El";"Filmax";"24/11/2023";2837.0;841;2024;"";"Amor de Andrea";"El"
"Saturno";"Les Films de la Resistance";"04/10/2024";2802.0;418;2024;"";"Saturno";""
"Caleta Palace";"Independent";"24/11/2023";2781.0;518;2024;"";"Caleta Palace";""
"Awards. Beyond the limits of hairdressing";"Begin Again Films";"15/01/2024";2778.0;441;2024;"";"Awards. Beyond the limits of hairdressing";""
"Third Week";"Flamingo Films";"28/06/2024";2758.0;503;2024;"";"Third Week";""
"Anaga, Naturaleza Infinita";"Independent";"13/12/2024";2742.0;691;2024;"";"Anaga, Naturaleza Infinita";""
"Matria";"Avalon Distribución";"24/03/2023";2740.0;693;2024;"";"Matria";""
"UnCancelled";"Caracter Films";"08/03/2024";2687.0;399;2024;"";"UnCancelled";""
"Que nadie duerma";"Wanda";"17/11/2023";2537.0;655;2024;"";"Que nadie duerma";""
"Invasion";"A Contracorriente";"28/06/2024";2515.0;435;2024;"";"Invasion";""
"Teresa";"Bteam Pictures";"24/11/2023";2515.0;480;2024;"";"Teresa";""
"Mugaritz. Sin pan ni postre";"Avalon Distribución";"27/09/2024";2238.0;356;2024;"";"Mugaritz. Sin pan ni postre";""
"Animal/Humano";"Margenes Distribucion";"05/04/2024";2115.0;307;2024;"";"Animal/Humano";""
"Jeanette: Soy Rebelde";"RTVE";"18/10/2024";2113.0;322;2024;"";"Jeanette: Soy Rebelde";""
"Nueva Tierra";"Begin Again Films";"06/09/2024";2082.0;363;2024;"";"Nueva Tierra";""
"Cien libros juntas";"Independent";"27/07/2024";2059.0;397;2024;"";"Cien libros juntas";""
"Flying Hands";"Independent";"03/11/2024";2045.0;409;2024;"";"Flying Hands";""
"Vidas irrenovables";"Independent";"10/10/2024";2011.0;349;2024;"";"Vidas irrenovables";""
"Ganado o Desierto";"39 Escalones";"18/10/2023";2008.0;325;2024;"";"Ganado o Desierto";""
"Auto das animas, O";"Independent";"03/05/2024";2002.0;350;2024;"";"Auto das animas, O";""
"Amantes astronautas, Los";"Independent";"17/11/2024";1985.0;385;2024;"";"Amantes astronautas";"Los"
"Arantzazu";"Independent";"12/04/2024";1968.0;487;2024;"";"Arantzazu";""
"Tiempo de Zarzuela";"Version Digital";"10/10/2023";1949.0;288;2024;"";"Tiempo de Zarzuela";""
"Vida empieza hoy, La";"Teaser Films";"13/06/2024";1895.0;365;2024;"";"Vida empieza hoy";"La"
"Reir, cantar, tal vez llorar";"Independent";"24/09/2024";1866.0;357;2024;"";"Reir, cantar, tal vez llorar";""
"Upon Entry (La llegada)";"Karma";"16/06/2023";1865.0;471;2024;"";"Upon Entry (La llegada)";""
"Intersex";"Independent";"27/04/2024";1832.0;345;2024;"";"Intersex";""
"Waldo";"Dada Films";"15/11/2024";1811.0;298;2024;"";"Waldo";""
"Tierra de Atlantes";"Independent";"22/11/2024";1799.0;448;2024;"";"Tierra de Atlantes";""
"Vacances de Mara, Les";"Puntal Films";"27/09/2024";1796.0;359;2024;"";"Vacances de Mara, Les";""
"Una vida no tan simple";"A Contracorriente";"23/06/2023";1789.0;533;2024;"";"Una vida no tan simple";""
"Solas (1999) (re)";"A Contracorriente";"22/11/2022";1744.0;431;2024;1999.0;"Solas";""
"Voy a desaparecer";"Begin Again Films";"19/09/2024";1742.0;294;2024;"";"Voy a desaparecer";""
"Pepi Fandango";"Moon Entertainment";"06/09/2024";1721.0;306;2024;"";"Pepi Fandango";""
